"kategorie","k","n_modul","n_satz_gesamt","n_satz_im_hg","n_hintergrund","OR","lo","hi","p","p_bonferroni","mde80_OR_ansatz"
"1_Matrixbestandteile",5,147,104,104,11581,4.03052120718456,1.26134630927041,9.94749149432929,0.010364768841626,0.0621886130497562,NA
"2_Matrixremodellierung",3,147,33,33,11581,7.91534963534877,1.52854544031851,25.8993563889561,0.00827374865916792,0.0496424919550075,NA
"3_Sekretionsmaschine",5,147,1127,1127,11581,0.323637584503417,0.103293102863161,0.775557737940725,0.00704186184070792,0.0422511710442475,NA
"4_TGFb_BMP",2,147,165,165,11581,0.953758809740996,0.113452736703269,3.56372278960311,1,1,NA
"5_Hypoxie_Stress",2,147,230,230,11581,0.677936725826925,0.0808329547171385,2.52201650177511,1,1,NA
"6_Zellzyklusausstieg",13,147,515,515,11581,2.112401498141,1.08850745919498,3.77037780900466,0.0151068252606747,0.090640951564048,NA
