status,n_satz,n_panel,n_hg,beobachtet,null_mittel,null_sd,z,p,OR_gematcht,mde80_anzahl,OR_mde80,OR_roh,p_roh_fisher,teil,panel
ok,17.0,154.0,11581.0,4.0,0.3051,0.543441585120077,6.799074824543631,0.0002999850007499625,16.83674961551068,1.8267364383362155,6.587771159290296,23.413333333333334,6.253954241534825e-05,a_linienmarker,NOSO
ok,17.0,539.0,11581.0,11.0,0.85725,0.8976150194466204,11.299666093213329,9.99950002499875e-05,34.52323320696024,3.370572054450537,4.656890378199731,38.31944444444444,1.9276175174590865e-11,a_linienmarker,NOSO_BREIT
ok,17.0,355.0,11581.0,11.0,0.59155,0.7565363275221773,13.758030673939956,9.99950002499875e-05,50.85311188121601,2.7098517170620964,5.2599896664015064,59.79651162790697,2.023053458178492e-13,a_linienmarker,PA309
,,,,,,,,,,,,3.7406483790523692,0.00042698429830523814,b_anker,NOSO
,,,,,,,,,,,,3.704516129032258,3.957626653642889e-09,b_anker,NOSO_BREIT
,,,,,,,,,,,,5.745431447278413,2.8736641493481457e-11,b_anker,PA309
