variante,n,status,amplitude_beobachtet,amplitude_null_mittel,amplitude_null_sd,amplitude_z,amplitude_p,richtung_beobachtet,richtung_null_mittel,richtung_null_sd,richtung_z,richtung_p
primaer_n7_geeicht,7,ok,-0.6785714285714287,-0.3578794642857143,0.19111824918845305,-1.6779766748987668,0.0843644544431946,-0.9642857142857145,-0.9225133928571431,0.03822839488488558,-1.0927040372570558,0.5024371953505812
sensitivitaet_n14_alle,14,ok,-0.4312433852669466,-0.34671803158861,0.12379921502962297,-0.6827616286428893,0.5510561179852519,-0.8580863278270876,-0.8219152388324842,0.04452653971408761,-0.8123489771912225,0.5178102737157855
