"ensembl","satz"
"ENSG00000141556","S_ZELLZYKLUS"
"ENSG00000278759","S_ZELLZYKLUS"
"ENSG00000284770","S_ZELLZYKLUS"
"ENSG00000121068","S_ZELLZYKLUS"
"ENSG00000135111","S_ZELLZYKLUS"
"ENSG00000071564","S_ZELLZYKLUS"
"ENSG00000163159","S_ZELLZYKLUS"
"ENSG00000165169","S_ZELLZYKLUS"
"ENSG00000146425","S_ZELLZYKLUS"
"ENSG00000147601","S_ZELLZYKLUS"
"ENSG00000132604","S_ZELLZYKLUS"
"ENSG00000164362","S_ZELLZYKLUS"
"ENSG00000090447","S_ZELLZYKLUS"
"ENSG00000185551","S_ZELLZYKLUS"
"ENSG00000198176","S_ZELLZYKLUS"
"ENSG00000114126","S_ZELLZYKLUS"
"ENSG00000163235","S_ZELLZYKLUS"
"ENSG00000105329","S_ZELLZYKLUS"
"ENSG00000092969","S_ZELLZYKLUS"
"ENSG00000106799","S_ZELLZYKLUS"
"ENSG00000092295","S_ZELLZYKLUS"
"ENSG00000285348","S_ZELLZYKLUS"
"ENSG00000167900","S_ZELLZYKLUS"
"ENSG00000112333","S_ZELLZYKLUS"
"ENSG00000205542","S_ZELLZYKLUS"
"ENSG00000232810","S_ZELLZYKLUS"
"ENSG00000228978","S_ZELLZYKLUS"
"ENSG00000204490","S_ZELLZYKLUS"
"ENSG00000228321","S_ZELLZYKLUS"
"ENSG00000230108","S_ZELLZYKLUS"
"ENSG00000228849","S_ZELLZYKLUS"
"ENSG00000223952","S_ZELLZYKLUS"
"ENSG00000206439","S_ZELLZYKLUS"
"ENSG00000118503","S_ZELLZYKLUS"
"ENSG00000198900","S_ZELLZYKLUS"
"ENSG00000131747","S_ZELLZYKLUS"
"ENSG00000077097","S_ZELLZYKLUS"
"ENSG00000177302","S_ZELLZYKLUS"
"ENSG00000284238","S_ZELLZYKLUS"
"ENSG00000141510","S_ZELLZYKLUS"
"ENSG00000067369","S_ZELLZYKLUS"
"ENSG00000143514","S_ZELLZYKLUS"
"ENSG00000078900","S_ZELLZYKLUS"
"ENSG00000111907","S_ZELLZYKLUS"
"ENSG00000047410","S_ZELLZYKLUS"
"ENSG00000165699","S_ZELLZYKLUS"
"ENSG00000103197","S_ZELLZYKLUS"
"ENSG00000074319","S_ZELLZYKLUS"
"ENSG00000112742","S_ZELLZYKLUS"
"ENSG00000155657","S_ZELLZYKLUS"
"ENSG00000127824","S_ZELLZYKLUS"
"ENSG00000198033","S_ZELLZYKLUS"
"ENSG00000137267","S_ZELLZYKLUS"
"ENSG00000131462","S_ZELLZYKLUS"
"ENSG00000170315","S_ZELLZYKLUS"
"ENSG00000077721","S_ZELLZYKLUS"
"ENSG00000119048","S_ZELLZYKLUS"
"ENSG00000182247","S_ZELLZYKLUS"
"ENSG00000103275","S_ZELLZYKLUS"
"ENSG00000185651","S_ZELLZYKLUS"
"ENSG00000198382","S_ZELLZYKLUS"
"ENSG00000165280","S_ZELLZYKLUS"
"ENSG00000092820","S_ZELLZYKLUS"
"ENSG00000100749","S_ZELLZYKLUS"
"ENSG00000166483","S_ZELLZYKLUS"
"ENSG00000114251","S_ZELLZYKLUS"
"ENSG00000169884","S_ZELLZYKLUS"
"ENSG00000165392","S_ZELLZYKLUS"
"ENSG00000154767","S_ZELLZYKLUS"
"ENSG00000082898","S_ZELLZYKLUS"
"ENSG00000196584","S_ZELLZYKLUS"
"ENSG00000126215","S_ZELLZYKLUS"
"ENSG00000100811","S_ZELLZYKLUS"
"ENSG00000108953","S_ZELLZYKLUS"
"ENSG00000274474","S_ZELLZYKLUS"
"ENSG00000170631","S_ZELLZYKLUS"
"ENSG00000166529","S_ZELLZYKLUS"
"ENSG00000116809","S_ZELLZYKLUS"
"ENSG00000128482","S_ZELLZYKLUS"
"ENSG00000010244","S_ZELLZYKLUS"
"ENSG00000116127","S_ZELLZYKLUS"
"ENSG00000167552","S_ZELLZYKLUS"
"ENSG00000204463","S_ZELLZYKLUS"
"ENSG00000228760","S_ZELLZYKLUS"
"ENSG00000229524","S_ZELLZYKLUS"
"ENSG00000233348","S_ZELLZYKLUS"
"ENSG00000096155","S_ZELLZYKLUS"
"ENSG00000234651","S_ZELLZYKLUS"
"ENSG00000227761","S_ZELLZYKLUS"
"ENSG00000112425","S_ZELLZYKLUS"
"ENSG00000104290","S_ZELLZYKLUS"
"ENSG00000126883","S_ZELLZYKLUS"
"ENSG00000175592","S_ZELLZYKLUS"
"ENSG00000166266","S_ZELLZYKLUS"
"ENSG00000094914","S_ZELLZYKLUS"
"ENSG00000291836","S_ZELLZYKLUS"
"ENSG00000127337","S_ZELLZYKLUS"
"ENSG00000149948","S_ZELLZYKLUS"
"ENSG00000205683","S_ZELLZYKLUS"
"ENSG00000011332","S_ZELLZYKLUS"
"ENSG00000070371","S_ZELLZYKLUS"
"ENSG00000124486","S_ZELLZYKLUS"
"ENSG00000072501","S_ZELLZYKLUS"
"ENSG00000102030","S_ZELLZYKLUS"
"ENSG00000117713","S_ZELLZYKLUS"
"ENSG00000196367","S_ZELLZYKLUS"
"ENSG00000168646","S_ZELLZYKLUS"
"ENSG00000163930","S_ZELLZYKLUS"
"ENSG00000097046","S_ZELLZYKLUS"
"ENSG00000093009","S_ZELLZYKLUS"
"ENSG00000188763","S_ZELLZYKLUS"
"ENSG00000165702","S_ZELLZYKLUS"
"ENSG00000002822","S_ZELLZYKLUS"
"ENSG00000126756","S_ZELLZYKLUS"
"ENSG00000085999","S_ZELLZYKLUS"
"ENSG00000143479","S_ZELLZYKLUS"
"ENSG00000158290","S_ZELLZYKLUS"
"ENSG00000139842","S_ZELLZYKLUS"
"ENSG00000036257","S_ZELLZYKLUS"
"ENSG00000108094","S_ZELLZYKLUS"
"ENSG00000055130","S_ZELLZYKLUS"
"ENSG00000172059","S_ZELLZYKLUS"
"ENSG00000153147","S_ZELLZYKLUS"
"ENSG00000077800","S_ZELLZYKLUS"
"ENSG00000101146","S_ZELLZYKLUS"
"ENSG00000170836","S_ZELLZYKLUS"
"ENSG00000144283","S_ZELLZYKLUS"
"ENSG00000149091","S_ZELLZYKLUS"
"ENSG00000033800","S_ZELLZYKLUS"
"ENSG00000081377","S_ZELLZYKLUS"
"ENSG00000079335","S_ZELLZYKLUS"
"ENSG00000185324","S_ZELLZYKLUS"
"ENSG00000110514","S_ZELLZYKLUS"
"ENSG00000175792","S_ZELLZYKLUS"
"ENSG00000065883","S_ZELLZYKLUS"
"ENSG00000073282","S_ZELLZYKLUS"
"ENSG00000173273","S_ZELLZYKLUS"
"ENSG00000285372","S_ZELLZYKLUS"
"ENSG00000126581","S_ZELLZYKLUS"
"ENSG00000094880","S_ZELLZYKLUS"
"ENSG00000140943","S_ZELLZYKLUS"
"ENSG00000107862","S_ZELLZYKLUS"
"ENSG00000169372","S_ZELLZYKLUS"
"ENSG00000103769","S_ZELLZYKLUS"
"ENSG00000101782","S_ZELLZYKLUS"
"ENSG00000090061","S_ZELLZYKLUS"
"ENSG00000100490","S_ZELLZYKLUS"
"ENSG00000175334","S_ZELLZYKLUS"
"ENSG00000140575","S_ZELLZYKLUS"
"ENSG00000171720","S_ZELLZYKLUS"
"ENSG00000114166","S_ZELLZYKLUS"
"ENSG00000176749","S_ZELLZYKLUS"
"ENSG00000132326","S_ZELLZYKLUS"
"ENSG00000137331","S_ZELLZYKLUS"
"ENSG00000235030","S_ZELLZYKLUS"
"ENSG00000230128","S_ZELLZYKLUS"
"ENSG00000237155","S_ZELLZYKLUS"
"ENSG00000227231","S_ZELLZYKLUS"
"ENSG00000206478","S_ZELLZYKLUS"
"ENSG00000176170","S_ZELLZYKLUS"
"ENSG00000130177","S_ZELLZYKLUS"
"ENSG00000109917","S_ZELLZYKLUS"
"ENSG00000159593","S_ZELLZYKLUS"
"ENSG00000100330","S_ZELLZYKLUS"
"ENSG00000112739","S_ZELLZYKLUS"
"ENSG00000133101","S_ZELLZYKLUS"
"ENSG00000111602","S_ZELLZYKLUS"
"ENSG00000109132","S_ZELLZYKLUS"
"ENSG00000100038","S_ZELLZYKLUS"
"ENSG00000171450","S_ZELLZYKLUS"
"ENSG00000166167","S_ZELLZYKLUS"
"ENSG00000106299","S_ZELLZYKLUS"
"ENSG00000138769","S_ZELLZYKLUS"
"ENSG00000174672","S_ZELLZYKLUS"
"ENSG00000291428","S_ZELLZYKLUS"
"ENSG00000009954","S_ZELLZYKLUS"
"ENSG00000142484","S_ZELLZYKLUS"
"ENSG00000144744","S_ZELLZYKLUS"
"ENSG00000198901","S_ZELLZYKLUS"
"ENSG00000162595","S_ZELLZYKLUS"
"ENSG00000127564","S_ZELLZYKLUS"
"ENSG00000109103","S_ZELLZYKLUS"
"ENSG00000036672","S_ZELLZYKLUS"
"ENSG00000138592","S_ZELLZYKLUS"
"ENSG00000108389","S_ZELLZYKLUS"
"ENSG00000131023","S_ZELLZYKLUS"
"ENSG00000108055","S_ZELLZYKLUS"
"ENSG00000157456","S_ZELLZYKLUS"
"ENSG00000175305","S_ZELLZYKLUS"
"ENSG00000060069","S_ZELLZYKLUS"
"ENSG00000282752","S_ZELLZYKLUS"
"ENSG00000174371","S_ZELLZYKLUS"
"ENSG00000086827","S_ZELLZYKLUS"
"ENSG00000154473","S_ZELLZYKLUS"
"ENSG00000178999","S_ZELLZYKLUS"
"ENSG00000166197","S_ZELLZYKLUS"
"ENSG00000164611","S_ZELLZYKLUS"
"ENSG00000260916","S_ZELLZYKLUS"
"ENSG00000136270","S_ZELLZYKLUS"
"ENSG00000125207","S_ZELLZYKLUS"
"ENSG00000275051","S_ZELLZYKLUS"
"ENSG00000099385","S_ZELLZYKLUS"
"ENSG00000106635","S_ZELLZYKLUS"
"ENSG00000136826","S_ZELLZYKLUS"
"ENSG00000071539","S_ZELLZYKLUS"
"ENSG00000149930","S_ZELLZYKLUS"
"ENSG00000125691","S_ZELLZYKLUS"
"ENSG00000109062","S_ZELLZYKLUS"
"ENSG00000101350","S_ZELLZYKLUS"
"ENSG00000144021","S_ZELLZYKLUS"
"ENSG00000108469","S_ZELLZYKLUS"
"ENSG00000134318","S_ZELLZYKLUS"
"ENSG00000137807","S_ZELLZYKLUS"
"ENSG00000154734","S_ZELLZYKLUS"
"ENSG00000119541","S_ZELLZYKLUS"
"ENSG00000113648","S_ZELLZYKLUS"
"ENSG00000134852","S_ZELLZYKLUS"
"ENSG00000158019","S_ZELLZYKLUS"
"ENSG00000138182","S_ZELLZYKLUS"
"ENSG00000124688","S_ZELLZYKLUS"
"ENSG00000141027","S_ZELLZYKLUS"
"ENSG00000132749","S_ZELLZYKLUS"
"ENSG00000104728","S_ZELLZYKLUS"
"ENSG00000274726","S_ZELLZYKLUS"
"ENSG00000123562","S_ZELLZYKLUS"
"ENSG00000137337","S_ZELLZYKLUS"
"ENSG00000234012","S_ZELLZYKLUS"
"ENSG00000224587","S_ZELLZYKLUS"
"ENSG00000228575","S_ZELLZYKLUS"
"ENSG00000225589","S_ZELLZYKLUS"
"ENSG00000231135","S_ZELLZYKLUS"
"ENSG00000237095","S_ZELLZYKLUS"
"ENSG00000206481","S_ZELLZYKLUS"
"ENSG00000178104","S_ZELLZYKLUS"
"ENSG00000174799","S_ZELLZYKLUS"
"ENSG00000166783","S_ZELLZYKLUS"
"ENSG00000277140","S_ZELLZYKLUS"
"ENSG00000101407","S_ZELLZYKLUS"
"ENSG00000058453","S_ZELLZYKLUS"
"ENSG00000134644","S_ZELLZYKLUS"
"ENSG00000135476","S_ZELLZYKLUS"
"ENSG00000253797","S_ZELLZYKLUS"
"ENSG00000090565","S_ZELLZYKLUS"
"ENSG00000275338","S_ZELLZYKLUS"
"ENSG00000184445","S_ZELLZYKLUS"
"ENSG00000103540","S_ZELLZYKLUS"
"ENSG00000111913","S_ZELLZYKLUS"
"ENSG00000102221","S_ZELLZYKLUS"
"ENSG00000166803","S_ZELLZYKLUS"
"ENSG00000126787","S_ZELLZYKLUS"
"ENSG00000175216","S_ZELLZYKLUS"
"ENSG00000182149","S_ZELLZYKLUS"
"ENSG00000196428","S_ZELLZYKLUS"
"ENSG00000044090","S_ZELLZYKLUS"
"ENSG00000165304","S_ZELLZYKLUS"
"ENSG00000101003","S_ZELLZYKLUS"
"ENSG00000198920","S_ZELLZYKLUS"
"ENSG00000198586","S_ZELLZYKLUS"
"ENSG00000100726","S_ZELLZYKLUS"
"ENSG00000164961","S_ZELLZYKLUS"
"ENSG00000162413","S_ZELLZYKLUS"
"ENSG00000010292","S_ZELLZYKLUS"
"ENSG00000118193","S_ZELLZYKLUS"
"ENSG00000100918","S_ZELLZYKLUS"
"ENSG00000285007","S_ZELLZYKLUS"
"ENSG00000170248","S_ZELLZYKLUS"
"ENSG00000153094","S_ZELLZYKLUS"
"ENSG00000041880","S_ZELLZYKLUS"
"ENSG00000141198","S_ZELLZYKLUS"
"ENSG00000113810","S_ZELLZYKLUS"
"ENSG00000006611","S_ZELLZYKLUS"
"ENSG00000115091","S_ZELLZYKLUS"
"ENSG00000138071","S_ZELLZYKLUS"
"ENSG00000175215","S_ZELLZYKLUS"
"ENSG00000113522","S_ZELLZYKLUS"
"ENSG00000112984","S_ZELLZYKLUS"
"ENSG00000169018","S_ZELLZYKLUS"
"ENSG00000076053","S_ZELLZYKLUS"
"ENSG00000131467","S_ZELLZYKLUS"
"ENSG00000172113","S_ZELLZYKLUS"
"ENSG00000144677","S_ZELLZYKLUS"
"ENSG00000164056","S_ZELLZYKLUS"
"ENSG00000136158","S_ZELLZYKLUS"
"ENSG00000167797","S_ZELLZYKLUS"
"ENSG00000084073","S_ZELLZYKLUS"
"ENSG00000105127","S_ZELLZYKLUS"
"ENSG00000118007","S_ZELLZYKLUS"
"ENSG00000090316","S_ZELLZYKLUS"
"ENSG00000140854","S_ZELLZYKLUS"
"ENSG00000152669","S_ZELLZYKLUS"
"ENSG00000158806","S_ZELLZYKLUS"
"ENSG00000164442","S_ZELLZYKLUS"
"ENSG00000123416","S_ZELLZYKLUS"
"ENSG00000258947","S_ZELLZYKLUS"
"ENSG00000104833","S_ZELLZYKLUS"
"ENSG00000188229","S_ZELLZYKLUS"
"ENSG00000124508","S_ZELLZYKLUS"
"ENSG00000196074","S_ZELLZYKLUS"
"ENSG00000164162","S_ZELLZYKLUS"
"ENSG00000204628","S_ZELLZYKLUS"
"ENSG00000080986","S_ZELLZYKLUS"
"ENSG00000100462","S_ZELLZYKLUS"
"ENSG00000126216","S_ZELLZYKLUS"
"ENSG00000282003","S_ZELLZYKLUS"
"ENSG00000239306","S_ZELLZYKLUS"
"ENSG00000187778","S_ZELLZYKLUS"
"ENSG00000136235","S_ZELLZYKLUS"
"ENSG00000116670","S_ZELLZYKLUS"
"ENSG00000013810","S_ZELLZYKLUS"
"ENSG00000083535","S_ZELLZYKLUS"
"ENSG00000171148","S_ZELLZYKLUS"
"ENSG00000107175","S_ZELLZYKLUS"
"ENSG00000132382","S_ZELLZYKLUS"
"ENSG00000185043","S_ZELLZYKLUS"
"ENSG00000172977","S_ZELLZYKLUS"
"ENSG00000205339","S_ZELLZYKLUS"
"ENSG00000173465","S_ZELLZYKLUS"
"ENSG00000213886","S_ZELLZYKLUS"
"ENSG00000226898","S_ZELLZYKLUS"
"ENSG00000224654","S_ZELLZYKLUS"
"ENSG00000228913","S_ZELLZYKLUS"
"ENSG00000206468","S_ZELLZYKLUS"
"ENSG00000206513","S_ZELLZYKLUS"
"ENSG00000231968","S_ZELLZYKLUS"
"ENSG00000175203","S_ZELLZYKLUS"
"ENSG00000138162","S_ZELLZYKLUS"
"ENSG00000136824","S_ZELLZYKLUS"
"ENSG00000156256","S_ZELLZYKLUS"
"ENSG00000291527","S_ZELLZYKLUS"
"ENSG00000141696","S_ZELLZYKLUS"
"ENSG00000076382","S_ZELLZYKLUS"
"ENSG00000124356","S_ZELLZYKLUS"
"ENSG00000111247","S_ZELLZYKLUS"
"ENSG00000169220","S_ZELLZYKLUS"
"ENSG00000070367","S_ZELLZYKLUS"
"ENSG00000121774","S_ZELLZYKLUS"
"ENSG00000102974","S_ZELLZYKLUS"
"ENSG00000100532","S_ZELLZYKLUS"
"ENSG00000138028","S_ZELLZYKLUS"
"ENSG00000104671","S_ZELLZYKLUS"
"ENSG00000090273","S_ZELLZYKLUS"
"ENSG00000142731","S_ZELLZYKLUS"
"ENSG00000066923","S_ZELLZYKLUS"
"ENSG00000101972","S_ZELLZYKLUS"
"ENSG00000250254","S_ZELLZYKLUS"
"ENSG00000123159","S_ZELLZYKLUS"
"ENSG00000132688","S_ZELLZYKLUS"
"ENSG00000145632","S_ZELLZYKLUS"
"ENSG00000128989","S_ZELLZYKLUS"
"ENSG00000119408","S_ZELLZYKLUS"
"ENSG00000145703","S_ZELLZYKLUS"
"ENSG00000090612","S_ZELLZYKLUS"
"ENSG00000184640","S_ZELLZYKLUS"
"ENSG00000282302","S_ZELLZYKLUS"
"ENSG00000054282","S_ZELLZYKLUS"
"ENSG00000276111","S_ZELLZYKLUS"
"ENSG00000165689","S_ZELLZYKLUS"
"ENSG00000130640","S_ZELLZYKLUS"
"ENSG00000183207","S_ZELLZYKLUS"
"ENSG00000104972","S_ZELLZYKLUS"
"ENSG00000274669","S_ZELLZYKLUS"
"ENSG00000276452","S_ZELLZYKLUS"
"ENSG00000277807","S_ZELLZYKLUS"
"ENSG00000277134","S_ZELLZYKLUS"
"ENSG00000172046","S_ZELLZYKLUS"
"ENSG00000143543","S_ZELLZYKLUS"
"ENSG00000112983","S_ZELLZYKLUS"
"ENSG00000165416","S_ZELLZYKLUS"
"ENSG00000130222","S_ZELLZYKLUS"
"ENSG00000204371","S_ZELLZYKLUS"
"ENSG00000232045","S_ZELLZYKLUS"
"ENSG00000224143","S_ZELLZYKLUS"
"ENSG00000236759","S_ZELLZYKLUS"
"ENSG00000227333","S_ZELLZYKLUS"
"ENSG00000238134","S_ZELLZYKLUS"
"ENSG00000206376","S_ZELLZYKLUS"
"ENSG00000006634","S_ZELLZYKLUS"
"ENSG00000106723","S_ZELLZYKLUS"
"ENSG00000185787","S_ZELLZYKLUS"
"ENSG00000154640","S_ZELLZYKLUS"
"ENSG00000281484","S_ZELLZYKLUS"
"ENSG00000166974","S_ZELLZYKLUS"
"ENSG00000118816","S_ZELLZYKLUS"
"ENSG00000121022","S_ZELLZYKLUS"
"ENSG00000142945","S_ZELLZYKLUS"
"ENSG00000146872","S_ZELLZYKLUS"
"ENSG00000111737","S_ZELLZYKLUS"
"ENSG00000182134","S_ZELLZYKLUS"
"ENSG00000102096","S_ZELLZYKLUS"
"ENSG00000292210","S_ZELLZYKLUS"
"ENSG00000112941","S_ZELLZYKLUS"
"ENSG00000175063","S_ZELLZYKLUS"
"ENSG00000163781","S_ZELLZYKLUS"
"ENSG00000171368","S_ZELLZYKLUS"
"ENSG00000160207","S_ZELLZYKLUS"
"ENSG00000196363","S_ZELLZYKLUS"
"ENSG00000126856","S_ZELLZYKLUS"
"ENSG00000138738","S_ZELLZYKLUS"
"ENSG00000122966","S_ZELLZYKLUS"
"ENSG00000131437","S_ZELLZYKLUS"
"ENSG00000122952","S_ZELLZYKLUS"
"ENSG00000105401","S_ZELLZYKLUS"
"ENSG00000136504","S_ZELLZYKLUS"
"ENSG00000100206","S_ZELLZYKLUS"
"ENSG00000170917","S_ZELLZYKLUS"
"ENSG00000198554","S_ZELLZYKLUS"
"ENSG00000168309","S_ZELLZYKLUS"
"ENSG00000178252","S_ZELLZYKLUS"
"ENSG00000068028","S_ZELLZYKLUS"
"ENSG00000184363","S_ZELLZYKLUS"
"ENSG00000126001","S_ZELLZYKLUS"
"ENSG00000183765","S_ZELLZYKLUS"
"ENSG00000160783","S_ZELLZYKLUS"
"ENSG00000137100","S_ZELLZYKLUS"
"ENSG00000213689","S_ZELLZYKLUS"
"ENSG00000122882","S_ZELLZYKLUS"
"ENSG00000112079","S_ZELLZYKLUS"
"ENSG00000215021","S_ZELLZYKLUS"
"ENSG00000180104","S_ZELLZYKLUS"
"ENSG00000104147","S_ZELLZYKLUS"
"ENSG00000169136","S_ZELLZYKLUS"
"ENSG00000071246","S_ZELLZYKLUS"
"ENSG00000198815","S_ZELLZYKLUS"
"ENSG00000138311","S_ZELLZYKLUS"
"ENSG00000101367","S_ZELLZYKLUS"
"ENSG00000084764","S_ZELLZYKLUS"
"ENSG00000068903","S_ZELLZYKLUS"
"ENSG00000283100","S_ZELLZYKLUS"
"ENSG00000119401","S_ZELLZYKLUS"
"ENSG00000088325","S_ZELLZYKLUS"
"ENSG00000157212","S_ZELLZYKLUS"
"ENSG00000141577","S_ZELLZYKLUS"
"ENSG00000103995","S_ZELLZYKLUS"
"ENSG00000041515","S_ZELLZYKLUS"
"ENSG00000077254","S_ZELLZYKLUS"
"ENSG00000083642","S_ZELLZYKLUS"
"ENSG00000062650","S_ZELLZYKLUS"
"ENSG00000104228","S_ZELLZYKLUS"
"ENSG00000155111","S_ZELLZYKLUS"
"ENSG00000112659","S_ZELLZYKLUS"
"ENSG00000163539","S_ZELLZYKLUS"
"ENSG00000143442","S_ZELLZYKLUS"
"ENSG00000172943","S_ZELLZYKLUS"
"ENSG00000198887","S_ZELLZYKLUS"
"ENSG00000176915","S_ZELLZYKLUS"
"ENSG00000125354","S_ZELLZYKLUS"
"ENSG00000100304","S_ZELLZYKLUS"
"ENSG00000165660","S_ZELLZYKLUS"
"ENSG00000134324","S_ZELLZYKLUS"
"ENSG00000164402","S_ZELLZYKLUS"
"ENSG00000011523","S_ZELLZYKLUS"
"ENSG00000183580","S_ZELLZYKLUS"
"ENSG00000179041","S_ZELLZYKLUS"
"ENSG00000144036","S_ZELLZYKLUS"
"ENSG00000182621","S_ZELLZYKLUS"
"ENSG00000121892","S_ZELLZYKLUS"
"ENSG00000261236","S_ZELLZYKLUS"
"ENSG00000168502","S_ZELLZYKLUS"
"ENSG00000182473","S_ZELLZYKLUS"
"ENSG00000114648","S_ZELLZYKLUS"
"ENSG00000072803","S_ZELLZYKLUS"
"ENSG00000024048","S_ZELLZYKLUS"
"ENSG00000151503","S_ZELLZYKLUS"
"ENSG00000124422","S_ZELLZYKLUS"
"ENSG00000100154","S_ZELLZYKLUS"
"ENSG00000074054","S_ZELLZYKLUS"
"ENSG00000043143","S_ZELLZYKLUS"
"ENSG00000164828","S_ZELLZYKLUS"
"ENSG00000249115","S_ZELLZYKLUS"
"ENSG00000124006","S_ZELLZYKLUS"
"ENSG00000088808","S_ZELLZYKLUS"
"ENSG00000055917","S_ZELLZYKLUS"
"ENSG00000014123","S_ZELLZYKLUS"
"ENSG00000132275","S_ZELLZYKLUS"
"ENSG00000129933","S_ZELLZYKLUS"
"ENSG00000121152","S_ZELLZYKLUS"
"ENSG00000175826","S_ZELLZYKLUS"
"ENSG00000096717","S_ZELLZYKLUS"
"ENSG00000142856","S_ZELLZYKLUS"
"ENSG00000120948","S_ZELLZYKLUS"
"ENSG00000141867","S_ZELLZYKLUS"
"ENSG00000100029","S_ZELLZYKLUS"
"ENSG00000072121","S_ZELLZYKLUS"
"ENSG00000180900","S_ZELLZYKLUS"
"ENSG00000274287","S_ZELLZYKLUS"
"ENSG00000156345","S_ZELLZYKLUS"
"ENSG00000107937","S_ZELLZYKLUS"
"ENSG00000054796","S_ZELLZYKLUS"
"ENSG00000213024","S_ZELLZYKLUS"
"ENSG00000087074","S_ZELLZYKLUS"
"ENSG00000090889","S_ZELLZYKLUS"
"ENSG00000171467","S_ZELLZYKLUS"
"ENSG00000100242","S_ZELLZYKLUS"
"ENSG00000197275","S_ZELLZYKLUS"
"ENSG00000100225","S_ZELLZYKLUS"
"ENSG00000083812","S_ZELLZYKLUS"
"ENSG00000130638","S_ZELLZYKLUS"
"ENSG00000164190","S_ZELLZYKLUS"
"ENSG00000129055","S_ZELLZYKLUS"
"ENSG00000219435","S_ZELLZYKLUS"
"ENSG00000164934","S_ZELLZYKLUS"
"ENSG00000143493","S_ZELLZYKLUS"
"ENSG00000010295","S_ZELLZYKLUS"
"ENSG00000110200","S_ZELLZYKLUS"
"ENSG00000153207","S_ZELLZYKLUS"
"ENSG00000176225","S_ZELLZYKLUS"
"ENSG00000117697","S_ZELLZYKLUS"
"ENSG00000169375","S_ZELLZYKLUS"
"ENSG00000117614","S_ZELLZYKLUS"
"ENSG00000197256","S_ZELLZYKLUS"
"ENSG00000178188","S_ZELLZYKLUS"
"ENSG00000083937","S_ZELLZYKLUS"
"ENSG00000172273","S_ZELLZYKLUS"
"ENSG00000108523","S_ZELLZYKLUS"
"ENSG00000168014","S_ZELLZYKLUS"
"ENSG00000036549","S_ZELLZYKLUS"
"ENSG00000185513","S_ZELLZYKLUS"
"ENSG00000112701","S_ZELLZYKLUS"
"ENSG00000132466","S_ZELLZYKLUS"
"ENSG00000204120","S_ZELLZYKLUS"
"ENSG00000157500","S_ZELLZYKLUS"
"ENSG00000257103","S_ZELLZYKLUS"
"ENSG00000262860","S_ZELLZYKLUS"
"ENSG00000004142","S_ZELLZYKLUS"
"ENSG00000160360","S_ZELLZYKLUS"
"ENSG00000198624","S_ZELLZYKLUS"
"ENSG00000135999","S_ZELLZYKLUS"
"ENSG00000172150","S_ZELLZYKLUS"
"ENSG00000092621","S_ZELLZYKLUS"
"ENSG00000213005","S_ZELLZYKLUS"
"ENSG00000116663","S_ZELLZYKLUS"
"ENSG00000112029","S_ZELLZYKLUS"
"ENSG00000151876","S_ZELLZYKLUS"
"ENSG00000176046","S_ZELLZYKLUS"
"ENSG00000150457","S_ZELLZYKLUS"
"ENSG00000147166","S_ZELLZYKLUS"
"ENSG00000275700","S_ZELLZYKLUS"
"ENSG00000276072","S_ZELLZYKLUS"
"ENSG00000136108","S_ZELLZYKLUS"
"ENSG00000105856","S_ZELLZYKLUS"
"ENSG00000283847","S_ZELLZYKLUS"
"ENSG00000110172","S_ZELLZYKLUS"
"ENSG00000285023","S_ZELLZYKLUS"
"ENSG00000011243","S_ZELLZYKLUS"
"ENSG00000115649","S_ZELLZYKLUS"
"ENSG00000119684","S_ZELLZYKLUS"
"ENSG00000197157","S_ZELLZYKLUS"
"ENSG00000172167","S_ZELLZYKLUS"
"ENSG00000077935","S_ZELLZYKLUS"
"ENSG00000140015","S_ZELLZYKLUS"
"ENSG00000037042","S_ZELLZYKLUS"
"ENSG00000132612","S_ZELLZYKLUS"
"ENSG00000137822","S_ZELLZYKLUS"
"ENSG00000130724","S_ZELLZYKLUS"
"ENSG00000108106","S_ZELLZYKLUS"
"ENSG00000110107","S_ZELLZYKLUS"
"ENSG00000100359","S_ZELLZYKLUS"
"ENSG00000115317","S_ZELLZYKLUS"
"ENSG00000143924","S_ZELLZYKLUS"
"ENSG00000099954","S_ZELLZYKLUS"
"ENSG00000167393","S_ZELLZYKLUS"
"ENSG00000292327","S_ZELLZYKLUS"
"ENSG00000273850","S_ZELLZYKLUS"
"ENSG00000276438","S_ZELLZYKLUS"
"ENSG00000108262","S_ZELLZYKLUS"
"ENSG00000102760","S_ZELLZYKLUS"
"ENSG00000148335","S_ZELLZYKLUS"
"ENSG00000064393","S_ZELLZYKLUS"
"ENSG00000181555","S_ZELLZYKLUS"
"ENSG00000254505","S_ZELLZYKLUS"
"ENSG00000285302","S_ZELLZYKLUS"
"ENSG00000105393","S_ZELLZYKLUS"
"ENSG00000108961","S_ZELLZYKLUS"
"ENSG00000166164","S_ZELLZYKLUS"
"ENSG00000161800","S_ZELLZYKLUS"
"ENSG00000276043","S_ZELLZYKLUS"
"ENSG00000138594","S_ZELLZYKLUS"
"ENSG00000025770","S_ZELLZYKLUS"
"ENSG00000105619","S_ZELLZYKLUS"
"ENSG00000274073","S_ZELLZYKLUS"
"ENSG00000275086","S_ZELLZYKLUS"
"ENSG00000276263","S_ZELLZYKLUS"
