rho_modulgene,null_mittel,null_sd,z,p,n_modulgene_gemeinsam,n_hintergrund,n_datensaetze_osteo,n_datensaetze_chondro
0.6222703273984731,0.09082966095223026,0.07555105644752548,7.034192391675671,0.0003999200159968006,173,35572,12,6
