n,konkordanz,konkordanz_null,konkordanz_null_sd,konkordanz_z,konkordanz_p,konkordanz_mde80,rang,rang_null,rang_null_sd,rang_z,rang_p,status,label,n_datensaetze
173,1.0,0.5136799132947977,0.03703820916635839,13.130226802297027,0.00024996875390576176,0.6173868989606012,0.41432403161646225,0.0005259266661681043,0.02162166944955264,19.13812001962946,0.00024996875390576176,ok,durchgefallen,16
173,0.9942196531791907,0.5054118497109826,0.038230736657167405,12.785728087103642,0.00024996875390576176,0.6124579123510514,0.3363931858805662,0.0006597203414406649,0.022116065144348156,15.180524354031553,0.00024996875390576176,ok,bestanden,2
