"ensembl","expr","expr_rank","arm","klasse","punkt","label","n_undiff","n_diff"
"ENSG00000228794",12.4342875835244,0.289193548387097,"osteogen","N",16,"YAP/TAZ-KD (GSE137035)",6,6
"ENSG00000187634",15.3231779719373,0.323870967741935,"osteogen","N",16,"YAP/TAZ-KD (GSE137035)",6,6
"ENSG00000188976",162.336161464457,0.894516129032258,"osteogen","N",16,"YAP/TAZ-KD (GSE137035)",6,6
"ENSG00000187961",24.5414562543588,0.424596774193548,"osteogen","N",16,"YAP/TAZ-KD (GSE137035)",6,6
"ENSG00000187583",6.62461414818594,0.204596774193548,"osteogen","N",16,"YAP/TAZ-KD (GSE137035)",6,6
"ENSG00000188290",3.06351299151861,0.129354838709677,"osteogen","N",16,"YAP/TAZ-KD (GSE137035)",6,6
"ENSG00000187608",242.842017067998,0.941370967741936,"osteogen","N",16,"YAP/TAZ-KD (GSE137035)",6,6
"ENSG00000188157",561.187805895211,0.984274193548387,"osteogen","N",16,"YAP/TAZ-KD (GSE137035)",6,6
"ENSG00000131591",20.0666842597528,0.376451612903226,"osteogen","N",16,"YAP/TAZ-KD (GSE137035)",6,6
"ENSG00000078808",140.309191631609,0.875241935483871,"osteogen","N",16,"YAP/TAZ-KD (GSE137035)",6,6
"ENSG00000176022",35.6679736535332,0.523064516129032,"osteogen","N",16,"YAP/TAZ-KD (GSE137035)",6,6
"ENSG00000160087",59.4817008664655,0.668790322580645,"osteogen","N",16,"YAP/TAZ-KD (GSE137035)",6,6
"ENSG00000162572",6.4385664996307,0.201048387096774,"osteogen","N",16,"YAP/TAZ-KD (GSE137035)",6,6
"ENSG00000131584",52.9570444901939,0.635725806451613,"osteogen","N",16,"YAP/TAZ-KD (GSE137035)",6,6
"ENSG00000169972",14.5041409068178,0.314032258064516,"osteogen","N",16,"YAP/TAZ-KD (GSE137035)",6,6
"ENSG00000224051",33.364034157941,0.503064516129032,"osteogen","N",16,"YAP/TAZ-KD (GSE137035)",6,6
"ENSG00000107404",86.0485879869397,0.767177419354839,"osteogen","N",16,"YAP/TAZ-KD (GSE137035)",6,6
"ENSG00000162576",147.249220753872,0.881612903225806,"osteogen","N",16,"YAP/TAZ-KD (GSE137035)",6,6
"ENSG00000175756",85.4927729469223,0.765887096774194,"osteogen","N",16,"YAP/TAZ-KD (GSE137035)",6,6
"ENSG00000221978",114.420468839366,0.835806451612903,"osteogen","N",16,"YAP/TAZ-KD (GSE137035)",6,6
"ENSG00000242485",47.4707003261394,0.603709677419355,"osteogen","N",16,"YAP/TAZ-KD (GSE137035)",6,6
"ENSG00000179403",10.4797931659891,0.264032258064516,"osteogen","N",16,"YAP/TAZ-KD (GSE137035)",6,6
"ENSG00000160072",39.194613859334,0.548709677419355,"osteogen","N",16,"YAP/TAZ-KD (GSE137035)",6,6
"ENSG00000197785",75.5077920285909,0.735725806451613,"osteogen","N",16,"YAP/TAZ-KD (GSE137035)",6,6
"ENSG00000160075",71.3364779371445,0.721129032258064,"osteogen","N",16,"YAP/TAZ-KD (GSE137035)",6,6
"ENSG00000197530",22.2962263949,0.401451612903226,"osteogen","N",16,"YAP/TAZ-KD (GSE137035)",6,6
"ENSG00000248333",53.8786535583495,0.640241935483871,"osteogen","N",16,"YAP/TAZ-KD (GSE137035)",6,6
"ENSG00000189339",80.6843815058105,0.752096774193548,"osteogen","N",16,"YAP/TAZ-KD (GSE137035)",6,6
"ENSG00000008128",20.9306059762409,0.385,"osteogen","N",16,"YAP/TAZ-KD (GSE137035)",6,6
"ENSG00000008130",75.0513553313008,0.734516129032258,"osteogen","N",16,"YAP/TAZ-KD (GSE137035)",6,6
"ENSG00000078369",711.126454056772,0.98991935483871,"osteogen","N",16,"YAP/TAZ-KD (GSE137035)",6,6
"ENSG00000178821",0.995004817660613,0.0364516129032258,"osteogen","N",16,"YAP/TAZ-KD (GSE137035)",6,6
"ENSG00000067606",2.96347571438494,0.126451612903226,"osteogen","N",16,"YAP/TAZ-KD (GSE137035)",6,6
"ENSG00000162585",38.5751526646749,0.543790322580645,"osteogen","N",16,"YAP/TAZ-KD (GSE137035)",6,6
"ENSG00000157933",191.544065053918,0.916532258064516,"osteogen","N",16,"YAP/TAZ-KD (GSE137035)",6,6
"ENSG00000116151",6.62592731636302,0.204758064516129,"osteogen","N",16,"YAP/TAZ-KD (GSE137035)",6,6
"ENSG00000292993",1.53885381807014,0.0700806451612903,"osteogen","N",16,"YAP/TAZ-KD (GSE137035)",6,6
"ENSG00000157916",114.08846837767,0.835,"osteogen","N",16,"YAP/TAZ-KD (GSE137035)",6,6
"ENSG00000157911",32.9774113087223,0.500322580645161,"osteogen","N",16,"YAP/TAZ-KD (GSE137035)",6,6
"ENSG00000149527",3.93878479051281,0.151532258064516,"osteogen","N",16,"YAP/TAZ-KD (GSE137035)",6,6
"ENSG00000157881",40.815845893837,0.561612903225806,"osteogen","N",16,"YAP/TAZ-KD (GSE137035)",6,6
"ENSG00000157873",3.81687664900449,0.148709677419355,"osteogen","N",16,"YAP/TAZ-KD (GSE137035)",6,6
"ENSG00000130762",5.93120123020148,0.192338709677419,"osteogen","N",16,"YAP/TAZ-KD (GSE137035)",6,6
"ENSG00000162591",85.3627500322615,0.765806451612903,"osteogen","N",16,"YAP/TAZ-KD (GSE137035)",6,6
"ENSG00000158109",67.5422308722374,0.706209677419355,"osteogen","N",16,"YAP/TAZ-KD (GSE137035)",6,6
"ENSG00000116213",17.9765104635961,0.354838709677419,"osteogen","N",16,"YAP/TAZ-KD (GSE137035)",6,6
"ENSG00000078900",4.06276209076192,0.155483870967742,"osteogen","N",16,"YAP/TAZ-KD (GSE137035)",6,6
"ENSG00000130764",61.1992950318774,0.677258064516129,"osteogen","N",16,"YAP/TAZ-KD (GSE137035)",6,6
"ENSG00000116198",46.544273534755,0.597983870967742,"osteogen","N",16,"YAP/TAZ-KD (GSE137035)",6,6
"ENSG00000169598",9.97534139420997,0.256451612903226,"osteogen","N",16,"YAP/TAZ-KD (GSE137035)",6,6
"ENSG00000198912",21.0900434598222,0.387016129032258,"osteogen","N",16,"YAP/TAZ-KD (GSE137035)",6,6
"ENSG00000131697",21.5253541880827,0.391612903225806,"osteogen","N",16,"YAP/TAZ-KD (GSE137035)",6,6
"ENSG00000069424",6.89470213170486,0.209596774193548,"osteogen","N",16,"YAP/TAZ-KD (GSE137035)",6,6
"ENSG00000116251",184.242831130694,0.912338709677419,"osteogen","N",16,"YAP/TAZ-KD (GSE137035)",6,6
"ENSG00000158286",2.97213633805088,0.126612903225806,"osteogen","N",16,"YAP/TAZ-KD (GSE137035)",6,6
"ENSG00000116237",201.270555039069,0.922258064516129,"osteogen","N",16,"YAP/TAZ-KD (GSE137035)",6,6
"ENSG00000158292",8.60264794756237,0.237016129032258,"osteogen","N",16,"YAP/TAZ-KD (GSE137035)",6,6
"ENSG00000097021",79.8253304373271,0.749677419354839,"osteogen","N",16,"YAP/TAZ-KD (GSE137035)",6,6
"ENSG00000215788",7.13776919401438,0.213629032258065,"osteogen","N",16,"YAP/TAZ-KD (GSE137035)",6,6
"ENSG00000171680",30.0826506896537,0.473467741935484,"osteogen","N",16,"YAP/TAZ-KD (GSE137035)",6,6
"ENSG00000162408",53.3842609767671,0.637661290322581,"osteogen","N",16,"YAP/TAZ-KD (GSE137035)",6,6
