"ensembl","expr","expr_rank","arm","klasse","punkt","label","n_undiff","n_diff"
"ENSG00000196263",1.44157837567927,0.40239704978488,"osteogen","N",18,"RB1-del isogen (GSE145235)",6,12
"ENSG00000100296",4.09066961487684,0.780024585125999,"osteogen","N",18,"RB1-del isogen (GSE145235)",6,12
"ENSG00000122707",4.16898078922132,0.791456668715427,"osteogen","N",18,"RB1-del isogen (GSE145235)",6,12
"ENSG00000152669",0.047204600995363,0.158143822987093,"osteogen","N",18,"RB1-del isogen (GSE145235)",6,12
"ENSG00000213973",0.000797516276503892,0.00414874001229256,"osteogen","N",18,"RB1-del isogen (GSE145235)",6,12
"ENSG00000171621",3.53078637250262,0.698463429625077,"osteogen","N",18,"RB1-del isogen (GSE145235)",6,12
NA,NA,NA,"osteogen","N",18,"RB1-del isogen (GSE145235)",6,12
"ENSG00000005339",2.80138789691907,0.583958205285802,"osteogen","N",18,"RB1-del isogen (GSE145235)",6,12
"ENSG00000065548",5.49525667557513,0.916287645974186,"osteogen","N",18,"RB1-del isogen (GSE145235)",6,12
"ENSG00000159873",3.94909253511469,0.760663798401967,"osteogen","N",18,"RB1-del isogen (GSE145235)",6,12
"ENSG00000133657",4.84048252913338,0.866441303011678,"osteogen","N",18,"RB1-del isogen (GSE145235)",6,12
"ENSG00000079805",4.88745534206392,0.870497848801475,"osteogen","N",18,"RB1-del isogen (GSE145235)",6,12
"ENSG00000162645",2.61709578781625,0.556115550092194,"osteogen","N",18,"RB1-del isogen (GSE145235)",6,12
"ENSG00000170819",0.0117551053929675,0.0868469575906577,"osteogen","N",18,"RB1-del isogen (GSE145235)",6,12
"ENSG00000136152",3.71471024991948,0.726551936078672,"osteogen","N",18,"RB1-del isogen (GSE145235)",6,12
"ENSG00000134594",1.59848377557585,0.42040565457898,"osteogen","N",18,"RB1-del isogen (GSE145235)",6,12
"ENSG00000105699",0.34409026499235,0.270313460356484,"osteogen","N",18,"RB1-del isogen (GSE145235)",6,12
"ENSG00000163644",2.51730872184895,0.540811309157959,"osteogen","N",18,"RB1-del isogen (GSE145235)",6,12
"ENSG00000147421",2.08815662940015,0.480454824830977,"osteogen","N",18,"RB1-del isogen (GSE145235)",6,12
"ENSG00000213281",5.31804975146178,0.903749231714813,"osteogen","N",18,"RB1-del isogen (GSE145235)",6,12
"ENSG00000147127",0.413844359372826,0.282483097725876,"osteogen","N",18,"RB1-del isogen (GSE145235)",6,12
"ENSG00000118690",2.18842447511983,0.493116164720344,"osteogen","N",18,"RB1-del isogen (GSE145235)",6,12
"ENSG00000087510",1.44807666507703,0.403011677934849,"osteogen","N",18,"RB1-del isogen (GSE145235)",6,12
"ENSG00000023839",0.165941747992605,0.227473878303626,"osteogen","N",18,"RB1-del isogen (GSE145235)",6,12
"ENSG00000080166",0.0273706614290199,0.127043638598648,"osteogen","N",18,"RB1-del isogen (GSE145235)",6,12
"ENSG00000127838",4.70865339721716,0.853964351567302,"osteogen","N",18,"RB1-del isogen (GSE145235)",6,12
"ENSG00000142627",4.04342463941628,0.774308543331285,"osteogen","N",18,"RB1-del isogen (GSE145235)",6,12
"ENSG00000175463",0.132211911170636,0.215918869084204,"osteogen","N",18,"RB1-del isogen (GSE145235)",6,12
"ENSG00000165140",0.0472631745607251,0.15820528580209,"osteogen","N",18,"RB1-del isogen (GSE145235)",6,12
NA,NA,NA,"osteogen","N",18,"RB1-del isogen (GSE145235)",6,12
"ENSG00000115204",5.33698043910202,0.905285802089736,"osteogen","N",18,"RB1-del isogen (GSE145235)",6,12
