"ensembl","expr","expr_rank","arm","klasse","punkt","label","n_undiff","n_diff"
"ENSG00000225630",1.33510169335188,0.0185892116182573,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000237973",2.00882014176149,0.0757676348547718,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000248527",4.59984852939938,0.415186721991701,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000228794",3.16074157763232,0.195020746887967,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000188976",5.89188685526529,0.677178423236515,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000187961",1.47977809238728,0.0287136929460581,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000187608",3.44927694437887,0.232448132780083,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000188157",3.59257211645468,0.254439834024896,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000131591",1.98603974851065,0.0736099585062241,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000078808",7.37033165991463,0.896680497925311,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000176022",4.92716423298135,0.480829875518672,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000160087",5.00674160399756,0.496099585062241,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000131584",3.58456436977497,0.253278008298755,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000169972",2.70119571506043,0.145892116182573,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000127054",5.33639670098921,0.563651452282158,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000224051",3.3810361260097,0.223070539419087,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000107404",5.64895476058088,0.627219917012448,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000162576",7.61915965875851,0.919004149377593,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000175756",5.73244367180187,0.644232365145228,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000221978",5.78502416465102,0.65551867219917,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000224870",3.23292034680595,0.203983402489627,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000242485",5.55086246822791,0.607551867219917,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000160072",3.33456391457918,0.216929460580913,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000197785",4.27620928779294,0.353858921161826,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000160075",6.84501263810851,0.837759336099585,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000272106",1.98548812164352,0.0735269709543568,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000197530",3.88111544316837,0.294190871369295,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000248333",4.76436146230492,0.450539419087137,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000189339",4.75724842537076,0.448796680497925,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000268575",1.34862357481928,0.0194190871369295,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000215790",1.76561985252954,0.0546058091286307,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000008130",5.35363426674447,0.567136929460581,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000078369",8.56596273402665,0.966970954356846,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000162585",4.36241176692126,0.369792531120332,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000157933",5.86314666096798,0.670539419087137,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000116151",2.15278562787104,0.0893775933609958,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000157916",7.00000579122647,0.857759336099585,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000157911",4.23977767605751,0.348215767634855,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000157881",3.87059041704856,0.292697095435685,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000157873",2.35246029832256,0.107053941908714,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000157870",3.66759353431835,0.26448132780083,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000142611",2.33285164563667,0.105311203319502,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000286518",1.32707849522669,0.0181742738589212,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000162591",5.55440662527835,0.608713692946058,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000158109",5.99546775415911,0.696929460580913,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000116213",3.52213661205222,0.243236514522822,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000227372",3.72754675321337,0.272448132780083,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000130764",5.56067677907905,0.609626556016598,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000116198",5.32732741858825,0.561659751037344,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000169598",1.94957931596167,0.0701244813278008,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000198912",4.8167814415511,0.459917012448133,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000131697",2.77295265991153,0.15253112033195,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000069424",2.112645843731,0.0862240663900415,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000116251",6.88447583442897,0.842572614107884,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000116237",7.56084933305906,0.91402489626556,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000097021",4.83144998208291,0.462406639004149,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000171680",3.87048188662996,0.292614107883817,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000162408",5.88833017210975,0.676514522821577,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000204859",2.75454137438955,0.150539419087137,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000162413",6.06934195853604,0.710539419087137,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000116273",4.65401678108158,0.427136929460581,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000041988",3.61841076252313,0.258921161825726,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000007923",5.72495705445046,0.643319502074689,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000171735",4.74821931151941,0.446141078838174,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000049245",7.81746325704829,0.932365145228216,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000049246",3.97491315994738,0.306887966804979,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000116288",7.68795373270424,0.923817427385892,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000116285",8.2340596957262,0.955020746887967,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000142599",5.15831348684398,0.525477178423236,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000074800",10.8364687723135,0.997178423236515,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000142583",2.8590945807995,0.162240663900415,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000180758",1.52101821278179,0.0321161825726141,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000228526",1.45668726408664,0.0268879668049793,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000049239",7.23813423996187,0.88356846473029,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000171621",5.09311291451072,0.513941908713693,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000284693",1.46926039861885,0.0279668049792531,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000171612",2.84551027201315,0.160331950207469,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000188807",2.83903301403427,0.159585062240664,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000171608",3.61456791150598,0.258423236514523,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000171603",7.23933111012631,0.883900414937759,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000178585",3.72930911974137,0.272780082987552,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000162441",5.78127826843497,0.654771784232365,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000173614",4.52113749734921,0.399253112033195,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000130939",6.11910173635914,0.721576763485477,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000054523",6.67157797991466,0.812780082987552,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000142657",7.43254788730139,0.902489626556017,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000175279",1.50891939024901,0.031701244813278,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000160049",6.34560279371082,0.760331950207469,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000142655",3.45410790731613,0.23344398340249,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000120948",5.84044549582796,0.666307053941909,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000116649",5.66029366853178,0.629792531120332,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000171824",6.22662524962702,0.741659751037344,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000198793",6.23214498932031,0.742821576763485,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000120942",3.78493425418269,0.280497925311203,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000116670",4.04397664235414,0.31792531120332,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000177674",4.36518468458551,0.370373443983402,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000177000",4.05491625340649,0.319170124481328,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000011021",3.82289193940798,0.285726141078838,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000285646",2.08788851525652,0.0835684647302905,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000116685",5.00017715798003,0.495020746887967,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000083444",7.42054959147136,0.900912863070539,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000116688",6.73467888631952,0.822240663900415,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000116691",2.980664584282,0.174771784232365,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000028137",2.86054316044612,0.162406639004149,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000048707",7.26909134557795,0.887302904564315,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000162496",6.16619180936366,0.731120331950207,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000116731",5.32438445735718,0.560829875518672,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000189337",3.02355476855267,0.180248962655602,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000171729",2.07223853617151,0.0824066390041494,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
"ENSG00000142621",4.91125369146089,0.477261410788382,"osteogen","N",7,"LINC01638-KD (GSE227512)",6,18
