"ensembl","expr","expr_rank","arm","klasse","punkt","label","n_undiff","n_diff"
"ENSG00000290825",0.0307137856424434,0.214998663220747,"chondrogen","M",8,"ARSB / MPS VI (GSE218101)",8,24
"ENSG00000283801",0.00667626465049356,0.117592014971928,"chondrogen","M",8,"ARSB / MPS VI (GSE218101)",8,24
"ENSG00000237613",0.00133263554401543,0.0298324570002674,"chondrogen","M",8,"ARSB / MPS VI (GSE218101)",8,24
"ENSG00000268020",0.00133263554401543,0.0298324570002674,"chondrogen","M",8,"ARSB / MPS VI (GSE218101)",8,24
"ENSG00000233750",0.179366076643925,0.322921308261296,"chondrogen","M",8,"ARSB / MPS VI (GSE218101)",8,24
"ENSG00000222623",0.00399790663204629,0.0872694055788254,"chondrogen","M",8,"ARSB / MPS VI (GSE218101)",8,24
"ENSG00000225972",0.260417436727271,0.345468318331699,"chondrogen","M",8,"ARSB / MPS VI (GSE218101)",8,24
"ENSG00000225630",0.0299974794139464,0.213394528116924,"chondrogen","M",8,"ARSB / MPS VI (GSE218101)",8,24
"ENSG00000240409",0.00133263554401543,0.0298324570002674,"chondrogen","M",8,"ARSB / MPS VI (GSE218101)",8,24
"ENSG00000284662",0.00133263554401543,0.0298324570002674,"chondrogen","M",8,"ARSB / MPS VI (GSE218101)",8,24
"ENSG00000177757",0.137715560123314,0.306746279297745,"chondrogen","M",8,"ARSB / MPS VI (GSE218101)",8,24
"ENSG00000230368",0.00532629235562893,0.102375011139827,"chondrogen","M",8,"ARSB / MPS VI (GSE218101)",8,24
"ENSG00000234711",0.0413357076249936,0.235228589252295,"chondrogen","M",8,"ARSB / MPS VI (GSE218101)",8,24
"ENSG00000187634",3.77847171085281,0.636797076909366,"chondrogen","M",8,"ARSB / MPS VI (GSE218101)",8,24
"ENSG00000188976",6.91717547134707,0.927100971392924,"chondrogen","M",8,"ARSB / MPS VI (GSE218101)",8,24
"ENSG00000187961",3.78676429995817,0.63737634791908,"chondrogen","M",8,"ARSB / MPS VI (GSE218101)",8,24
"ENSG00000187583",0.959449863899862,0.440647001158542,"chondrogen","M",8,"ARSB / MPS VI (GSE218101)",8,24
"ENSG00000188290",3.03576900336588,0.582211924070938,"chondrogen","M",8,"ARSB / MPS VI (GSE218101)",8,24
"ENSG00000187608",3.10692711953012,0.587514481775243,"chondrogen","M",8,"ARSB / MPS VI (GSE218101)",8,24
"ENSG00000188157",8.44859704601258,0.983067462792977,"chondrogen","M",8,"ARSB / MPS VI (GSE218101)",8,24
"ENSG00000237330",0.0254069359253938,0.20327956510115,"chondrogen","M",8,"ARSB / MPS VI (GSE218101)",8,24
"ENSG00000131591",3.84549408765688,0.642322431155869,"chondrogen","M",8,"ARSB / MPS VI (GSE218101)",8,24
"ENSG00000207730",0.000892786006149091,0.00675073522858925,"chondrogen","M",8,"ARSB / MPS VI (GSE218101)",8,24
"ENSG00000198976",0.00266102126759808,0.0604669815524463,"chondrogen","M",8,"ARSB / MPS VI (GSE218101)",8,24
"ENSG00000205231",0.0328831256979004,0.219766509223777,"chondrogen","M",8,"ARSB / MPS VI (GSE218101)",8,24
"ENSG00000162571",0.103279782994228,0.290437572408876,"chondrogen","M",8,"ARSB / MPS VI (GSE218101)",8,24
"ENSG00000186891",0.18525329476913,0.325238392300152,"chondrogen","M",8,"ARSB / MPS VI (GSE218101)",8,24
"ENSG00000186827",0.0552334123148672,0.252963194011229,"chondrogen","M",8,"ARSB / MPS VI (GSE218101)",8,24
"ENSG00000078808",7.23879175682782,0.945815880937528,"chondrogen","M",8,"ARSB / MPS VI (GSE218101)",8,24
"ENSG00000176022",4.36775405862545,0.688530434007664,"chondrogen","M",8,"ARSB / MPS VI (GSE218101)",8,24
"ENSG00000160087",5.93559382945144,0.848810266464665,"chondrogen","M",8,"ARSB / MPS VI (GSE218101)",8,24
"ENSG00000162572",1.85481552643958,0.504366812227074,"chondrogen","M",8,"ARSB / MPS VI (GSE218101)",8,24
"ENSG00000131584",5.58160147287418,0.813742090722752,"chondrogen","M",8,"ARSB / MPS VI (GSE218101)",8,24
"ENSG00000169972",3.8036923727601,0.638757686480706,"chondrogen","M",8,"ARSB / MPS VI (GSE218101)",8,24
"ENSG00000169962",0.374444309017674,0.369485785580608,"chondrogen","M",8,"ARSB / MPS VI (GSE218101)",8,24
"ENSG00000107404",5.78248149645439,0.833882898137421,"chondrogen","M",8,"ARSB / MPS VI (GSE218101)",8,24
"ENSG00000162576",5.45257382777353,0.798770163087069,"chondrogen","M",8,"ARSB / MPS VI (GSE218101)",8,24
"ENSG00000175756",5.521945393562,0.806924516531503,"chondrogen","M",8,"ARSB / MPS VI (GSE218101)",8,24
"ENSG00000221978",6.68180503058742,0.910881383120934,"chondrogen","M",8,"ARSB / MPS VI (GSE218101)",8,24
"ENSG00000242485",5.51914624448691,0.806657160680866,"chondrogen","M",8,"ARSB / MPS VI (GSE218101)",8,24
"ENSG00000235098",0.295388264448394,0.353934586935211,"chondrogen","M",8,"ARSB / MPS VI (GSE218101)",8,24
"ENSG00000205116",0.136311686071212,0.305988771054273,"chondrogen","M",8,"ARSB / MPS VI (GSE218101)",8,24
"ENSG00000179403",3.49172644263614,0.61358167721237,"chondrogen","M",8,"ARSB / MPS VI (GSE218101)",8,24
"ENSG00000215915",3.2769739826092,0.599322698511719,"chondrogen","M",8,"ARSB / MPS VI (GSE218101)",8,24
"ENSG00000160072",5.05437852084962,0.757998395864896,"chondrogen","M",8,"ARSB / MPS VI (GSE218101)",8,24
"ENSG00000197785",6.25787598463507,0.877461901791284,"chondrogen","M",8,"ARSB / MPS VI (GSE218101)",8,24
"ENSG00000205090",1.76654684352462,0.498930576597451,"chondrogen","M",8,"ARSB / MPS VI (GSE218101)",8,24
