"ensembl","expr","expr_rank","arm","klasse","punkt","label","n_undiff","n_diff"
"ENSG00000000003",10.1599091834845,0.825180048012803,"osteogen","N",14,"ERCC6L2-KD (GSE190542)",4,4
"ENSG00000000419",8.72520956558061,0.634835956255001,"osteogen","N",14,"ERCC6L2-KD (GSE190542)",4,4
"ENSG00000000457",7.91732903982169,0.533155508135503,"osteogen","N",14,"ERCC6L2-KD (GSE190542)",4,4
"ENSG00000000460",7.24003096577689,0.459002400640171,"osteogen","N",14,"ERCC6L2-KD (GSE190542)",4,4
"ENSG00000000971",12.641461914299,0.975620165377434,"osteogen","N",14,"ERCC6L2-KD (GSE190542)",4,4
"ENSG00000001036",10.7863384717472,0.889570552147239,"osteogen","N",14,"ERCC6L2-KD (GSE190542)",4,4
"ENSG00000001084",9.98176645821185,0.80442784742598,"osteogen","N",14,"ERCC6L2-KD (GSE190542)",4,4
"ENSG00000001167",8.58928752785109,0.61776473726327,"osteogen","N",14,"ERCC6L2-KD (GSE190542)",4,4
"ENSG00000001460",8.78532184986636,0.64315817551347,"osteogen","N",14,"ERCC6L2-KD (GSE190542)",4,4
"ENSG00000001461",11.9395667440128,0.955881568418245,"osteogen","N",14,"ERCC6L2-KD (GSE190542)",4,4
"ENSG00000001497",8.70196918741321,0.632115230728194,"osteogen","N",14,"ERCC6L2-KD (GSE190542)",4,4
"ENSG00000001561",8.59702522963892,0.618778340890904,"osteogen","N",14,"ERCC6L2-KD (GSE190542)",4,4
"ENSG00000001617",10.1182632547148,0.820592157908776,"osteogen","N",14,"ERCC6L2-KD (GSE190542)",4,4
"ENSG00000001629",11.0410036693024,0.909735929581222,"osteogen","N",14,"ERCC6L2-KD (GSE190542)",4,4
"ENSG00000001630",6.18458580736177,0.358335556148306,"osteogen","N",14,"ERCC6L2-KD (GSE190542)",4,4
"ENSG00000001631",8.64567454970061,0.625126700453454,"osteogen","N",14,"ERCC6L2-KD (GSE190542)",4,4
"ENSG00000002016",6.02149942760806,0.343398239530541,"osteogen","N",14,"ERCC6L2-KD (GSE190542)",4,4
"ENSG00000002330",9.51664152052859,0.745692184582555,"osteogen","N",14,"ERCC6L2-KD (GSE190542)",4,4
"ENSG00000002549",9.85592675009428,0.788316884502534,"osteogen","N",14,"ERCC6L2-KD (GSE190542)",4,4
"ENSG00000002586",13.4412591698873,0.987463323552947,"osteogen","N",14,"ERCC6L2-KD (GSE190542)",4,4
"ENSG00000002745",2.85301857363586,0.0966657775406775,"osteogen","N",14,"ERCC6L2-KD (GSE190542)",4,4
"ENSG00000002746",6.41213408361912,0.376687116564417,"osteogen","N",14,"ERCC6L2-KD (GSE190542)",4,4
"ENSG00000002822",8.64150372040403,0.624859962656708,"osteogen","N",14,"ERCC6L2-KD (GSE190542)",4,4
"ENSG00000002834",13.6451663664229,0.989330488130168,"osteogen","N",14,"ERCC6L2-KD (GSE190542)",4,4
"ENSG00000002919",8.83921570238257,0.650840224059749,"osteogen","N",14,"ERCC6L2-KD (GSE190542)",4,4
"ENSG00000003056",9.90775274203878,0.794985329421179,"osteogen","N",14,"ERCC6L2-KD (GSE190542)",4,4
"ENSG00000003096",8.18105040030928,0.564897305948253,"osteogen","N",14,"ERCC6L2-KD (GSE190542)",4,4
"ENSG00000003137",7.61188651000745,0.498586289677247,"osteogen","N",14,"ERCC6L2-KD (GSE190542)",4,4
"ENSG00000003249",6.26172117964817,0.364577220592158,"osteogen","N",14,"ERCC6L2-KD (GSE190542)",4,4
"ENSG00000003393",9.55476810549068,0.750760202720726,"osteogen","N",14,"ERCC6L2-KD (GSE190542)",4,4
"ENSG00000003400",4.68085439614901,0.2349426513737,"osteogen","N",14,"ERCC6L2-KD (GSE190542)",4,4
