"ensembl","expr","expr_rank","arm","klasse","punkt","label","n_undiff","n_diff"
"ENSG00000279928",10.4078746235875,0.00583229754278612,"osteogen","M",2,"LAMA5-KO (osteo)",6,6
"ENSG00000157911",1831.36952900873,0.683287121139688,"osteogen","M",2,"LAMA5-KO (osteo)",6,6
"ENSG00000269896",51.791380013878,0.217133569174873,"osteogen","M",2,"LAMA5-KO (osteo)",6,6
"ENSG00000228463",42.3274220042831,0.191414093125538,"osteogen","M",2,"LAMA5-KO (osteo)",6,6
"ENSG00000142655",1446.36890118941,0.634429677789464,"osteogen","M",2,"LAMA5-KO (osteo)",6,6
"ENSG00000149527",45.1942005332458,0.201118653790993,"osteogen","M",2,"LAMA5-KO (osteo)",6,6
"ENSG00000171621",8407.30661711176,0.936227172769863,"osteogen","M",2,"LAMA5-KO (osteo)",6,6
"ENSG00000142583",186.859456570406,0.350081269719858,"osteogen","M",2,"LAMA5-KO (osteo)",6,6
"ENSG00000173614",792.501101028503,0.522755521560379,"osteogen","M",2,"LAMA5-KO (osteo)",6,6
"ENSG00000241326",71.1369638817082,0.251553685820824,"osteogen","M",2,"LAMA5-KO (osteo)",6,6
"ENSG00000204624",10.8409590361424,0.011999235108519,"osteogen","M",2,"LAMA5-KO (osteo)",6,6
"ENSG00000171729",2528.50080725776,0.750836600057367,"osteogen","M",2,"LAMA5-KO (osteo)",6,6
"ENSG00000279457",593.53711050977,0.480877712974472,"osteogen","M",2,"LAMA5-KO (osteo)",6,6
"ENSG00000037637",1797.6381275846,0.679080217994072,"osteogen","M",2,"LAMA5-KO (osteo)",6,6
"ENSG00000159423",2540.44735436706,0.751744908691079,"osteogen","M",2,"LAMA5-KO (osteo)",6,6
"ENSG00000157916",8127.75526082421,0.933502246868726,"osteogen","M",2,"LAMA5-KO (osteo)",6,6
"ENSG00000157881",1090.39582718653,0.577875513911464,"osteogen","M",2,"LAMA5-KO (osteo)",6,6
"ENSG00000048707",3055.44003135043,0.786690888230232,"osteogen","M",2,"LAMA5-KO (osteo)",6,6
"ENSG00000162444",28.6447815686671,0.144182044172483,"osteogen","M",2,"LAMA5-KO (osteo)",6,6
"ENSG00000180758",280.461993320182,0.391481021130127,"osteogen","M",2,"LAMA5-KO (osteo)",6,6
"ENSG00000184677",2169.35474718367,0.718806769289607,"osteogen","M",2,"LAMA5-KO (osteo)",6,6
"ENSG00000288398",219.972453719117,0.366143990821302,"osteogen","M",2,"LAMA5-KO (osteo)",6,6
"ENSG00000224621",26.2218544239032,0.133186729132804,"osteogen","M",2,"LAMA5-KO (osteo)",6,6
"ENSG00000131697",582.24782290018,0.478248398508462,"osteogen","M",2,"LAMA5-KO (osteo)",6,6
"ENSG00000055070",9949.41502653587,0.948800076489148,"osteogen","M",2,"LAMA5-KO (osteo)",6,6
"ENSG00000175087",341.250034023362,0.412515536858208,"osteogen","M",2,"LAMA5-KO (osteo)",6,6
"ENSG00000162511",46.4064514646386,0.204847499760971,"osteogen","M",2,"LAMA5-KO (osteo)",6,6
"ENSG00000158014",217.746028265611,0.364709819294388,"osteogen","M",2,"LAMA5-KO (osteo)",6,6
"ENSG00000204138",3927.64555676014,0.837508366000574,"osteogen","M",2,"LAMA5-KO (osteo)",6,6
"ENSG00000142675",883.200290458404,0.540969499952194,"osteogen","M",2,"LAMA5-KO (osteo)",6,6
"ENSG00000130772",607.86959820126,0.483937278898556,"osteogen","M",2,"LAMA5-KO (osteo)",6,6
"ENSG00000090020",2346.07003446183,0.735395353284253,"osteogen","M",2,"LAMA5-KO (osteo)",6,6
"ENSG00000157978",928.885743003147,0.548283774739459,"osteogen","M",2,"LAMA5-KO (osteo)",6,6
"ENSG00000130770",4648.16990848593,0.865426905057845,"osteogen","M",2,"LAMA5-KO (osteo)",6,6
"ENSG00000162512",11347.7553264129,0.956783631322306,"osteogen","M",2,"LAMA5-KO (osteo)",6,6
"ENSG00000158006",1184.43249523334,0.593938235012908,"osteogen","M",2,"LAMA5-KO (osteo)",6,6
"ENSG00000126698",6596.85557297528,0.912419925423081,"osteogen","M",2,"LAMA5-KO (osteo)",6,6
"ENSG00000130766",2321.11098102438,0.732813844535806,"osteogen","M",2,"LAMA5-KO (osteo)",6,6
"ENSG00000168528",5342.75246570292,0.88550530643465,"osteogen","M",2,"LAMA5-KO (osteo)",6,6
"ENSG00000196581",314.542056339305,0.404101730566976,"osteogen","M",2,"LAMA5-KO (osteo)",6,6
"ENSG00000169403",12.8935877666553,0.0370972368295248,"osteogen","M",2,"LAMA5-KO (osteo)",6,6
"ENSG00000084628",13.4697163340558,0.0430729515250024,"osteogen","M",2,"LAMA5-KO (osteo)",6,6
"ENSG00000060688",1424.3161705705,0.631465723300507,"osteogen","M",2,"LAMA5-KO (osteo)",6,6
"ENSG00000171612",342.756411404203,0.412993594033846,"osteogen","M",2,"LAMA5-KO (osteo)",6,6
"ENSG00000188910",150.560392495566,0.328759919686395,"osteogen","M",2,"LAMA5-KO (osteo)",6,6
"ENSG00000158161",1484.17470175477,0.639688306721484,"osteogen","M",2,"LAMA5-KO (osteo)",6,6
"ENSG00000142684",778.612357601,0.519552538483603,"osteogen","M",2,"LAMA5-KO (osteo)",6,6
"ENSG00000121769",57.387160449293,0.228559135672626,"osteogen","M",2,"LAMA5-KO (osteo)",6,6
"ENSG00000142627",9378.23946208459,0.944927813366479,"osteogen","M",2,"LAMA5-KO (osteo)",6,6
"ENSG00000142632",203.756030069872,0.357825795965197,"osteogen","M",2,"LAMA5-KO (osteo)",6,6
