"ensembl","expr","expr_rank","arm","klasse","punkt","label","n_undiff","n_diff"
"ENSG00000196263",1.88203103220075,0.456755089450956,"osteogen","N",17,"RB1-mut isogen (GSE145235)",6,12
"ENSG00000100296",3.9571013473966,0.763849475632326,"osteogen","N",17,"RB1-mut isogen (GSE145235)",6,12
"ENSG00000122707",4.19935641829347,0.797902529302899,"osteogen","N",17,"RB1-mut isogen (GSE145235)",6,12
"ENSG00000152669",0.0503792204923557,0.163047501542258,"osteogen","N",17,"RB1-mut isogen (GSE145235)",6,12
"ENSG00000171621",3.39821200887514,0.681246144355336,"osteogen","N",17,"RB1-mut isogen (GSE145235)",6,12
NA,NA,NA,"osteogen","N",17,"RB1-mut isogen (GSE145235)",6,12
"ENSG00000005339",2.55160233707655,0.550277606415793,"osteogen","N",17,"RB1-mut isogen (GSE145235)",6,12
"ENSG00000065548",5.56021360218397,0.920789636027144,"osteogen","N",17,"RB1-mut isogen (GSE145235)",6,12
"ENSG00000159873",3.72883572693701,0.731523750771129,"osteogen","N",17,"RB1-mut isogen (GSE145235)",6,12
"ENSG00000133657",5.0473336218858,0.885379395434917,"osteogen","N",17,"RB1-mut isogen (GSE145235)",6,12
"ENSG00000079805",4.68850722364495,0.852128315854411,"osteogen","N",17,"RB1-mut isogen (GSE145235)",6,12
"ENSG00000162645",2.23142428653638,0.502652683528686,"osteogen","N",17,"RB1-mut isogen (GSE145235)",6,12
"ENSG00000170819",0.00631787959777274,0.0641579272054287,"osteogen","N",17,"RB1-mut isogen (GSE145235)",6,12
"ENSG00000136152",3.72234479625333,0.730228254164096,"osteogen","N",17,"RB1-mut isogen (GSE145235)",6,12
"ENSG00000134594",2.40228913885633,0.526958667489204,"osteogen","N",17,"RB1-mut isogen (GSE145235)",6,12
"ENSG00000105699",0.375046090761329,0.275447254780999,"osteogen","N",17,"RB1-mut isogen (GSE145235)",6,12
"ENSG00000163644",2.27524154489387,0.508760024676126,"osteogen","N",17,"RB1-mut isogen (GSE145235)",6,12
"ENSG00000147421",2.18747054419307,0.496792103639729,"osteogen","N",17,"RB1-mut isogen (GSE145235)",6,12
"ENSG00000213281",5.28921691254341,0.902590993214065,"osteogen","N",17,"RB1-mut isogen (GSE145235)",6,12
"ENSG00000147127",0.434313466781817,0.285132634176434,"osteogen","N",17,"RB1-mut isogen (GSE145235)",6,12
"ENSG00000118690",2.10968800963214,0.485441085749537,"osteogen","N",17,"RB1-mut isogen (GSE145235)",6,12
"ENSG00000142319",0.000797516276503892,0.00438001233806292,"osteogen","N",17,"RB1-mut isogen (GSE145235)",6,12
"ENSG00000087510",1.64723339143236,0.426835286859963,"osteogen","N",17,"RB1-mut isogen (GSE145235)",6,12
"ENSG00000023839",0.146726071141214,0.221344848858729,"osteogen","N",17,"RB1-mut isogen (GSE145235)",6,12
