"ensembl","expr","expr_rank","arm","klasse","punkt","label","n_undiff","n_diff"
"ENSG00000121410",5.42647887966226,0.361971089132089,"osteogen","N",12,"Nonunion (GSE226565)",8,22
"ENSG00000268895",5.87247905563456,0.379528296365658,"osteogen","N",12,"Nonunion (GSE226565)",8,22
"ENSG00000148584",0.133333333333333,0.0746766547667818,"osteogen","N",12,"Nonunion (GSE226565)",8,22
"ENSG00000175899",10.7758536814419,0.853046175455024,"osteogen","N",12,"Nonunion (GSE226565)",8,22
"ENSG00000245105",4.25650862584775,0.318721835313396,"osteogen","N",12,"Nonunion (GSE226565)",8,22
"ENSG00000166535",0.468146470645282,0.143676479194709,"osteogen","N",12,"Nonunion (GSE226565)",8,22
"ENSG00000291190",0.0333333333333333,0.0146017440159185,"osteogen","N",12,"Nonunion (GSE226565)",8,22
"ENSG00000184389",0.227763000472158,0.103353426581612,"osteogen","N",12,"Nonunion (GSE226565)",8,22
"ENSG00000128274",10.5340200028293,0.825130215953649,"osteogen","N",12,"Nonunion (GSE226565)",8,22
"ENSG00000118017",0.216395103210989,0.10004681921929,"osteogen","N",12,"Nonunion (GSE226565)",8,22
"ENSG00000094914",9.53306216615807,0.694797214256452,"osteogen","N",12,"Nonunion (GSE226565)",8,22
"ENSG00000081760",9.72578947409352,0.720430736817464,"osteogen","N",12,"Nonunion (GSE226565)",8,22
"ENSG00000291019",0.0333333333333333,0.0146017440159185,"osteogen","N",12,"Nonunion (GSE226565)",8,22
"ENSG00000188984",0.0333333333333333,0.0146017440159185,"osteogen","N",12,"Nonunion (GSE226565)",8,22
"ENSG00000204518",0.0528320833573719,0.0323637853338796,"osteogen","N",12,"Nonunion (GSE226565)",8,22
"ENSG00000109576",7.59722213344586,0.476736700415521,"osteogen","N",12,"Nonunion (GSE226565)",8,22
"ENSG00000103591",10.0752312342168,0.765377187335401,"osteogen","N",12,"Nonunion (GSE226565)",8,22
"ENSG00000115977",10.8899207180572,0.865336220518523,"osteogen","N",12,"Nonunion (GSE226565)",8,22
"ENSG00000087884",7.5942003865018,0.476619652367297,"osteogen","N",12,"Nonunion (GSE226565)",8,22
"ENSG00000127837",10.7867181110197,0.85445075203371,"osteogen","N",12,"Nonunion (GSE226565)",8,22
"ENSG00000129673",0.186165416690705,0.0916486217592322,"osteogen","N",12,"Nonunion (GSE226565)",8,22
"ENSG00000131043",9.94055668921133,0.749107508632294,"osteogen","N",12,"Nonunion (GSE226565)",8,22
"ENSG00000205002",4.7226971582323,0.33393808158249,"osteogen","N",12,"Nonunion (GSE226565)",8,22
"ENSG00000124608",8.79244672124362,0.597998478375373,"osteogen","N",12,"Nonunion (GSE226565)",8,22
"ENSG00000266967",9.24087783321202,0.655234973956809,"osteogen","N",12,"Nonunion (GSE226565)",8,22
"ENSG00000157426",7.95369280136851,0.505647568326798,"osteogen","N",12,"Nonunion (GSE226565)",8,22
"ENSG00000149313",9.35328661068243,0.671738748756365,"osteogen","N",12,"Nonunion (GSE226565)",8,22
"ENSG00000008311",8.8018750605088,0.599227482881723,"osteogen","N",12,"Nonunion (GSE226565)",8,22
"ENSG00000275700",10.5122413192866,0.823140399133844,"osteogen","N",12,"Nonunion (GSE226565)",8,22
"ENSG00000181409",1.57039295171648,0.221747527359981,"osteogen","N",12,"Nonunion (GSE226565)",8,22
"ENSG00000183044",7.97767569601904,0.507344765026043,"osteogen","N",12,"Nonunion (GSE226565)",8,22
"ENSG00000165029",9.73308858381318,0.72125007315503,"osteogen","N",12,"Nonunion (GSE226565)",8,22
"ENSG00000154263",2.73849309479913,0.270673611517528,"osteogen","N",12,"Nonunion (GSE226565)",8,22
"ENSG00000293360",5.75406110029483,0.37402703809914,"osteogen","N",12,"Nonunion (GSE226565)",8,22
"ENSG00000144452",1.37470313451173,0.212500731550301,"osteogen","N",12,"Nonunion (GSE226565)",8,22
"ENSG00000179869",6.24778721738288,0.394803066658863,"osteogen","N",12,"Nonunion (GSE226565)",8,22
"ENSG00000293423",0.542089404745405,0.151986890618599,"osteogen","N",12,"Nonunion (GSE226565)",8,22
"ENSG00000107331",11.6623289156883,0.926903493884239,"osteogen","N",12,"Nonunion (GSE226565)",8,22
"ENSG00000167972",7.59264980651209,0.476444080294961,"osteogen","N",12,"Nonunion (GSE226565)",8,22
"ENSG00000198691",4.15336159691769,0.315210393866682,"osteogen","N",12,"Nonunion (GSE226565)",8,22
"ENSG00000154265",7.56302518127529,0.473810499209926,"osteogen","N",12,"Nonunion (GSE226565)",8,22
"ENSG00000154262",8.41134361862692,0.5504184467724,"osteogen","N",12,"Nonunion (GSE226565)",8,22
"ENSG00000064687",8.64363999423962,0.577632117984433,"osteogen","N",12,"Nonunion (GSE226565)",8,22
"ENSG00000141338",9.60408675181799,0.704687774331363,"osteogen","N",12,"Nonunion (GSE226565)",8,22
