"go","groesse","nA_3","nB_3","nA_4","nB_4","nA_5","nB_5","nA_11","nB_11","nA_13","nB_13","nA_14","nB_14","nA_15","nB_15","nA_17","nB_17","nA_18","nB_18","min_nA","min_nB","testbar","name"
"GO:1901342",402,140,838,139,878,20,138,90,1552,19,132,82,680,87,725,81,671,77,705,19,132,TRUE,"regulation of vasculature development"
"GO:1901343",183,48,845,46,885,7,138,36,1561,8,132,23,687,33,729,27,675,27,712,7,132,FALSE,"negative regulation of vasculature development"
"GO:1901379",94,27,850,28,890,7,138,25,1564,4,132,16,691,28,731,20,677,24,715,4,132,FALSE,"regulation of potassium ion transmembrane transport"
"GO:1901568",94,20,849,20,889,4,138,28,1564,4,131,22,689,20,731,16,677,19,715,4,131,FALSE,"fatty acid derivative metabolic process"
"GO:1901570",61,14,849,14,889,2,138,18,1564,4,131,14,689,13,731,11,677,13,715,2,131,FALSE,"fatty acid derivative biosynthetic process"
"GO:1901605",226,57,847,57,886,7,138,80,1559,7,132,48,689,68,729,61,676,70,713,7,132,FALSE,"alpha-amino acid metabolic process"
"GO:1901606",108,27,851,26,891,2,138,34,1564,3,132,24,691,36,731,31,678,32,717,2,132,FALSE,"alpha-amino acid catabolic process"
"GO:1901607",70,17,850,16,889,1,138,27,1563,1,132,16,691,14,731,21,677,26,716,1,132,FALSE,"alpha-amino acid biosynthetic process"
"GO:1901616",63,18,850,19,890,7,138,26,1564,2,132,19,690,24,732,23,677,19,716,2,132,FALSE,"organic hydroxy compound catabolic process"
"GO:1901617",276,68,837,74,876,16,136,74,1550,13,131,73,680,64,727,69,674,80,712,13,131,FALSE,"organic hydroxy compound biosynthetic process"
"GO:1901654",235,70,837,74,877,13,138,73,1547,11,130,63,684,67,721,57,672,68,709,11,130,FALSE,"response to ketone"
"GO:1901655",117,36,844,40,884,8,138,41,1553,7,131,36,686,30,724,32,673,41,710,7,131,FALSE,"cellular response to ketone"
"GO:1901657",78,15,850,18,890,1,137,30,1556,2,131,24,690,23,729,19,674,15,712,1,131,FALSE,"glycosyl compound metabolic process"
"GO:1901796",117,26,837,31,877,3,134,34,1535,0,128,25,675,27,716,24,672,17,706,0,128,FALSE,"regulation of signal transduction by p53 class mediator"
"GO:1901799",76,17,847,19,887,2,137,22,1558,1,130,13,687,17,729,13,674,16,712,1,130,FALSE,"negative regulation of proteasomal protein catabolic process"
"GO:1901800",133,27,840,26,880,3,138,41,1549,2,132,29,683,30,721,26,671,29,708,2,132,FALSE,"positive regulation of proteasomal protein catabolic process"
"GO:1901861",55,13,848,13,888,3,137,13,1561,2,132,13,690,17,729,9,676,11,715,2,132,FALSE,"regulation of muscle tissue development"
"GO:1901873",280,85,834,87,872,13,136,123,1539,10,131,57,679,82,714,65,665,73,704,10,131,FALSE,"regulation of post-translational protein modification"
"GO:1901874",115,28,839,28,879,3,136,40,1548,5,131,21,687,35,724,28,671,24,709,3,131,FALSE,"negative regulation of post-translational protein modification"
"GO:1901875",141,53,849,55,887,7,138,71,1558,3,132,35,684,42,723,30,672,39,712,3,132,FALSE,"positive regulation of post-translational protein modification"
"GO:1901879",94,42,848,42,888,3,138,33,1564,0,132,29,689,27,732,25,678,33,716,0,132,FALSE,"regulation of protein depolymerization"
"GO:1901880",76,34,849,33,889,1,138,28,1565,0,132,27,690,22,732,21,678,30,716,0,132,FALSE,"negative regulation of protein depolymerization"
"GO:1901888",304,86,843,90,883,10,135,98,1552,18,132,73,684,69,725,62,672,81,708,10,132,FALSE,"regulation of cell junction assembly"
"GO:1901890",125,30,850,31,890,3,137,29,1561,8,132,20,688,33,730,26,676,32,715,3,132,FALSE,"positive regulation of cell junction assembly"
"GO:1901976",55,26,845,27,885,2,138,25,1559,3,132,15,686,6,732,7,677,8,716,2,132,FALSE,"regulation of cell cycle checkpoint"
"GO:1901988",321,103,823,111,862,8,134,103,1525,8,130,78,665,49,715,61,658,64,698,8,130,FALSE,"negative regulation of cell cycle phase transition"
"GO:1901989",140,49,841,51,881,1,136,47,1546,0,131,34,685,18,721,17,673,21,711,0,131,FALSE,"positive regulation of cell cycle phase transition"
"GO:1901990",406,126,824,134,862,7,132,143,1519,6,130,97,663,66,705,61,656,71,694,6,130,FALSE,"regulation of mitotic cell cycle phase transition"
"GO:1901991",225,68,831,73,869,4,135,70,1536,4,131,60,672,35,717,40,664,43,703,4,131,FALSE,"negative regulation of mitotic cell cycle phase transition"
"GO:1901992",113,41,843,43,883,1,136,41,1550,0,131,30,685,17,723,13,674,20,713,0,131,FALSE,"positive regulation of mitotic cell cycle phase transition"
"GO:1902003",57,16,848,16,888,1,137,17,1562,1,132,12,689,10,731,13,678,13,715,1,132,FALSE,"regulation of amyloid-beta formation"
"GO:1902017",79,20,847,20,887,0,138,37,1560,0,132,15,689,20,728,21,677,29,716,0,132,FALSE,"regulation of cilium assembly"
"GO:1902099",100,36,846,36,885,2,138,46,1556,1,132,35,685,12,729,13,674,12,712,1,132,FALSE,"regulation of metaphase/anaphase transition of cell cycle"
"GO:1902100",55,25,847,25,886,1,138,21,1558,1,132,23,685,5,732,7,675,5,714,1,132,FALSE,"negative regulation of metaphase/anaphase transition of cell cycle"
"GO:1902105",413,145,833,148,871,17,137,113,1542,16,130,76,675,94,718,75,669,82,707,16,130,TRUE,"regulation of leukocyte differentiation"
"GO:1902106",139,53,842,57,881,7,138,34,1557,8,132,24,684,32,726,25,673,27,712,7,132,FALSE,"negative regulation of leukocyte differentiation"
"GO:1902107",248,83,841,85,880,8,137,69,1552,7,130,43,683,54,724,39,671,42,711,7,130,FALSE,"positive regulation of leukocyte differentiation"
"GO:1902108",61,15,850,19,890,5,138,15,1564,3,132,14,690,19,730,6,677,11,716,3,132,FALSE,"regulation of mitochondrial membrane permeability involved in apoptotic process"
"GO:1902110",54,13,851,17,891,5,138,13,1565,3,132,12,691,17,732,6,678,10,717,3,132,FALSE,"positive regulation of mitochondrial membrane permeability involved in apoptotic process"
"GO:1902115",276,67,836,69,875,3,137,97,1537,5,130,57,674,55,716,57,666,79,706,3,130,FALSE,"regulation of organelle assembly"
"GO:1902116",55,15,848,15,887,0,138,25,1560,0,131,13,686,11,729,11,675,17,714,0,131,FALSE,"negative regulation of organelle assembly"
"GO:1902117",106,27,842,28,882,1,138,39,1553,2,131,19,685,16,723,21,673,27,713,1,131,FALSE,"positive regulation of organelle assembly"
"GO:1902305",55,13,851,14,891,5,138,15,1562,3,132,11,690,19,729,11,677,12,716,3,132,FALSE,"regulation of sodium ion transmembrane transport"
"GO:1902369",95,14,827,14,865,1,136,18,1527,2,128,7,677,7,717,5,668,3,706,1,128,FALSE,"negative regulation of RNA catabolic process"
"GO:1902373",81,12,829,12,867,1,137,14,1534,2,128,6,678,6,720,4,669,1,708,1,128,FALSE,"negative regulation of mRNA catabolic process"
"GO:1902414",131,34,850,39,890,2,138,39,1563,2,132,31,689,39,730,27,676,33,715,2,132,FALSE,"protein localization to cell junction"
"GO:1902459",51,17,847,17,887,2,137,31,1560,0,132,7,688,9,730,9,675,8,713,0,132,FALSE,"positive regulation of stem cell population maintenance"
"GO:1902475",95,18,848,18,887,3,137,23,1561,2,131,20,689,27,729,27,674,22,713,2,131,FALSE,"L-alpha-amino acid transmembrane transport"
"GO:1902476",133,34,851,35,891,6,138,29,1565,2,132,33,691,32,732,29,678,36,716,2,132,FALSE,"chloride transmembrane transport"
"GO:1902600",225,52,851,56,891,11,138,91,1565,19,132,40,691,78,731,59,677,52,716,11,132,FALSE,"proton transmembrane transport"
"GO:1902652",175,40,847,43,888,11,138,48,1557,8,132,50,685,46,729,48,675,43,716,8,132,FALSE,"secondary alcohol metabolic process"
"GO:1902653",71,15,850,16,890,0,138,18,1563,1,132,18,688,12,731,15,676,13,716,0,132,FALSE,"secondary alcohol biosynthetic process"
"GO:1902686",56,15,851,19,891,5,138,15,1565,3,132,12,691,17,732,6,678,10,717,3,132,FALSE,"mitochondrial outer membrane permeabilization involved in programmed cell death"
"GO:1902692",55,21,849,21,889,4,138,14,1563,4,132,11,690,16,731,9,677,15,715,4,132,FALSE,"regulation of neuroblast proliferation"
"GO:1902743",57,23,850,23,890,1,138,17,1563,0,132,13,689,13,730,10,677,13,716,0,132,FALSE,"regulation of lamellipodium organization"
"GO:1902749",139,35,843,40,882,2,135,47,1548,2,131,38,683,20,723,25,671,28,712,2,131,FALSE,"regulation of cell cycle G2/M phase transition"
"GO:1902750",90,18,845,21,884,1,135,27,1553,2,131,24,683,10,726,17,672,19,712,1,131,FALSE,"negative regulation of cell cycle G2/M phase transition"
"GO:1902806",237,69,838,76,877,2,136,77,1537,2,130,38,678,42,716,37,670,40,705,2,130,FALSE,"regulation of cell cycle G1/S phase transition"
"GO:1902807",99,28,842,32,882,2,138,25,1553,0,132,17,686,21,724,21,673,22,710,0,132,FALSE,"negative regulation of cell cycle G1/S phase transition"
"GO:1902808",77,25,846,27,886,0,136,27,1551,0,131,13,685,10,726,10,676,11,713,0,131,FALSE,"positive regulation of cell cycle G1/S phase transition"
"GO:1902850",185,63,840,65,878,3,138,79,1550,6,131,51,684,28,730,31,675,38,712,3,131,FALSE,"microtubule cytoskeleton organization involved in mitosis"
"GO:1902893",94,38,845,40,885,5,138,34,1558,4,132,17,687,20,724,14,676,14,713,4,132,FALSE,"regulation of miRNA transcription"
"GO:1902895",63,27,847,29,887,4,138,27,1560,4,132,11,688,14,726,12,677,12,714,4,132,FALSE,"positive regulation of miRNA transcription"
"GO:1902903",454,132,837,137,877,10,137,137,1545,15,130,113,674,108,723,104,668,123,706,10,130,FALSE,"regulation of supramolecular fiber organization"
"GO:1902904",185,61,846,62,886,6,138,57,1562,4,131,56,688,48,731,43,677,57,713,4,131,FALSE,"negative regulation of supramolecular fiber organization"
"GO:1902905",213,64,845,65,885,4,137,59,1552,11,131,46,680,57,725,44,671,54,712,4,131,FALSE,"positive regulation of supramolecular fiber organization"
"GO:1902930",60,24,848,26,888,4,138,18,1560,0,132,11,689,12,731,11,678,12,716,0,132,FALSE,"regulation of alcohol biosynthetic process"
"GO:1902991",71,19,847,20,887,2,137,18,1562,2,132,12,688,14,731,13,678,14,715,2,132,FALSE,"regulation of amyloid precursor protein catabolic process"
"GO:1903008",78,8,844,9,882,0,138,13,1531,0,131,9,677,7,724,10,663,9,703,0,131,FALSE,"organelle disassembly"
"GO:1903018",61,18,848,17,888,3,137,11,1563,3,132,10,685,16,729,11,677,17,716,3,132,FALSE,"regulation of glycoprotein metabolic process"
"GO:1903034",197,62,846,64,885,8,138,50,1555,4,131,44,686,45,730,44,678,44,713,4,131,FALSE,"regulation of response to wounding"
"GO:1903035",111,28,849,30,888,5,138,28,1560,1,132,24,689,26,732,25,678,23,715,1,132,FALSE,"negative regulation of response to wounding"
"GO:1903036",88,33,848,33,888,2,138,21,1561,2,131,18,688,20,730,20,678,21,715,2,131,FALSE,"positive regulation of response to wounding"
"GO:1903038",202,70,846,76,886,8,138,37,1559,7,132,32,684,34,728,39,673,40,712,7,132,FALSE,"negative regulation of leukocyte cell-cell adhesion"
"GO:1903039",430,121,836,126,875,15,135,93,1548,13,129,52,682,77,720,71,670,64,711,13,129,FALSE,"positive regulation of leukocyte cell-cell adhesion"
"GO:1903046",253,81,834,87,874,12,138,71,1547,3,132,50,683,34,724,42,664,38,704,3,132,FALSE,"meiotic cell cycle process"
"GO:1903050",276,61,832,64,872,7,136,94,1532,8,129,54,670,65,711,50,659,54,694,7,129,FALSE,"regulation of proteolysis involved in protein catabolic process"
"GO:1903051",93,20,845,22,885,2,137,26,1552,1,130,15,684,21,726,15,670,16,707,1,130,FALSE,"negative regulation of proteolysis involved in protein catabolic process"
"GO:1903052",159,30,838,30,878,4,137,48,1543,3,131,31,677,36,718,31,667,32,703,3,131,FALSE,"positive regulation of proteolysis involved in protein catabolic process"
"GO:1903053",87,26,848,26,888,7,137,27,1561,5,131,24,690,19,731,18,676,20,714,5,131,FALSE,"regulation of extracellular matrix organization"
"GO:1903076",129,30,847,31,886,2,138,37,1557,3,131,30,686,33,723,25,673,33,710,2,131,FALSE,"regulation of protein localization to plasma membrane"
"GO:1903078",75,17,847,18,886,1,138,17,1559,2,132,18,687,17,726,12,675,14,712,1,132,FALSE,"positive regulation of protein localization to plasma membrane"
"GO:1903146",54,14,849,13,888,1,138,23,1561,2,132,16,689,19,728,13,678,17,717,1,132,FALSE,"regulation of autophagy of mitochondrion"
"GO:1903169",187,65,843,70,883,9,138,46,1554,7,132,36,686,45,728,39,672,44,710,7,132,FALSE,"regulation of calcium ion transmembrane transport"
"GO:1903170",58,17,849,17,889,1,138,14,1563,2,132,9,690,15,731,12,676,14,716,1,132,FALSE,"negative regulation of calcium ion transmembrane transport"
"GO:1903214",53,15,850,15,889,4,138,21,1563,3,132,11,689,18,729,14,676,14,716,3,132,FALSE,"regulation of protein targeting to mitochondrion"
"GO:1903305",137,35,846,35,885,5,138,41,1559,4,132,27,687,33,731,37,675,35,712,4,132,FALSE,"regulation of regulated secretory pathway"
"GO:1903307",57,11,849,10,889,1,138,13,1563,1,132,10,690,16,732,14,677,12,717,1,132,FALSE,"positive regulation of regulated secretory pathway"
"GO:1903311",437,57,755,57,787,5,128,61,1411,6,121,22,633,19,672,15,641,15,664,5,121,FALSE,"regulation of mRNA metabolic process"
"GO:1903312",104,15,823,16,861,1,135,20,1521,2,127,7,678,6,718,4,668,2,704,1,127,FALSE,"negative regulation of mRNA metabolic process"
"GO:1903313",261,36,801,36,836,4,133,32,1495,5,127,12,661,9,703,11,658,11,692,4,127,FALSE,"positive regulation of mRNA metabolic process"
"GO:1903317",92,21,847,21,886,2,137,21,1559,2,130,11,687,20,724,23,673,23,711,2,130,FALSE,"regulation of protein maturation"
"GO:1903320",275,83,835,85,873,12,136,122,1539,9,131,55,680,82,714,62,665,71,704,9,131,FALSE,"regulation of protein modification by small protein conjugation or removal"
"GO:1903321",111,26,839,26,879,2,136,39,1548,4,131,19,687,35,724,25,671,22,709,2,131,FALSE,"negative regulation of protein modification by small protein conjugation or removal"
"GO:1903322",140,53,849,55,887,7,138,70,1558,2,132,35,684,41,723,30,672,39,712,2,132,FALSE,"positive regulation of protein modification by small protein conjugation or removal"
"GO:1903350",61,20,849,20,889,3,138,16,1562,0,132,10,690,16,732,15,678,18,717,0,132,FALSE,"response to dopamine"
"GO:1903351",59,19,849,19,889,3,138,15,1562,0,132,9,690,15,732,15,678,17,717,0,132,FALSE,"cellular response to dopamine"
"GO:1903409",63,18,849,17,889,4,138,18,1561,3,132,14,687,19,731,14,677,19,714,3,132,FALSE,"reactive oxygen species biosynthetic process"
"GO:1903432",104,30,843,33,883,1,138,51,1552,2,131,26,688,29,730,28,670,27,707,1,131,FALSE,"regulation of TORC1 signaling"
"GO:1903509",128,18,836,18,877,1,137,28,1552,3,128,24,677,19,718,23,665,31,703,1,128,FALSE,"liposaccharide metabolic process"
"GO:1903510",93,29,846,34,886,9,137,28,1561,4,132,24,688,20,728,25,677,29,714,4,132,FALSE,"mucopolysaccharide metabolic process"
"GO:1903522",290,87,845,93,885,11,136,76,1556,12,130,64,686,80,724,64,675,71,712,11,130,FALSE,"regulation of blood circulation"
"GO:1903531",177,53,843,53,883,11,136,41,1557,5,130,41,688,39,725,36,673,38,708,5,130,FALSE,"negative regulation of secretion by cell"
"GO:1903532",330,107,842,109,882,17,133,88,1551,8,128,67,683,78,723,84,673,94,707,8,128,FALSE,"positive regulation of secretion by cell"
"GO:1903533",89,23,849,23,888,4,138,34,1562,4,132,17,688,33,727,21,676,20,714,4,132,FALSE,"regulation of protein targeting"
"GO:1903539",55,15,850,17,890,1,138,19,1564,2,132,12,690,20,732,10,677,13,716,1,132,FALSE,"protein localization to postsynaptic membrane"
"GO:1903555",246,70,839,73,880,9,137,56,1553,13,130,42,683,52,727,48,671,46,711,9,130,FALSE,"regulation of tumor necrosis factor superfamily cytokine production"
"GO:1903556",108,27,848,29,888,2,138,20,1562,5,132,13,690,22,729,17,677,18,716,2,132,FALSE,"negative regulation of tumor necrosis factor superfamily cytokine production"
"GO:1903557",138,46,843,47,884,8,138,39,1558,10,132,31,685,34,731,32,673,26,712,8,132,FALSE,"positive regulation of tumor necrosis factor superfamily cytokine production"
"GO:1903573",59,10,847,10,887,1,137,16,1559,1,131,12,687,12,729,15,674,15,713,1,131,FALSE,"negative regulation of response to endoplasmic reticulum stress"
"GO:1903578",85,21,846,21,886,2,138,27,1557,2,132,19,685,26,726,20,674,18,713,2,132,FALSE,"regulation of ATP metabolic process"
"GO:1903587",50,14,851,14,891,1,138,4,1565,2,132,2,691,9,732,5,678,4,717,1,132,FALSE,"regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis"
"GO:1903670",68,22,851,22,891,1,138,11,1564,4,132,11,690,14,731,7,677,8,715,1,132,FALSE,"regulation of sprouting angiogenesis"
"GO:1903707",146,57,842,61,881,7,138,37,1556,8,132,25,683,33,726,27,672,29,712,7,132,FALSE,"negative regulation of hemopoiesis"
"GO:1903708",248,83,841,85,880,8,137,69,1552,7,130,43,683,54,724,39,671,42,711,7,130,FALSE,"positive regulation of hemopoiesis"
"GO:1903747",61,18,850,18,889,4,138,24,1563,3,132,14,689,19,729,16,676,16,716,3,132,FALSE,"regulation of establishment of protein localization to mitochondrion"
"GO:1903825",177,40,845,42,884,8,136,56,1558,6,130,45,688,53,725,50,674,43,712,6,130,FALSE,"organic acid transmembrane transport"
"GO:1903828",246,64,838,66,878,11,137,79,1546,9,130,53,682,64,719,52,668,54,707,9,130,FALSE,"negative regulation of protein localization"
"GO:1903844",193,52,843,60,883,10,137,58,1553,8,132,39,686,46,725,40,672,43,710,8,132,FALSE,"regulation of cellular response to transforming growth factor beta stimulus"
"GO:1903900",196,61,834,61,874,3,136,44,1541,6,132,38,682,26,720,43,668,37,705,3,132,FALSE,"regulation of viral life cycle"
"GO:1903901",66,17,851,16,891,1,138,7,1565,3,132,10,691,10,732,12,678,13,717,1,132,FALSE,"negative regulation of viral life cycle"
"GO:1904018",202,82,845,83,885,9,138,49,1557,8,132,45,686,45,728,48,675,48,711,8,132,FALSE,"positive regulation of vasculature development"
"GO:1904019",82,26,845,29,885,3,138,31,1559,1,131,22,688,26,729,20,675,24,715,1,131,FALSE,"epithelial cell apoptotic process"
"GO:1904029",94,34,846,35,885,3,137,28,1554,4,131,23,686,14,728,12,675,14,714,3,131,FALSE,"regulation of cyclin-dependent protein kinase activity"
"GO:1904035",54,17,847,20,887,0,138,20,1561,0,131,15,688,14,730,14,676,18,717,0,131,FALSE,"regulation of epithelial cell apoptotic process"
"GO:1904062",330,107,842,114,882,23,138,89,1550,13,132,61,685,90,724,66,671,75,709,13,132,FALSE,"regulation of monoatomic cation transmembrane transport"
"GO:1904063",104,31,849,31,889,5,138,28,1562,6,132,18,690,28,730,20,674,23,714,5,132,FALSE,"negative regulation of cation transmembrane transport"
"GO:1904064",145,56,847,59,887,7,138,36,1560,4,132,25,691,37,732,29,676,26,712,4,132,FALSE,"positive regulation of cation transmembrane transport"
"GO:1904262",52,13,849,16,889,1,138,27,1560,2,131,7,689,16,731,8,673,10,710,1,131,FALSE,"negative regulation of TORC1 signaling"
"GO:1904263",58,18,845,19,885,0,138,30,1558,0,131,17,690,15,731,19,674,17,713,0,131,FALSE,"positive regulation of TORC1 signaling"
"GO:1904356",65,16,841,16,881,1,136,31,1548,3,132,12,685,5,726,7,674,9,712,1,132,FALSE,"regulation of telomere maintenance via telomere lengthening"
"GO:1904375",166,37,845,38,884,3,138,49,1555,4,131,41,683,50,723,36,672,46,709,3,131,FALSE,"regulation of protein localization to cell periphery"
"GO:1904377",87,19,847,20,886,1,138,22,1558,2,132,23,686,22,726,17,675,20,712,1,132,FALSE,"positive regulation of protein localization to cell periphery"
"GO:1904407",55,15,849,15,889,1,138,10,1561,2,132,8,689,8,729,10,677,15,715,1,132,FALSE,"positive regulation of nitric oxide metabolic process"
"GO:1904427",85,31,847,34,887,3,138,20,1560,3,132,16,691,17,732,20,676,17,713,3,132,FALSE,"positive regulation of calcium ion transmembrane transport"
"GO:1904645",72,18,848,20,888,2,138,11,1561,2,132,10,686,15,730,12,677,15,714,2,132,FALSE,"response to amyloid-beta"
"GO:1904646",59,13,848,15,888,1,138,8,1561,2,132,8,686,12,730,10,677,14,714,1,132,FALSE,"cellular response to amyloid-beta"
"GO:1904659",134,39,846,39,886,7,138,45,1558,8,130,33,686,36,724,32,674,41,711,7,130,FALSE,"D-glucose transmembrane transport"
"GO:1904705",105,29,848,29,888,5,138,16,1561,4,132,9,689,15,728,18,677,22,715,4,132,FALSE,"regulation of vascular associated smooth muscle cell proliferation"
