"set","ensembl","quelle"
"S_ABBAU_roh","ENSG00000227333","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000238134","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000206376","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000146872","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000102096","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000292210","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000080561","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000165507","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000105401","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000196998","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000292221","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000061337","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000178252","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000183765","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000159210","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000116288","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000215021","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000170296","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000034713","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000126775","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000085433","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000118217","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000115839","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000068903","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000283100","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000119401","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000163625","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000211455","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000077254","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000145819","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000133104","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000055208","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000110046","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000168397","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000132718","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000197969","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000108239","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000179364","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000168502","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000092108","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000182473","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000038532","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000166887","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000116138","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000127481","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000155506","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000014123","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000159363","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000096717","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000072121","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000185344","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000143553","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000035664","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000132254","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000117758","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000130147","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000139112","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000279980","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000105701","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000118873","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000100225","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000153558","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000205356","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000198876","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000162722","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000136783","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000083937","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000140474","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000004142","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000160360","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000157954","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000134242","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000112234","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000146021","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000152137","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000176046","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000006715","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000078081","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000086232","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000089006","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000132612","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000130724","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000080546","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000115317","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000181555","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000254505","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000285302","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000168701","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000103490","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000183735","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000141452","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000188021","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000135018","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000148572","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000196455","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000136100","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000097033","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000162931","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000160948","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000285339","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000095787","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000164081","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000162627","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000100554","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000196655","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000280495","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000143222","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000086065","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000009844","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000120686","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000047249","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000115561","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000112210","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000165861","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000186815","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000258659","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000169228","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000239732","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000095970","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000154153","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000078902","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000291426","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000196683","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000178828","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000179331","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000141376","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000129003","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000137942","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000105538","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000136874","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000167987","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000085978","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000281089","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000070540","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000092098","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000285152","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000066739","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000167333","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000048707","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000130479","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000134108","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000176142","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000164253","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000109670","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000136048","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000165028","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000180667","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000175193","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000102710","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000102043","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000110497","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000069329","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000090989","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000143199","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000160695","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000280616","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000122873","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000088833","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000141580","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000173264","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000160803","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000078237","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000255112","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000198742","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000090674","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000135317","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000141564","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000132405","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000116299","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000055483","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000104142","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000089351","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000173821","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000128815","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000152223","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000101255","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000078804","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000025039","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000129515","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000131558","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000153130","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000123395","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000165943","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000278268","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000116954","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000167207","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000167965","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000163719","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000144848","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000215305","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000196821","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000155792","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000158828","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000139719","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000060237","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000165775","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000198171","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000104643","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000285032","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000198925","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000144567","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000040633","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000166289","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000163820","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000090432","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000176108","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000139722","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000104946","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000166908","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000081307","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000163874","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000102445","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000104133","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000108465","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000189298","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000167671","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000224051","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000171206","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000139734","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000140941","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000062716","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000133812","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000174903","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000172007","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000127774","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000131943","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000130766","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000285069","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000152348","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000100429","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000115363","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000103510","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000127580","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000131475","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000101460","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000135093","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000099910","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000129472","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000186187","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000125703","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000130734","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000132256","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000168010","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000120341","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000135413","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000109083","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000250565","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000104081","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000148356","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000164209","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000138942","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000107897","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000147457","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000147649","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000163331","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000164695","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000141971","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000130770","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_ABBAU_roh","ENSG00000285390","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
