"set","ensembl","quelle"
"S_MASCHINE","ENSG00000266755","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000265607","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000264591","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000266646","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000212498","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000221241","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000221381","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000220988","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000212283","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000212447","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000264994","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000221740","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000283551","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000221539","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000221116","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000221066","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000275662","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000238622","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000208772","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000199753","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000209645","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000201785","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000265849","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000263358","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000265116","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000263625","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000263359","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000266419","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000266295","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000207460","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000265369","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000008128","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000201700","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000201672","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000272474","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000200215","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000200632","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000200367","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000201950","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000199575","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000200823","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000201839","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000199798","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000201263","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000199390","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000201240","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000200279","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000200608","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000202270","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000201247","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000199593","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000201557","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000199914","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000201569","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000202142","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000199942","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000202048","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000272344","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000202293","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000200406","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000201899","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000200612","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000200413","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000200636","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000200480","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000201689","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000201318","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000200089","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000281000","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000207063","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000207001","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000207014","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000275529","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000207191","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000207442","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000207093","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000200661","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000206609","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000207197","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000207137","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000206621","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000207174","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000207263","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000206688","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000278715","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000277785","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000275127","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000207375","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000207279","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000252326","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000199712","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000251815","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000251896","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000199970","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000200680","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000200503","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000200812","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000278089","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000200726","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000199782","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000201943","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000200486","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000273835","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000199960","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000201679","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000200757","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000201482","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000201969","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000199833","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000201326","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000201331","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000199489","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000275524","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000200987","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000202188","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000200949","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000200593","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000199311","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000201992","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000200638","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000201907","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000200564","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000272460","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000200478","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000201143","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000202261","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000207245","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000201634","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000200398","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000201300","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000200801","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000238886","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000239127","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000238862","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000238531","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000239043","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000271852","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000222365","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000239183","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000291346","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000207016","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000200394","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000206937","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000207268","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000221102","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000221459","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000221475","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000264229","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000221676","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000283958","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000206633","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000206869","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000206650","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000263666","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000207221","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000281156","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000291345","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000230314","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000284450","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000252277","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000276844","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000238793","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000238300","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000286172","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000277610","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000207501","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000207205","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000207349","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000207507","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000201183","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000207340","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000201654","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000201558","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000275538","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000291977","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000085231","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000279247","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000284250","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000275464","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000229388","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000251866","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000238754","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000280894","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000199787","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000207187","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000221750","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000207062","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000206947","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000206603","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000207344","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000253051","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000208308","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000212587","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000212214","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000201448","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000201388","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000206909","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000265733","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000222489","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000291786","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000206897","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000201847","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000207199","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000238936","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000212264","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000212414","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000199666","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000221400","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000239035","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000202189","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000206637","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000206780","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000212309","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000221719","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000253007","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000207217","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000221164","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000199405","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000206903","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000271907","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000207516","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000200418","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000199363","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000207274","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000288603","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000264346","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000212295","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000265706","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000222937","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000201025","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000280704","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000207215","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000238311","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000201129","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000207109","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000202377","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000173674","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000100664","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000122034","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000181163","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000108559","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000172809","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000112306","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000186468","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000148296","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000281309","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000165699","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000082898","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000079246","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000139842","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000158417","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000135763","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000132382","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000156256","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000291527","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000132153","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000112159","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000274349","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000188976","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000101181","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000132591","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000275700","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000276072","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000182583","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000100294","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000134697","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000156469","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_MASCHINE","ENSG00000142684","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
