"satz","ensembl"
"S_BIOSYN","ENSG00000229496"
"S_BIOSYN","ENSG00000230624"
"S_BIOSYN","ENSG00000215425"
"S_BIOSYN","ENSG00000100836"
"S_BIOSYN","ENSG00000279192"
"S_BIOSYN","ENSG00000270647"
"S_BIOSYN","ENSG00000276833"
"S_BIOSYN","ENSG00000121058"
"S_BIOSYN","ENSG00000104897"
"S_BIOSYN","ENSG00000125755"
"S_BIOSYN","ENSG00000100056"
"S_BIOSYN","ENSG00000197976"
"S_BIOSYN","ENSG00000292343"
"S_BIOSYN","ENSG00000169249"
"S_BIOSYN","ENSG00000182872"
"S_BIOSYN","ENSG00000196976"
"S_BIOSYN","ENSG00000196367"
"S_BIOSYN","ENSG00000144048"
"S_BIOSYN","ENSG00000291483"
"S_BIOSYN","ENSG00000204560"
"S_BIOSYN","ENSG00000227222"
"S_BIOSYN","ENSG00000226171"
"S_BIOSYN","ENSG00000233049"
"S_BIOSYN","ENSG00000233561"
"S_BIOSYN","ENSG00000231377"
"S_BIOSYN","ENSG00000233418"
"S_BIOSYN","ENSG00000206486"
"S_BIOSYN","ENSG00000116830"
"S_BIOSYN","ENSG00000196284"
"S_BIOSYN","ENSG00000077800"
"S_BIOSYN","ENSG00000092208"
"S_BIOSYN","ENSG00000070061"
"S_BIOSYN","ENSG00000165630"
"S_BIOSYN","ENSG00000100296"
"S_BIOSYN","ENSG00000160214"
"S_BIOSYN","ENSG00000088247"
"S_BIOSYN","ENSG00000180228"
"S_BIOSYN","ENSG00000087269"
"S_BIOSYN","ENSG00000137996"
"S_BIOSYN","ENSG00000111786"
"S_BIOSYN","ENSG00000101654"
"S_BIOSYN","ENSG00000111880"
"S_BIOSYN","ENSG00000137275"
"S_BIOSYN","ENSG00000090621"
"S_BIOSYN","ENSG00000101782"
"S_BIOSYN","ENSG00000100601"
"S_BIOSYN","ENSG00000114166"
"S_BIOSYN","ENSG00000109917"
"S_BIOSYN","ENSG00000088205"
"S_BIOSYN","ENSG00000106245"
"S_BIOSYN","ENSG00000112739"
"S_BIOSYN","ENSG00000208797"
"S_BIOSYN","ENSG00000292164"
"S_BIOSYN","ENSG00000140939"
"S_BIOSYN","ENSG00000175467"
"S_BIOSYN","ENSG00000136875"
"S_BIOSYN","ENSG00000117360"
"S_BIOSYN","ENSG00000071859"
"S_BIOSYN","ENSG00000114767"
"S_BIOSYN","ENSG00000139218"
"S_BIOSYN","ENSG00000165732"
"S_BIOSYN","ENSG00000166197"
"S_BIOSYN","ENSG00000136270"
"S_BIOSYN","ENSG00000125207"
"S_BIOSYN","ENSG00000275051"
"S_BIOSYN","ENSG00000227057"
"S_BIOSYN","ENSG00000204221"
"S_BIOSYN","ENSG00000226916"
"S_BIOSYN","ENSG00000236222"
"S_BIOSYN","ENSG00000206284"
"S_BIOSYN","ENSG00000116754"
"S_BIOSYN","ENSG00000277846"
"S_BIOSYN","ENSG00000274544"
"S_BIOSYN","ENSG00000275996"
"S_BIOSYN","ENSG00000276788"
"S_BIOSYN","ENSG00000277194"
"S_BIOSYN","ENSG00000273611"
"S_BIOSYN","ENSG00000278574"
"S_BIOSYN","ENSG00000108883"
"S_BIOSYN","ENSG00000138398"
"S_BIOSYN","ENSG00000132485"
"S_BIOSYN","ENSG00000060688"
"S_BIOSYN","ENSG00000119878"
"S_BIOSYN","ENSG00000112531"
"S_BIOSYN","ENSG00000138433"
"S_BIOSYN","ENSG00000131051"
"S_BIOSYN","ENSG00000146457"
"S_BIOSYN","ENSG00000113569"
"S_BIOSYN","ENSG00000100890"
"S_BIOSYN","ENSG00000134644"
"S_BIOSYN","ENSG00000021776"
"S_BIOSYN","ENSG00000253797"
"S_BIOSYN","ENSG00000075856"
"S_BIOSYN","ENSG00000141543"
"S_BIOSYN","ENSG00000291508"
"S_BIOSYN","ENSG00000140829"
"S_BIOSYN","ENSG00000165733"
"S_BIOSYN","ENSG00000168806"
"S_BIOSYN","ENSG00000142207"
"S_BIOSYN","ENSG00000145833"
"S_BIOSYN","ENSG00000119760"
"S_BIOSYN","ENSG00000135473"
"S_BIOSYN","ENSG00000265241"
"S_BIOSYN","ENSG00000079134"
"S_BIOSYN","ENSG00000152795"
"S_BIOSYN","ENSG00000119314"
"S_BIOSYN","ENSG00000184281"
"S_BIOSYN","ENSG00000090470"
"S_BIOSYN","ENSG00000102103"
"S_BIOSYN","ENSG00000292208"
"S_BIOSYN","ENSG00000244462"
"S_BIOSYN","ENSG00000064607"
"S_BIOSYN","ENSG00000139793"
"S_BIOSYN","ENSG00000120158"
"S_BIOSYN","ENSG00000076053"
"S_BIOSYN","ENSG00000004534"
"S_BIOSYN","ENSG00000003756"
"S_BIOSYN","ENSG00000124383"
"S_BIOSYN","ENSG00000135698"
"S_BIOSYN","ENSG00000173812"
"S_BIOSYN","ENSG00000123136"
"S_BIOSYN","ENSG00000125944"
"S_BIOSYN","ENSG00000282958"
"S_BIOSYN","ENSG00000172336"
"S_BIOSYN","ENSG00000133226"
"S_BIOSYN","ENSG00000143368"
"S_BIOSYN","ENSG00000153015"
"S_BIOSYN","ENSG00000150459"
"S_BIOSYN","ENSG00000119953"
"S_BIOSYN","ENSG00000116752"
"S_BIOSYN","ENSG00000099995"
"S_BIOSYN","ENSG00000107833"
"S_BIOSYN","ENSG00000164346"
"S_BIOSYN","ENSG00000100462"
"S_BIOSYN","ENSG00000169217"
"S_BIOSYN","ENSG00000239306"
"S_BIOSYN","ENSG00000126749"
"S_BIOSYN","ENSG00000197223"
"S_BIOSYN","ENSG00000084072"
"S_BIOSYN","ENSG00000171960"
"S_BIOSYN","ENSG00000171148"
"S_BIOSYN","ENSG00000135316"
"S_BIOSYN","ENSG00000271793"
"S_BIOSYN","ENSG00000100201"
"S_BIOSYN","ENSG00000085872"
"S_BIOSYN","ENSG00000101361"
"S_BIOSYN","ENSG00000148688"
"S_BIOSYN","ENSG00000152464"
"S_BIOSYN","ENSG00000164609"
"S_BIOSYN","ENSG00000174231"
"S_BIOSYN","ENSG00000274442"
"S_BIOSYN","ENSG00000183751"
"S_BIOSYN","ENSG00000291938"
"S_BIOSYN","ENSG00000116679"
"S_BIOSYN","ENSG00000131773"
"S_BIOSYN","ENSG00000121774"
"S_BIOSYN","ENSG00000149187"
"S_BIOSYN","ENSG00000048740"
"S_BIOSYN","ENSG00000145982"
"S_BIOSYN","ENSG00000168883"
"S_BIOSYN","ENSG00000188529"
"S_BIOSYN","ENSG00000105171"
"S_BIOSYN","ENSG00000160193"
"S_BIOSYN","ENSG00000124787"
"S_BIOSYN","ENSG00000156697"
"S_BIOSYN","ENSG00000065183"
"S_BIOSYN","ENSG00000109819"
"S_BIOSYN","ENSG00000160917"
"S_BIOSYN","ENSG00000141759"
"S_BIOSYN","ENSG00000090060"
"S_BIOSYN","ENSG00000113649"
"S_BIOSYN","ENSG00000205937"
"S_BIOSYN","ENSG00000164896"
"S_BIOSYN","ENSG00000263465"
"S_BIOSYN","ENSG00000124701"
"S_BIOSYN","ENSG00000183431"
"S_BIOSYN","ENSG00000177733"
"S_BIOSYN","ENSG00000117395"
"S_BIOSYN","ENSG00000172409"
"S_BIOSYN","ENSG00000087365"
"S_BIOSYN","ENSG00000124380"
"S_BIOSYN","ENSG00000182134"
"S_BIOSYN","ENSG00000157110"
"S_BIOSYN","ENSG00000112941"
"S_BIOSYN","ENSG00000167005"
"S_BIOSYN","ENSG00000111605"
"S_BIOSYN","ENSG00000278053"
"S_BIOSYN","ENSG00000277594"
"S_BIOSYN","ENSG00000105865"
"S_BIOSYN","ENSG00000284103"
"S_BIOSYN","ENSG00000184209"
"S_BIOSYN","ENSG00000105323"
"S_BIOSYN","ENSG00000163684"
"S_BIOSYN","ENSG00000111615"
"S_BIOSYN","ENSG00000104859"
"S_BIOSYN","ENSG00000136045"
"S_BIOSYN","ENSG00000164167"
"S_BIOSYN","ENSG00000164985"
"S_BIOSYN","ENSG00000023734"
"S_BIOSYN","ENSG00000178252"
"S_BIOSYN","ENSG00000159409"
"S_BIOSYN","ENSG00000120688"
"S_BIOSYN","ENSG00000064703"
"S_BIOSYN","ENSG00000136942"
"S_BIOSYN","ENSG00000122882"
"S_BIOSYN","ENSG00000198231"
"S_BIOSYN","ENSG00000063244"
"S_BIOSYN","ENSG00000120699"
"S_BIOSYN","ENSG00000108349"
"S_BIOSYN","ENSG00000088930"
"S_BIOSYN","ENSG00000179950"
"S_BIOSYN","ENSG00000118246"
"S_BIOSYN","ENSG00000132680"
"S_BIOSYN","ENSG00000083520"
"S_BIOSYN","ENSG00000125970"
"S_BIOSYN","ENSG00000114503"
"S_BIOSYN","ENSG00000130956"
"S_BIOSYN","ENSG00000100603"
"S_BIOSYN","ENSG00000151657"
"S_BIOSYN","ENSG00000148843"
"S_BIOSYN","ENSG00000100813"
"S_BIOSYN","ENSG00000075914"
"S_BIOSYN","ENSG00000144028"
"S_BIOSYN","ENSG00000188739"
"S_BIOSYN","ENSG00000107290"
"S_BIOSYN","ENSG00000137200"
"S_BIOSYN","ENSG00000160208"
"S_BIOSYN","ENSG00000123200"
"S_BIOSYN","ENSG00000014164"
"S_BIOSYN","ENSG00000282684"
"S_BIOSYN","ENSG00000163811"
"S_BIOSYN","ENSG00000070495"
"S_BIOSYN","ENSG00000179041"
"S_BIOSYN","ENSG00000261236"
"S_BIOSYN","ENSG00000163125"
"S_BIOSYN","ENSG00000100403"
"S_BIOSYN","ENSG00000177613"
"S_BIOSYN","ENSG00000124422"
"S_BIOSYN","ENSG00000163714"
"S_BIOSYN","ENSG00000055917"
"S_BIOSYN","ENSG00000132275"
"S_BIOSYN","ENSG00000113593"
"S_BIOSYN","ENSG00000130713"
"S_BIOSYN","ENSG00000196116"
"S_BIOSYN","ENSG00000120948"
"S_BIOSYN","ENSG00000189091"
"S_BIOSYN","ENSG00000115524"
"S_BIOSYN","ENSG00000100029"
"S_BIOSYN","ENSG00000039123"
"S_BIOSYN","ENSG00000167978"
"S_BIOSYN","ENSG00000065457"
"S_BIOSYN","ENSG00000100320"
"S_BIOSYN","ENSG00000277564"
"S_BIOSYN","ENSG00000107937"
"S_BIOSYN","ENSG00000170291"
"S_BIOSYN","ENSG00000288485"
"S_BIOSYN","ENSG00000255717"
"S_BIOSYN","ENSG00000106355"
"S_BIOSYN","ENSG00000100023"
"S_BIOSYN","ENSG00000068438"
"S_BIOSYN","ENSG00000100109"
"S_BIOSYN","ENSG00000101161"
"S_BIOSYN","ENSG00000110844"
"S_BIOSYN","ENSG00000130520"
"S_BIOSYN","ENSG00000135297"
"S_BIOSYN","ENSG00000202400"
"S_BIOSYN","ENSG00000185432"
"S_BIOSYN","ENSG00000164663"
"S_BIOSYN","ENSG00000164934"
"S_BIOSYN","ENSG00000142528"
"S_BIOSYN","ENSG00000143493"
"S_BIOSYN","ENSG00000134077"
"S_BIOSYN","ENSG00000130935"
"S_BIOSYN","ENSG00000082516"
"S_BIOSYN","ENSG00000119812"
"S_BIOSYN","ENSG00000117614"
"S_BIOSYN","ENSG00000164944"
"S_BIOSYN","ENSG00000131043"
"S_BIOSYN","ENSG00000129460"
"S_BIOSYN","ENSG00000106246"
"S_BIOSYN","ENSG00000105618"
"S_BIOSYN","ENSG00000277154"
"S_BIOSYN","ENSG00000274894"
"S_BIOSYN","ENSG00000274651"
"S_BIOSYN","ENSG00000276421"
"S_BIOSYN","ENSG00000274144"
"S_BIOSYN","ENSG00000275117"
"S_BIOSYN","ENSG00000277953"
"S_BIOSYN","ENSG00000277707"
"S_BIOSYN","ENSG00000275885"
"S_BIOSYN","ENSG00000164880"
"S_BIOSYN","ENSG00000102786"
"S_BIOSYN","ENSG00000092847"
"S_BIOSYN","ENSG00000071626"
"S_BIOSYN","ENSG00000184343"
"S_BIOSYN","ENSG00000109911"
"S_BIOSYN","ENSG00000083635"
"S_BIOSYN","ENSG00000209042"
"S_BIOSYN","ENSG00000199212"
"S_BIOSYN","ENSG00000201348"
"S_BIOSYN","ENSG00000200087"
"S_BIOSYN","ENSG00000207500"
"S_BIOSYN","ENSG00000238597"
"S_BIOSYN","ENSG00000238578"
"S_BIOSYN","ENSG00000207067"
"S_BIOSYN","ENSG00000225091"
"S_BIOSYN","ENSG00000207165"
"S_BIOSYN","ENSG00000206622"
"S_BIOSYN","ENSG00000207166"
"S_BIOSYN","ENSG00000277985"
"S_BIOSYN","ENSG00000207523"
"S_BIOSYN","ENSG00000201302"
"S_BIOSYN","ENSG00000207405"
"S_BIOSYN","ENSG00000291933"
"S_BIOSYN","ENSG00000206989"
"S_BIOSYN","ENSG00000235284"
"S_BIOSYN","ENSG00000206979"
"S_BIOSYN","ENSG00000206630"
"S_BIOSYN","ENSG00000207031"
"S_BIOSYN","ENSG00000271982"
"S_BIOSYN","ENSG00000206602"
"S_BIOSYN","ENSG00000226572"
"S_BIOSYN","ENSG00000229686"
"S_BIOSYN","ENSG00000238650"
"S_BIOSYN","ENSG00000265145"
"S_BIOSYN","ENSG00000201754"
"S_BIOSYN","ENSG00000266300"
"S_BIOSYN","ENSG00000263362"
"S_BIOSYN","ENSG00000265707"
"S_BIOSYN","ENSG00000265156"
"S_BIOSYN","ENSG00000207047"
"S_BIOSYN","ENSG00000277370"
"S_BIOSYN","ENSG00000201823"
"S_BIOSYN","ENSG00000263864"
"S_BIOSYN","ENSG00000264202"
"S_BIOSYN","ENSG00000264086"
"S_BIOSYN","ENSG00000265732"
"S_BIOSYN","ENSG00000201487"
"S_BIOSYN","ENSG00000207241"
"S_BIOSYN","ENSG00000263764"
"S_BIOSYN","ENSG00000238423"
"S_BIOSYN","ENSG00000209702"
"S_BIOSYN","ENSG00000264294"
"S_BIOSYN","ENSG00000206775"
"S_BIOSYN","ENSG00000252542"
"S_BIOSYN","ENSG00000281541"
"S_BIOSYN","ENSG00000200831"
"S_BIOSYN","ENSG00000199744"
"S_BIOSYN","ENSG00000281907"
"S_BIOSYN","ENSG00000200259"
"S_BIOSYN","ENSG00000202503"
"S_BIOSYN","ENSG00000199631"
"S_BIOSYN","ENSG00000201675"
"S_BIOSYN","ENSG00000206611"
"S_BIOSYN","ENSG00000280889"
"S_BIOSYN","ENSG00000200959"
"S_BIOSYN","ENSG00000272034"
"S_BIOSYN","ENSG00000274978"
"S_BIOSYN","ENSG00000206625"
"S_BIOSYN","ENSG00000199377"
"S_BIOSYN","ENSG00000199347"
"S_BIOSYN","ENSG00000200169"
"S_BIOSYN","ENSG00000199568"
"S_BIOSYN","ENSG00000200156"
"S_BIOSYN","ENSG00000202538"
"S_BIOSYN","ENSG00000200795"
"S_BIOSYN","ENSG00000206585"
"S_BIOSYN","ENSG00000011243"
"S_BIOSYN","ENSG00000167112"
"S_BIOSYN","ENSG00000099899"
"S_BIOSYN","ENSG00000117597"
"S_BIOSYN","ENSG00000141456"
"S_BIOSYN","ENSG00000166133"
"S_BIOSYN","ENSG00000135801"
"S_BIOSYN","ENSG00000068394"
"S_BIOSYN","ENSG00000292204"
"S_BIOSYN","ENSG00000172346"
"S_BIOSYN","ENSG00000175324"
"S_BIOSYN","ENSG00000170860"
"S_BIOSYN","ENSG00000170748"
"S_BIOSYN","ENSG00000086189"
"S_BIOSYN","ENSG00000124217"
"S_BIOSYN","ENSG00000075292"
"S_BIOSYN","ENSG00000102241"
"S_BIOSYN","ENSG00000110107"
"S_BIOSYN","ENSG00000120800"
"S_BIOSYN","ENSG00000189306"
"S_BIOSYN","ENSG00000110063"
"S_BIOSYN","ENSG00000141101"
"S_BIOSYN","ENSG00000168228"
"S_BIOSYN","ENSG00000122299"
"S_BIOSYN","ENSG00000138382"
"S_BIOSYN","ENSG00000160075"
"S_BIOSYN","ENSG00000113360"
"S_BIOSYN","ENSG00000146109"
"S_BIOSYN","ENSG00000292169"
"S_BIOSYN","ENSG00000259956"
"S_BIOSYN","ENSG00000071894"
"S_BIOSYN","ENSG00000285049"
"S_BIOSYN","ENSG00000164548"
"S_BIOSYN","ENSG00000122687"
"S_BIOSYN","ENSG00000148584"
"S_BIOSYN","ENSG00000105373"
"S_BIOSYN","ENSG00000067334"
"S_BIOSYN","ENSG00000144034"
"S_BIOSYN","ENSG00000291480"
"S_BIOSYN","ENSG00000107371"
"S_BIOSYN","ENSG00000171311"
"S_BIOSYN","ENSG00000067533"
"S_BIOSYN","ENSG00000119616"
"S_BIOSYN","ENSG00000109618"
"S_BIOSYN","ENSG00000143303"
"S_BIOSYN","ENSG00000072756"
"S_BIOSYN","ENSG00000011260"
"S_BIOSYN","ENSG00000029639"
"S_BIOSYN","ENSG00000126524"
"S_BIOSYN","ENSG00000053372"
"S_BIOSYN","ENSG00000138231"
"S_BIOSYN","ENSG00000213782"
"S_BIOSYN","ENSG00000174891"
"S_BIOSYN","ENSG00000182196"
"S_BIOSYN","ENSG00000101343"
"S_BIOSYN","ENSG00000178951"
"S_BIOSYN","ENSG00000168438"
"S_BIOSYN","ENSG00000167272"
"S_BIOSYN","ENSG00000225921"
"S_BIOSYN","ENSG00000183258"
"S_BIOSYN","ENSG00000198492"
"S_BIOSYN","ENSG00000198917"
"S_BIOSYN","ENSG00000100220"
"S_BIOSYN","ENSG00000150316"
"S_BIOSYN","ENSG00000173113"
"S_BIOSYN","ENSG00000136932"
"S_BIOSYN","ENSG00000187531"
"S_BIOSYN","ENSG00000061273"
"S_BIOSYN","ENSG00000174720"
"S_BIOSYN","ENSG00000165494"
"S_BIOSYN","ENSG00000087087"
"S_BIOSYN","ENSG00000055044"
"S_BIOSYN","ENSG00000089195"
"S_BIOSYN","ENSG00000146963"
"S_BIOSYN","ENSG00000134597"
"S_BIOSYN","ENSG00000087302"
"S_BIOSYN","ENSG00000115128"
"S_BIOSYN","ENSG00000137168"
"S_BIOSYN","ENSG00000101391"
"S_BIOSYN","ENSG00000130332"
"S_BIOSYN","ENSG00000128534"
"S_BIOSYN","ENSG00000119203"
"S_BIOSYN","ENSG00000084463"
"S_BIOSYN","ENSG00000108848"
"S_BIOSYN","ENSG00000167258"
"S_BIOSYN","ENSG00000136819"
"S_BIOSYN","ENSG00000240344"
"S_BIOSYN","ENSG00000165934"
"S_BIOSYN","ENSG00000185272"
"S_BIOSYN","ENSG00000182362"
"S_BIOSYN","ENSG00000134294"
"S_BIOSYN","ENSG00000109534"
"S_BIOSYN","ENSG00000073146"
"S_BIOSYN","ENSG00000122435"
"S_BIOSYN","ENSG00000128191"
"S_BIOSYN","ENSG00000132600"
"S_BIOSYN","ENSG00000163694"
"S_BIOSYN","ENSG00000178896"
"S_BIOSYN","ENSG00000152670"
"S_BIOSYN","ENSG00000091127"
"S_BIOSYN","ENSG00000134461"
"S_BIOSYN","ENSG00000105671"
"S_BIOSYN","ENSG00000136271"
"S_BIOSYN","ENSG00000006712"
"S_BIOSYN","ENSG00000133316"
"S_BIOSYN","ENSG00000078328"
"S_BIOSYN","ENSG00000043514"
"S_BIOSYN","ENSG00000104413"
"S_BIOSYN","ENSG00000120314"
"S_BIOSYN","ENSG00000163832"
"S_BIOSYN","ENSG00000273559"
"S_BIOSYN","ENSG00000276761"
"S_BIOSYN","ENSG00000091542"
"S_BIOSYN","ENSG00000145996"
"S_BIOSYN","ENSG00000178718"
"S_BIOSYN","ENSG00000167264"
"S_BIOSYN","ENSG00000174173"
"S_BIOSYN","ENSG00000140830"
"S_BIOSYN","ENSG00000046647"
"S_BIOSYN","ENSG00000113272"
"S_BIOSYN","ENSG00000111845"
"S_BIOSYN","ENSG00000285226"
"S_BIOSYN","ENSG00000171103"
"S_BIOSYN","ENSG00000104872"
"S_BIOSYN","ENSG00000185246"
"S_BIOSYN","ENSG00000198000"
"S_BIOSYN","ENSG00000291347"
"S_BIOSYN","ENSG00000183665"
"S_BIOSYN","ENSG00000119720"
"S_BIOSYN","ENSG00000134884"
"S_BIOSYN","ENSG00000076650"
"S_BIOSYN","ENSG00000111196"
"S_BIOSYN","ENSG00000134186"
"S_BIOSYN","ENSG00000197181"
"S_BIOSYN","ENSG00000119285"
"S_BIOSYN","ENSG00000106344"
"S_BIOSYN","ENSG00000134014"
"S_BIOSYN","ENSG00000100461"
"S_BIOSYN","ENSG00000107951"
"S_BIOSYN","ENSG00000178149"
"S_BIOSYN","ENSG00000104613"
"S_BIOSYN","ENSG00000171861"
"S_BIOSYN","ENSG00000104129"
"S_BIOSYN","ENSG00000141425"
"S_BIOSYN","ENSG00000135372"
"S_BIOSYN","ENSG00000122692"
"S_BIOSYN","ENSG00000134759"
"S_BIOSYN","ENSG00000198874"
"S_BIOSYN","ENSG00000177971"
"S_BIOSYN","ENSG00000095485"
"S_BIOSYN","ENSG00000089682"
"S_BIOSYN","ENSG00000113460"
"S_BIOSYN","ENSG00000166173"
"S_BIOSYN","ENSG00000136709"
"S_BIOSYN","ENSG00000074356"
"S_BIOSYN","ENSG00000182117"
"S_BIOSYN","ENSG00000291996"
"S_BIOSYN","ENSG00000181433"
"S_BIOSYN","ENSG00000141642"
"S_BIOSYN","ENSG00000132819"
"S_BIOSYN","ENSG00000102710"
"S_BIOSYN","ENSG00000033030"
"S_BIOSYN","ENSG00000185946"
"S_BIOSYN","ENSG00000104907"
"S_BIOSYN","ENSG00000066654"
"S_BIOSYN","ENSG00000171316"
"S_BIOSYN","ENSG00000092094"
"S_BIOSYN","ENSG00000291794"
"S_BIOSYN","ENSG00000145220"
"S_BIOSYN","ENSG00000145912"
"S_BIOSYN","ENSG00000164941"
"S_BIOSYN","ENSG00000196504"
"S_BIOSYN","ENSG00000124228"
"S_BIOSYN","ENSG00000163166"
"S_BIOSYN","ENSG00000100416"
"S_BIOSYN","ENSG00000007392"
"S_BIOSYN","ENSG00000130305"
"S_BIOSYN","ENSG00000086589"
"S_BIOSYN","ENSG00000105248"
"S_BIOSYN","ENSG00000167721"
"S_BIOSYN","ENSG00000064102"
"S_BIOSYN","ENSG00000104299"
"S_BIOSYN","ENSG00000138442"
"S_BIOSYN","ENSG00000058729"
"S_BIOSYN","ENSG00000180917"
"S_BIOSYN","ENSG00000292378"
"S_BIOSYN","ENSG00000076770"
"S_BIOSYN","ENSG00000165055"
"S_BIOSYN","ENSG00000108651"
"S_BIOSYN","ENSG00000100319"
"S_BIOSYN","ENSG00000095627"
"S_BIOSYN","ENSG00000146834"
"S_BIOSYN","ENSG00000289690"
"S_BIOSYN","ENSG00000132792"
"S_BIOSYN","ENSG00000165819"
"S_BIOSYN","ENSG00000130810"
"S_BIOSYN","ENSG00000101489"
"S_BIOSYN","ENSG00000218823"
"S_BIOSYN","ENSG00000077348"
"S_BIOSYN","ENSG00000141994"
"S_BIOSYN","ENSG00000120533"
"S_BIOSYN","ENSG00000076924"
"S_BIOSYN","ENSG00000087152"
"S_BIOSYN","ENSG00000104047"
"S_BIOSYN","ENSG00000163660"
"S_BIOSYN","ENSG00000117616"
"S_BIOSYN","ENSG00000132467"
"S_BIOSYN","ENSG00000090097"
"S_BIOSYN","ENSG00000148300"
"S_BIOSYN","ENSG00000280706"
"S_BIOSYN","ENSG00000138785"
"S_BIOSYN","ENSG00000125676"
"S_BIOSYN","ENSG00000111732"
"S_BIOSYN","ENSG00000113240"
"S_BIOSYN","ENSG00000065268"
"S_BIOSYN","ENSG00000079313"
"S_BIOSYN","ENSG00000240682"
"S_BIOSYN","ENSG00000108506"
"S_BIOSYN","ENSG00000126814"
"S_BIOSYN","ENSG00000055483"
"S_BIOSYN","ENSG00000250305"
"S_BIOSYN","ENSG00000284872"
"S_BIOSYN","ENSG00000150990"
"S_BIOSYN","ENSG00000100888"
"S_BIOSYN","ENSG00000163510"
"S_BIOSYN","ENSG00000105227"
"S_BIOSYN","ENSG00000145388"
"S_BIOSYN","ENSG00000105705"
"S_BIOSYN","ENSG00000158941"
"S_BIOSYN","ENSG00000204392"
"S_BIOSYN","ENSG00000224979"
"S_BIOSYN","ENSG00000236826"
"S_BIOSYN","ENSG00000172850"
"S_BIOSYN","ENSG00000231502"
"S_BIOSYN","ENSG00000225998"
"S_BIOSYN","ENSG00000117569"
"S_BIOSYN","ENSG00000101413"
"S_BIOSYN","ENSG00000126461"
"S_BIOSYN","ENSG00000105298"
"S_BIOSYN","ENSG00000119707"
"S_BIOSYN","ENSG00000198258"
"S_BIOSYN","ENSG00000066651"
"S_BIOSYN","ENSG00000215251"
"S_BIOSYN","ENSG00000006744"
"S_BIOSYN","ENSG00000101452"
"S_BIOSYN","ENSG00000140488"
"S_BIOSYN","ENSG00000161082"
"S_BIOSYN","ENSG00000115970"
"S_BIOSYN","ENSG00000178694"
"S_BIOSYN","ENSG00000100982"
"S_BIOSYN","ENSG00000169718"
"S_BIOSYN","ENSG00000116954"
"S_BIOSYN","ENSG00000128694"
"S_BIOSYN","ENSG00000162851"
"S_BIOSYN","ENSG00000121274"
"S_BIOSYN","ENSG00000214575"
"S_BIOSYN","ENSG00000277445"
"S_BIOSYN","ENSG00000181026"
"S_BIOSYN","ENSG00000162775"
"S_BIOSYN","ENSG00000149016"
"S_BIOSYN","ENSG00000101574"
"S_BIOSYN","ENSG00000115421"
"S_BIOSYN","ENSG00000135900"
"S_BIOSYN","ENSG00000165271"
"S_BIOSYN","ENSG00000129347"
"S_BIOSYN","ENSG00000125351"
"S_BIOSYN","ENSG00000169062"
"S_BIOSYN","ENSG00000143624"
"S_BIOSYN","ENSG00000262826"
"S_BIOSYN","ENSG00000163156"
"S_BIOSYN","ENSG00000117419"
"S_BIOSYN","ENSG00000123064"
"S_BIOSYN","ENSG00000170892"
"S_BIOSYN","ENSG00000278622"
"S_BIOSYN","ENSG00000274672"
"S_BIOSYN","ENSG00000274078"
"S_BIOSYN","ENSG00000275165"
"S_BIOSYN","ENSG00000278712"
"S_BIOSYN","ENSG00000274796"
"S_BIOSYN","ENSG00000274129"
"S_BIOSYN","ENSG00000273896"
"S_BIOSYN","ENSG00000278605"
"S_BIOSYN","ENSG00000184967"
"S_BIOSYN","ENSG00000288146"
"S_BIOSYN","ENSG00000127804"
"S_BIOSYN","ENSG00000140718"
"S_BIOSYN","ENSG00000124279"
"S_BIOSYN","ENSG00000135974"
"S_BIOSYN","ENSG00000116455"
"S_BIOSYN","ENSG00000126254"
"S_BIOSYN","ENSG00000131652"
"S_BIOSYN","ENSG00000134371"
"S_BIOSYN","ENSG00000161981"
"S_BIOSYN","ENSG00000125449"
"S_BIOSYN","ENSG00000103005"
"S_BIOSYN","ENSG00000083223"
"S_BIOSYN","ENSG00000138399"
"S_BIOSYN","ENSG00000151576"
"S_BIOSYN","ENSG00000196449"
"S_BIOSYN","ENSG00000162408"
"S_BIOSYN","ENSG00000121964"
"S_BIOSYN","ENSG00000131914"
"S_BIOSYN","ENSG00000163877"
"S_BIOSYN","ENSG00000142252"
"S_BIOSYN","ENSG00000049883"
"S_BIOSYN","ENSG00000137776"
"S_BIOSYN","ENSG00000123600"
"S_BIOSYN","ENSG00000152147"
"S_BIOSYN","ENSG00000101546"
"S_BIOSYN","ENSG00000149532"
"S_BIOSYN","ENSG00000105879"
"S_BIOSYN","ENSG00000241370"
"S_BIOSYN","ENSG00000241779"
"S_BIOSYN","ENSG00000239927"
"S_BIOSYN","ENSG00000241863"
"S_BIOSYN","ENSG00000239865"
"S_BIOSYN","ENSG00000243009"
"S_BIOSYN","ENSG00000242726"
"S_BIOSYN","ENSG00000278619"
"S_BIOSYN","ENSG00000274853"
"S_BIOSYN","ENSG00000115761"
"S_BIOSYN","ENSG00000188917"
"S_BIOSYN","ENSG00000103067"
"S_BIOSYN","ENSG00000117133"
"S_BIOSYN","ENSG00000163634"
"S_BIOSYN","ENSG00000177192"
"S_BIOSYN","ENSG00000138050"
"S_BIOSYN","ENSG00000154743"
"S_BIOSYN","ENSG00000185085"
"S_BIOSYN","ENSG00000138614"
"S_BIOSYN","ENSG00000104957"
"S_BIOSYN","ENSG00000167118"
