"symbol","MSC_8A","CHON_8A","MSC_2454e","CHON_2454e"
"OR4F5",0.0391661132994784,0.037244986101817,0.0280592381686999,0.0344253297799918
"OR4F29",0.0310623757290578,0.0277667746895018,0.0262459952410823,0.0304697443468156
"OR4F16",0.0320048397686632,0.027434804807749,0.026827808302987,0.0293092114989611
"SAMD11",0.0398176664737657,0.0336000872538673,0.0351259870617457,0.0379983887741765
"NOC2L",0.0558229944937273,0.043183769467909,0.0588959913286234,0.0550684283164624
"KLHL17",0.055799007357999,0.0429384510434117,0.0596233429702057,0.056127254616556
"PLEKHN1",0.0526080837259325,0.0416786762250599,0.0592421065711171,0.0542966264608544
"PERM1",0.0411614716937196,0.0317118906548838,0.0308376954564003,0.0319312655004002
"HES4",0.046137430421907,0.0336898263365713,0.07772140878392,0.0341254898366387
"ISG15",0.0465743637215541,0.0334869293211089,0.0787974410541488,0.0342584748838539
"AGRN",0.0477757848014408,0.0355074831985314,0.0619739921328491,0.0403317922715502
"RNF223",0.0480069775700458,0.0342593859063584,0.0412099772398562,0.038606276640029
"C1orf159",0.0449045395505367,0.0359355129462566,0.043964059102835,0.0383510184442385
"TTLL10",0.0378746448494838,0.0327123037427071,0.0291245456806192,0.0337295669620565
"TNFRSF18",0.0528224300733329,0.0372524144771723,0.054981645073329,0.0586713628193199
"TNFRSF4",0.0485425540657595,0.0345319512099865,0.0420666815067637,0.0587233842516417
"SDF4",0.0505919070071825,0.0429510173747396,0.0579165286395607,0.0653002360236931
"B3GALT6",0.0505315006057442,0.0429442772368261,0.0579498143239985,0.0651719424881273
"C1QTNF12",0.0466743316656111,0.0344582720780962,0.0478449198404614,0.0436258542424531
"UBE2J2",0.0774284322773973,0.0529014054458384,0.0926326087708643,0.0721771684439646
"SCNN1D",0.0652895633871304,0.0501749211109483,0.0842939256395383,0.0649811142205219
"ACAP3",0.0587850286940211,0.0454255998246273,0.0831183596325659,0.0611041396017743
"PUSL1",0.0574018560447828,0.0434539397907847,0.0810532273804294,0.0593448388417525
"INTS11",0.0799879469170526,0.0569037475264482,0.0948178628709497,0.0769082549753884
"CPTP",0.0799861458842757,0.0568968176347007,0.0946516643610426,0.0769219907279847
"TAS1R3",0.0703243573412362,0.050749721997416,0.0713502318750701,0.0672891848163599
"DVL1",0.0830635333463247,0.0448496051004877,0.0949587215453641,0.0982660860425038
"MXRA8",0.078682835588362,0.0393841616118544,0.0843293273731019,0.0907625989118793
"AURKAIP1",0.0781306484294961,0.0517521443448614,0.096817771042452,0.0794577729181862
"CCNL2",0.06901130408225,0.0506664249158078,0.0816160607664305,0.0863259798044554
"MRPL20",0.070872567428745,0.0506048062405175,0.0842756186293377,0.0828014227092462
"ANKRD65",0.0527875879040016,0.0432343654074053,0.0565455770890983,0.0605681099802554
"TMEM88B",0.0556036454417315,0.0438016812665598,0.0674367538913941,0.0858063366839599
"VWA1",0.05373662983636,0.0422979119238858,0.0645354825858942,0.0882050818736038
"ATAD3C",0.0394887461672136,0.0323663705660845,0.0321649027104691,0.0341220322261585
"ATAD3B",0.0530875698185783,0.0455081431455032,0.066848800259609,0.0633942033314682
"ATAD3A",0.0643816398416356,0.0419391226332126,0.102816517837163,0.0790464842937793
"TMEM240",0.0563399293341425,0.0390840552035187,0.0501497394834928,0.0460716325742759
"SSU72",0.0629395726108053,0.0504669390176784,0.123746170155834,0.101517922840248
"FNDC10",0.0423295122297963,0.032917029518574,0.0321791894937675,0.0353741572171032
"MIB2",0.0523359300911278,0.0402590409241053,0.106763263083055,0.0750872057413691
"MMP23B",0.0375595361837309,0.0325661855749038,0.0377852486476898,0.0411782378670926
"CDK11B",0.0679257656174103,0.0593476267535019,0.0944755668362368,0.100210172253511
"SLC35E2B",0.0679107529412662,0.0448453174272221,0.0914882977101279,0.0837163707037873
"CDK11A",0.066523057003106,0.0596874590660256,0.080855079415601,0.0791731158353828
"NADK",0.057825842332917,0.0516523770416168,0.0547861759900702,0.064503634051547
"GNB1",0.0654824474772863,0.0538835559654792,0.0935449416638611,0.0795270728439397
