symbol,chondrogen,linienkonsistent,basis,linie_8A,linie_2454e,im_modul,ri
EMC1,-0.08864496565467406,False,0.06632600971693076,-0.2176441378226465,0.04035420651329839,False,
MRTO4,-0.08838443486471624,False,0.0662864822310647,-0.21745819402711014,0.04068932429767765,False,
AKR7L,-0.0325316434656218,False,0.03778222903817575,-0.16192673329307966,0.09686344636183607,False,
AKR7A3,0.019102221652245274,False,0.0371561938494302,-0.06890540914529363,0.10710985244978417,False,
AKR7A2,-0.321484489192706,True,0.06898790510138975,-0.3860578928751249,-0.2569110855102872,False,
SLC66A1,-0.31941521470625317,True,0.0689471878541284,-0.38310889685666805,-0.2557215325558383,False,
CAPZB,-0.03723886042515718,False,0.07737153911073316,-0.11121318593018824,0.03673546507987388,False,
MICOS10,-0.023894305856856802,False,0.0779167412469021,-0.10498863049837531,0.05720001878466171,False,
NBL1,-0.21447234142696647,False,0.0784056544474658,0.010668207406889636,-0.43961289026082256,False,
MICOS10-NBL1,-0.21460312074259047,False,0.0784413533628272,0.010426930406845706,-0.43963317189202666,False,
HTR6,-0.060791610943753,True,0.040155300610008396,-0.057833337084020754,-0.06374988480348524,False,
TMCO4,-0.11095782452544105,False,0.0461811560320926,-0.25893919633772156,0.03702354728683946,False,
RNF186,-0.017604436291125333,False,0.035666590639043,-0.17379834185705678,0.13858946927480612,False,
OTUD3,0.14862170745106937,True,0.055093989861343146,0.11454766878302185,0.1826957461191169,False,
PLA2G2E,0.01907465975014079,True,0.038865453287641905,0.007277577999407838,0.030871741500873743,False,
PLA2G2A,0.105038070756586,True,0.038074501829025054,0.014986111093464143,0.19509003041970785,False,
PLA2G5,0.0867635246082869,True,0.036459784071165596,0.12207378654002546,0.05145326267654833,False,
PLA2G2D,-0.07253088787292626,False,0.036999065465210604,-0.16457291025235082,0.019511134506498305,False,
PLA2G2F,0.0014801430011257624,False,0.0349911306720029,-0.014582811575569777,0.017543097577821302,False,
PLA2G2C,0.012202408694570364,False,0.03485109825825825,-0.09889636083764096,0.12330117822678169,False,
UBXN10,0.013934884277531492,False,0.03484995069349025,-0.0943790314307545,0.12224879998581749,False,
VWA5B1,-0.014099253006135452,False,0.0355763355983882,-0.1304903379239978,0.1022918319117269,False,
CAMK2N1,-0.203301206905315,True,0.04818470179108075,-0.30517423519672787,-0.1014281786139021,False,
