"symbol","AD-3d","AD-5d","AD-7d","MSC-0d","OB-3d","OB-5d","OB-7d"
"OR4F5",0.0287727036839921,0.0225897531585274,0.034291799692925,0.0290408423075943,0.0218092041953385,0.02299739434355,0.0321815159261687
"OR4F29",0.0027936752057965,0.00280228249850733,0.00464053487140337,0.00590317013586767,0.00297313544044073,0.00200074236475677,0.00257620509647539
"OR4F16",0.0228165471834481,0.0218380055409832,0.0396906362067948,0.0378035475142517,0.0264318690470457,0.0256975857672006,0.0314397047545758
"SAMD11",0.265965552266563,0.286038780745525,0.232187846312735,0.310592465159722,0.32557534059381,0.312160517139836,0.260666987364674
"NOC2L",0.317994092684279,0.333553184463111,0.231648988115758,0.308687690891669,0.343249880245536,0.327867907392825,0.307802246653984
"KLHL17",0.317427944582085,0.333944437989875,0.231525342189891,0.307884988989474,0.340155820551981,0.328242549351471,0.310470886254001
"PLEKHN1",0.314809010066994,0.334782370179105,0.229309502020005,0.304171784425443,0.329753120867242,0.331573540630771,0.313605709672516
"PERM1",0.307866480202048,0.322216938761817,0.214027793876624,0.291710472500241,0.303754152501932,0.324688896011667,0.302450457699134
"HES4",0.285698100548222,0.282370936592031,0.193950588622167,0.268260900005974,0.276766032200029,0.287280541642339,0.27562658460915
"ISG15",0.285070982442454,0.280876823035998,0.19287639420091,0.266764394213337,0.274675159526563,0.286028423679546,0.273716781878389
"AGRN",0.272748046745062,0.260185228124449,0.171552374433305,0.243223600249635,0.219901683903087,0.261766755537011,0.235019672255091
"RNF223",0.245327999948663,0.202723543482462,0.14555365922613,0.20327767046141,0.197305310174009,0.224670936246695,0.182335603605904
"C1orf159",0.219250785563317,0.226616652720491,0.149529546839388,0.17638638120622,0.206506507612706,0.22907842652201,0.195825407455816
"TTLL10",0.162628774262828,0.189817298942328,0.157260108295338,0.154948573852197,0.135629539690068,0.164678038592452,0.143337787680213
"TNFRSF18",0.188247532718239,0.189530585886435,0.168750467872837,0.182303443469816,0.180603466310038,0.208440977197124,0.171618165809734
"TNFRSF4",0.195295978429112,0.192216138460513,0.173528641885236,0.192404685729272,0.191955683165704,0.209701878501698,0.171006934509572
"SDF4",0.21816998990807,0.226011498011832,0.18482664413278,0.227092363230203,0.242100157152011,0.244955297089957,0.189029476168167
"B3GALT6",0.218463346597807,0.226181054256693,0.18495682583448,0.227795174013767,0.242697710566239,0.245261142514122,0.18908103463945
"C1QTNF12",0.239090878883414,0.24845567863408,0.203928833478299,0.277213689547393,0.272051906405958,0.267250374726575,0.203670427064716
"UBE2J2",0.294070897961475,0.329138544600796,0.234283376422837,0.324822017908571,0.402125064408118,0.360799929142887,0.286663505615673
"SCNN1D",0.305075690143909,0.321632091817605,0.241277041993958,0.338379931820702,0.419320386768425,0.372536469564425,0.294015294614674
"ACAP3",0.361577215434229,0.477095715914019,0.361691130023341,0.408961909385951,0.496930993656381,0.442349718238725,0.367747798267684
"PUSL1",0.358906051349297,0.463979555246425,0.356577240424533,0.405013721488584,0.485875114621496,0.430448703238784,0.358765704336858
"INTS11",0.398627013702374,0.600047321168945,0.43788404244511,0.467786787959573,0.624838475726497,0.588395581461875,0.446271710765295
"CPTP",0.398794681900691,0.600429458204423,0.438232716735937,0.468055982588939,0.625177209991338,0.588795898785265,0.446488552519133
"TAS1R3",0.41464783155021,0.640438446622115,0.471200123596238,0.487165856982551,0.657204780191719,0.627851491957335,0.477638909332837
"DVL1",0.455233134569559,0.637746471982139,0.479790241300875,0.520498614883735,0.651267563224181,0.641916336014261,0.480288397580303
"MXRA8",0.46163724740943,0.667934280273635,0.473293235558013,0.5238979007739,0.64668415871712,0.666490962921681,0.506224065119429
"AURKAIP1",0.457123271450936,0.605428904963628,0.46623321556233,0.523816553880747,0.612765373668581,0.619419761639129,0.465012958670634
"CCNL2",0.42764679193166,0.584186659110323,0.390027007927318,0.482629948178516,0.578648912642545,0.592293523709466,0.460109799146596
"MRPL20",0.397014134405466,0.497774662273789,0.351016785955485,0.456525719832447,0.516091921200904,0.541952691783952,0.40036596201732
"ANKRD65",0.33717369685819,0.333941518440517,0.280055241187421,0.388416700949297,0.344518265726814,0.365396911925775,0.297789670798366
"TMEM88B",0.320216977127675,0.304622727556556,0.259190338057398,0.368893979758168,0.319026111515995,0.331203601583109,0.27934714128247
"VWA1",0.28305439536821,0.271796487800757,0.219929342900844,0.330407959703971,0.27284908394639,0.276110196176271,0.242810893473459
"ATAD3C",0.236785177097215,0.238090136242156,0.198946769027761,0.271973358364033,0.250511424422823,0.237991693500767,0.227786961880911
"ATAD3B",0.193481088836339,0.208047630184687,0.167735415051086,0.219679665582235,0.204688487137684,0.18712332741862,0.191884062291287
"ATAD3A",0.198562867277058,0.18474366725356,0.139778987712918,0.211878272423402,0.203107856360329,0.17259838503411,0.170996866640025
"TMEM240",0.250376876336284,0.238555122932429,0.14427194601682,0.235450875301463,0.255274046122862,0.221202464414569,0.238925590027638
