"symbol","MSC_8A","CHON_8A","MSC_2454e","CHON_2454e"
"ARHGEF19",0.0645861582496527,0.0529763398711728,0.0714863780033786,0.0824411297126848
"CPLANE2",0.0505126375213978,0.0570803042623518,0.0563374084169414,0.0842285136821634
"FBXO42",0.0555838466699291,0.0499669421175813,0.0692326608882522,0.0624507217683744
"SZRD1",0.0556016259038756,0.0499568770174739,0.0692530930452333,0.0624413275508535
"SPATA21",0.0509504714536147,0.0443955973951533,0.051792928335455,0.0450014149962568
"NECAP2",0.0501247828354563,0.0438062964201553,0.0495235594008322,0.0443141192110488
"NBPF1",0.0780333293954614,0.0571430698541625,0.0885747649422635,0.0749543609852478
"CROCC",0.0499493939385227,0.0431407497490325,0.049070594903095,0.0494748065249482
"MFAP2",0.0550132413838743,0.0416201536975691,0.0506162210256191,0.0471596632992187
"ATP13A2",0.0535322217989472,0.0467488764390875,0.0491404937054158,0.0459557052518732
"ENSG00000288636",0.0535287594129266,0.0467546389205338,0.0491461668985905,0.0459541528001007
"SDHB",0.0454234471526232,0.0451178636956182,0.0418535633393177,0.042350806001726
"PADI2",0.0428680607450576,0.0345977763611785,0.0409889102549237,0.0354248614094633
"PADI1",0.0494163204214605,0.0390952921810124,0.058310765709103,0.0377154967620098
"PADI3",0.0453014457529196,0.0360612685009144,0.0492305906446036,0.0346388773552741
"PADI4",0.0403914799256716,0.0350355943230523,0.032194068629329,0.0304427033734424
"PADI6",0.0400358663130909,0.0356938428114795,0.0309960905935136,0.0323591937470105
"RCC2",0.0476971945425414,0.039401849528891,0.0460973501163428,0.0520771841604803
"ARHGEF10L",0.0623159008762795,0.0409537607723301,0.0716801927456343,0.0501339349597547
"ACTL8",0.0480907674056011,0.0391729251308039,0.0412377491049218,0.0363339942762382
"IGSF21",0.0409699097322062,0.0342777123799263,0.0292671655210236,0.0297337462747545
"KLHDC7A",0.0428124867261528,0.0379868676967655,0.0290855367981485,0.0300397875006388
"PAX7",0.040871430625006,0.0352601218999804,0.0278525625646466,0.0307785767823834
"TAS1R2",0.045937343898751,0.0374419447282967,0.0556732830298196,0.0374689212225003
"ALDH4A1",0.0718070465296687,0.0567950728380022,0.105576278107513,0.0777720695115972
"IFFO2",0.0788250137954338,0.062696305694205,0.104457466678133,0.0876558472832303
"UBR4",0.0552827867182542,0.054230395300368,0.063901489775495,0.0571127084925478
"EMC1",0.0556256281510351,0.0508053501254381,0.0650913804224666,0.056595794694806
"MRTO4",0.0556328017791807,0.0507592440595484,0.0649749077581445,0.0565375067276906
"AKR7L",0.0531916153458655,0.0468692108677977,0.055721271593454,0.0526816733703983
"AKR7A3",0.0540999944877834,0.0442505530832167,0.0551584429094613,0.0515941403497991
"AKR7A2",0.0515349152551705,0.0429627806433494,0.0506457776345226,0.0492621056385204
"SLC66A1",0.0515142684777951,0.0429826447526645,0.0506030630323599,0.0492474059784206
"CAPZB",0.0756497319679496,0.0614034688977233,0.0864142028669314,0.0881220626329969
"MICOS10",0.0759381656150527,0.0618184818762044,0.0868273315855492,0.089113807308481
"NBL1",0.0502511093060786,0.0480760111526512,0.0612347578042566,0.0557018884392518
"MICOS10-NBL1",0.0502588259834733,0.0480727641390638,0.0612608878594171,0.0556977983777637
"HTR6",0.045967925604355,0.0419099676282947,0.0467621996175965,0.0462017990458711
"TMCO4",0.049635397485875,0.0367494085240419,0.0357751359899808,0.0350254398730693
"RNF186",0.0466837060603782,0.037225204952288,0.0344918470235721,0.0354645237332745
"OTUD3",0.0460270620028893,0.0504247185434379,0.0411765318216529,0.0507554110999074
"PLA2G2E",0.0456942923877698,0.0496657503834992,0.0407459186298883,0.0496808832262084
"PLA2G2A",0.0400304872324617,0.0419784011783779,0.0338516756066393,0.035143259141642
"PLA2G5",0.0440089178967135,0.0424450998229925,0.0347337896264875,0.0369145580194228
"PLA2G2D",0.0425716296170768,0.037594015080662,0.0343631448331491,0.0336331299940308
"PLA2G2F",0.0404313992441128,0.0363600755667288,0.0330709312461243,0.0335107275548175
"PLA2G2C",0.0395504956796549,0.0357179541928839,0.0313725849411293,0.0346401551602271
"UBXN10",0.0395618998222039,0.0357079434540789,0.0313937175979917,0.0346399602355439
"VWA5B1",0.0407499452791806,0.0358719155063803,0.0290178485729093,0.0314410356899354
"CAMK2N1",0.0484151278197359,0.0396140801751324,0.0458796147048103,0.0391407729761096
"MUL1",0.0481165949353619,0.0392692197621493,0.0453406886833806,0.0390482316727581
"FAM43B",0.045247147492253,0.0415508329609761,0.0417322213373347,0.0409337378047494
"CDA",0.0466119695289167,0.0441086145205831,0.0457652806537251,0.0528189364394027
"PINK1",0.0520111224136486,0.0465247702920625,0.0508556076147684,0.057425458811327
"DDOST",0.0510803634998708,0.0429689038892196,0.047054007374405,0.0523086955435959
"KIF17",0.0554241576541901,0.046929061857246,0.0465319735082224,0.0416649814918036
"SH2D5",0.0555425577169739,0.0496591794528541,0.0524866970505933,0.0467155723864832
"HP1BP3",0.0529378794886036,0.0537332501272899,0.0521267430354822,0.0492734099302214
"EIF4G3",0.0542516699417083,0.0562251047772721,0.0657726012338794,0.0550969744043063
"ECE1",0.0481561692638319,0.0401166801158998,0.0623665848320291,0.0514273564707165
"NBPF3",0.0393690457929036,0.0398125641291224,0.032837518151601,0.0375216520156313
"ALPL",0.0396867259121826,0.0368684603852136,0.0346265233068011,0.0366327488297608
"ENSG00000289715",0.0409365704634938,0.0353970993391513,0.0367912938269894,0.0387196754342291
"RAP1GAP",0.04418848726615,0.0495442503273299,0.0419736523052114,0.0499545217507833
"USP48",0.0471809619057802,0.039246292278126,0.0503133643947106,0.0454651045819791
"LDLRAD2",0.0495569113355003,0.0378159277352179,0.0526418027867246,0.0511480441029182
"HSPG2",0.0934098091041541,0.0595379248858855,0.127315004775158,0.117394201613552
