"symbol","MSC_8A","CHON_8A","MSC_2454e","CHON_2454e"
"OR4F5",0.0550236295057488,0.0372033662150044,0.0589624236086536,0.0590487343846222
"OR4F29",0.0295484562148359,0.0196181604320337,0.0451841300819415,0.0456983428505785
"OR4F16",0.0348591426381557,0.0206164775507892,0.0540045109441302,0.0467279253002314
"SAMD11",0.0371262407724064,0.0497252686346759,0.0504137276230606,0.0496097457163852
"NOC2L",0.0399142582518862,0.0530505656378962,0.0462502366480145,0.0486842145356507
"KLHL17",0.0402645857107447,0.05361005618422,0.0460175237213211,0.0485810688466577
"PLEKHN1",0.0410016730793169,0.048889791545223,0.0454704003688147,0.048380680493674
"PERM1",0.0439557556357419,0.0376401217744468,0.0518235751099528,0.0528425967221109
"HES4",0.0430802394244773,0.0534599331481118,0.0535813007997916,0.0518333376972433
"ISG15",0.0432055551858344,0.0539261266982297,0.0535770254237657,0.051879730062423
"AGRN",0.0376558503333534,0.044530985933423,0.0478992195515435,0.0491548114743011
"RNF223",0.0389891813355286,0.0443462789243325,0.0493838007113463,0.0490608773518228
"C1orf159",0.0464226411691288,0.0499175143808673,0.0509873292021949,0.0506898914155224
"TTLL10",0.0413994551046281,0.0447049593441316,0.0502565256812211,0.0513642950263666
"TNFRSF18",0.0428830816635628,0.0501352553444229,0.0519627473478159,0.0511369129076723
"TNFRSF4",0.0466106144722711,0.0472098749446471,0.0512161855029228,0.051737008445531
"SDF4",0.0403285448657799,0.0565642999950177,0.0515668234825586,0.0512988966394645
"B3GALT6",0.0401064119453527,0.0569965401448958,0.051470463585252,0.0512985196276762
"C1QTNF12",0.0354388221064752,0.0446139454325936,0.0497553020561817,0.0537096747644941
"UBE2J2",0.0440015560813835,0.0422282843161511,0.0521500384461277,0.0495557118001347
"SCNN1D",0.0459684820700045,0.0419141436827488,0.0504677078485384,0.0484159100525213
"ACAP3",0.0364084514137266,0.0494651454823244,0.050614751011669,0.0512619820769902
"PUSL1",0.0360437211475434,0.0491925156673732,0.0507804046622138,0.0513213570223444
"INTS11",0.0404926365654165,0.0508711529718086,0.0460395434640032,0.0503394211881794
"CPTP",0.0404970536341891,0.0508383504320143,0.0460510075264408,0.0503265227560751
"TAS1R3",0.038975350134874,0.0484593370495687,0.0474165240794353,0.0496813130055811
"DVL1",0.0385876515167009,0.0487051680014838,0.0507428779878724,0.0538652163988349
