symbol,osteogen,adipogen,differenz,basis,im_modul,ri,markerklasse
TNFRSF1B,0.054005319303964405,0.03299325133646532,0.021012067967499083,0.190340306050802,False,,
VPS13D,0.1232798498400303,0.2029073486919638,-0.0796274988519335,0.109330460428177,False,,
DHRS3,-0.037792414079943056,-0.1410566846004199,0.10326427052047685,0.301834921059424,False,,
AADACL4,0.26862134937397814,0.06241882900800604,0.2062025203659721,0.217404304969223,False,,
AADACL3,0.18637067906551885,0.3416359762436744,-0.15526529717815557,0.0603228921764498,False,,
CFAP107,0.1111895447648265,0.23997625694669722,-0.1287867121818707,0.0517774424574153,False,,
PRAMEF12,-0.0014543068117302156,0.1566132403245639,-0.15806754713629412,0.0470487153986,False,,
PRAMEF1,-0.01819467555786451,0.14585073477490618,-0.16404541033277067,0.0438857036244345,False,,
PRAMEF11,-0.030712162005221668,0.12552223988188652,-0.1562344018871082,0.0312159063366853,False,,
HNRNPCL1,-0.011169829477976614,0.11439585228562192,-0.12556568176359853,0.0270810506124612,False,,
PRAMEF2,-0.03312349364114898,0.09715165219675921,-0.1302751458379082,0.0241632838622781,False,,
PRAMEF4,-0.03584005329347729,0.05752112236285114,-0.09336117565632843,0.0143844238839814,False,,
PRAMEF10,-0.020949147192459983,0.054518610753808615,-0.0754677579462686,0.0104380809342585,False,,
PRAMEF7,-0.01383543063537457,0.05172001344646282,-0.06555544408183739,0.0058515964988189,False,,
PRAMEF6,-0.01032751836459283,0.014530211653084976,-0.024857730017677805,0.0016940516766315,False,,
PRAMEF27,0.009354220934145787,0.041011151581573264,-0.03165693064742748,0.0023696032314761,False,,
HNRNPCL3,0.01884068947362726,0.036952612915833745,-0.018111923442206485,0.0027947324433823,False,,
PRAMEF25,0.037060767411497886,0.05138668990513573,-0.014325922493637844,0.0035963351633998,False,,
HNRNPCL2,-0.0016625742854351662,0.08261111181929107,-0.08427368610472623,0.0049365101253575,False,,
PRAMEF26,0.02093050375109338,0.09992161390000877,-0.07899111014891538,0.0045104990920227,False,,
HNRNPCL4,-0.0020809787536283744,0.1178362539644701,-0.11991723271809848,0.0038451410045213,False,,
PRAMEF9,-0.01854177498446814,0.11810116665996644,-0.13664294164443458,0.0038615184142427,False,,
PRAMEF13,0.06829937767969753,0.14578767968897471,-0.07748830200927719,0.0077877752180986,False,,
PRAMEF18,0.0466248195670295,0.1584826099808395,-0.11185779041381,0.0094908722942668,False,,
PRAMEF5,0.015299163316431065,0.14403311567989832,-0.12873395236346727,0.0106226830030542,False,,
PRAMEF8,0.02763607487696086,0.1163615649103917,-0.08872549003343083,0.0103854989994217,False,,
PRAMEF33,-0.004590331399343987,0.10571825102168408,-0.11030858242102808,0.0080777203495391,False,,
PRAMEF15,-0.0062257082822351735,0.10607690844854407,-0.11230261673077925,0.0075643701089531,False,,
PRAMEF14,0.006446547793222064,0.16034090426253722,-0.15389435646931515,0.0121911012994858,False,,
PRAMEF19,0.07219290742475386,0.24416734389379444,-0.1719744364690406,0.0169182550812506,False,,
PRAMEF17,0.08371426417418382,0.2796968693372648,-0.19598260516308097,0.0221917166495715,False,,
PRAMEF20,0.10059702000779804,0.33139383200695766,-0.23079681199915963,0.0292721332050945,False,,
LRRC38,0.06370695360081259,0.28851506413794065,-0.22480811053712807,0.049184404274177,False,,
PDPN,-0.01584841971486568,0.2095058679753199,-0.22535428769018556,0.0546937869102814,False,,
PRDM2,-0.012744971210275888,0.011725425628445245,-0.024470396838721133,0.110069891820963,False,,
KAZN,0.027706249521998183,0.33795711299357584,-0.31025086347157765,0.0809881941454008,False,,
TMEM51,-0.3004870442621204,-0.22864182360283433,-0.07184522065928609,0.141321806052534,False,,
