symbol,flach,saeule,osteogen,basis,im_modul,ri,markerklasse
ABHD14A-ACY1,0.8125121211884043,0.8701684371562985,0.8413402791723514,1.4770822137191957,False,,
ABHD15,0.5671353617267627,1.4501606693139775,1.00864801552037,2.5785483806170375,False,,
ABHD16A,0.09922392261208035,-0.10091538132378286,-0.0008457293558512546,4.40716846485017,False,,
ABHD17A,0.635884191130601,0.25773927426407406,0.44681173269733754,3.315648472099633,False,,
ABHD17B,-0.6032405566240051,-0.09611928879385712,-0.3496799227089311,6.128531593344188,False,,
ABHD17C,0.4696324071223219,0.26154254708017977,0.36558747710125084,4.024614486104215,False,,
ABHD2,-0.03545125822192574,-0.43464668986580524,-0.2350489740438655,6.790911270640843,False,,
ABHD3,0.05557310604626586,0.4107689666461667,0.23317103634621628,4.9667416974484295,False,,
ABHD4,-0.2876293036894366,-0.1172481072816538,-0.2024387054855452,4.1428950843761125,False,,
ABHD5,0.3987917697906358,1.287471506701712,0.8431316382461739,1.2995291290445032,False,,
ABHD6,-0.4663072256949641,0.4243750064781122,-0.02096610960842593,4.045456407600963,False,,
ABHD8,-0.15551832229920226,0.6461865114848759,0.24533409459283684,4.577567017040548,False,,
ABI1,-0.08530112207635199,-0.09279080929705685,-0.08904596568670442,5.688212607162075,False,,
ABI2,-0.1568142778462116,-0.23374078131799614,-0.19527752958210387,4.982000768406233,False,,
ABI3,-0.22121561639725162,0.19716074855579757,-0.012027433920727026,1.3625514985144,False,,
ABI3BP,-0.5584703634502608,-1.1585447089305179,-0.8585075361903893,6.048107774229165,False,,
ABITRAM,0.10626837328129612,0.27357919256689645,0.18992378292409628,3.421296708190919,False,,
ABL1,0.2573779535602423,0.15311950101627758,0.20524872728825994,5.883513092600836,False,,
ABL2,-0.8026879572190131,-0.714440861697633,-0.758564409458323,5.959286965846631,False,,
ABLIM1,-0.5967919417849155,-0.5153422767058045,-0.55606710924536,6.198114733602082,False,,
ABLIM2,0.45998552855613184,0.16961808760305885,0.31480180807959535,4.935800941533485,True,1.0,
ABLIM3,-0.07304542064863018,-0.27128555603150106,-0.17216548834006562,3.741068079792918,False,,
ABR,0.026749601327117567,-0.3074319438464901,-0.14034117125968626,6.685683211820208,False,,
ABRACL,0.5565497336371061,0.36611097664077796,0.46133035513894205,3.368122593768495,False,,
