ebene,datensatz,achse,geeicht,k,wilson_lo,wilson_hi,n,konkordanz,konkordanz_null,konkordanz_null_sd,konkordanz_z,konkordanz_p,konkordanz_mde80,rang,rang_null,rang_null_sd,rang_z,rang_p
DNAm450,GSE129266,chondrogen,True,48,0.23285040519125388,0.37283165564775766,161,0.2981366459627329,0.2715248447204969,0.01439175897572097,1.8490999805604271,0.11049447527623618,0.31182176985251564,0.04149400218102509,-0.00022106056048788592,0.02290984589882044,1.8208355885824952,0.06779661016949153
