symbol,delta,n_sonden,donor_konsistent
CXorf55,-0.0011807333333333134,2,0.0
CXorf56,0.06978270166666667,2,0.0
CXorf6,-0.12556964999999998,2,0.0
CXorf9,-0.03437435000000001,2,0.0
CYB5-M,0.0026114633333333337,2,1.0
CYB561,0.0062987416666666655,2,0.5
CYB561D1,0.004789051666666665,2,0.5
CYB561D2,0.008294616666666662,2,0.5
CYB5A,0.018191291666666665,2,0.0
CYB5D1,0.0059761000000000015,1,0.0
CYB5D2,0.0010809066666666663,2,0.5
CYB5R1,0.0209988735,2,0.5
CYB5R2,0.04701917666666666,2,1.0
CYB5R3,0.058840556666666655,2,1.0
CYB5R4,0.016090448333333333,2,0.5
CYBA,0.015485777166666667,2,0.5
CYBASC3,0.007722920000000003,2,0.0
CYBB,-0.01413505,2,0.5
CYBRD1,0.06900600333333334,2,0.5
CYC1,0.009626016666666667,2,0.0
CYCS,0.002413092166666667,2,0.5
CYFIP1,0.0060329516666666645,2,0.0
CYFIP2,0.016276900000000007,2,0.0
CYGB,0.052069166666666666,2,0.5
CYHR1,0.02013400833333333,2,0.5
CYLC2,0.005994599999999998,1,0.0
CYLD,0.010248063333333333,1,1.0
CYLN2,0.010970170000000001,2,0.5
CYP11A1,0.0127442,2,1.0
CYP11B1,0.005013233333333367,1,0.0
CYP11B2,-0.014762333333333322,1,0.0
CYP17A1,-0.0007723333333333378,2,0.0
CYP19A1,0.01111781666666665,2,0.0
CYP1A1,0.014811963,4,0.25
CYP1A2,0.0018074000000000059,2,0.0
CYP1B1,0.010236843333333334,2,0.0
CYP20A1,-1.0313333333335619e-05,2,0.0
CYP21A2,0.015476233333333339,2,0.5
CYP24A1,0.003188270000000002,2,0.0
CYP26A1,0.01008363833333333,2,0.5
CYP26B1,0.032739646666666664,1,1.0
CYP26C1,0.015125116666666672,2,0.5
CYP27A1,0.004156040000000001,1,0.0
CYP27B1,-0.006531241666666665,2,0.5
CYP2A13,-0.02759065,2,0.5
CYP2A6,-0.0005917333333333072,2,0.0
CYP2A7,-0.0047042499999999845,2,0.0
CYP2B6,0.03663951666666667,2,0.0
CYP2C18,0.008860916666666701,2,0.0
CYP2C19,0.03716923333333333,1,0.0
CYP2C8,-0.019721666666666676,1,0.0
CYP2C9,0.01642140000000003,1,0.0
CYP2D6,-0.0298337,1,0.0
CYP2D7P1,0.0070646833333333214,2,0.0
CYP2E1,0.06184179333333334,2,0.0
CYP2F1,0.08010794999999998,2,0.5
CYP2J2,0.012145103333333332,1,0.0
CYP2R1,0.004976545000000001,2,0.5
CYP2S1,0.009783747333333332,2,0.0
CYP2W1,-0.029821633333333337,2,0.5
CYP39A1,0.002552291666666666,2,0.0
CYP3A4,0.03721876666666664,2,0.0
CYP3A43,0.00043029999999995755,1,0.0
CYP3A5,0.016099798333333325,2,1.0
CYP3A7,0.0015155333333333187,1,0.0
CYP46A1,-0.0010952299999999991,2,0.5
CYP4A11,0.009840833333333299,1,0.0
CYP4B1,0.015443506666666669,2,0.0
CYP4F11,-0.03239854500000001,2,0.0
CYP4F12,0.02289335666666667,2,0.5
CYP4F2,0.025424266666666674,2,0.0
CYP4F3,-0.020736900000000013,2,0.0
CYP4X1,0.0014421500000000049,2,0.0
CYP4Z1,-0.013386966666666675,1,0.0
CYP51A1,-0.0065595566666666666,1,0.0
CYP7A1,0.04345069999999999,1,0.0
CYP7B1,0.004336939999999982,2,0.0
CYP8B1,0.03682353333333333,2,0.0
CYR61,-0.002219555333333333,1,0.0
CYSLTR1,-0.03966030000000001,2,0.5
CYSLTR2,0.008269333333333323,2,0.0
CYTL1,0.016649603333333346,2,0.5
CYYR1,0.0036943333333333307,1,0.0
ChGn,0.07752340000000002,2,1.0
D4S234E,0.027661689999999996,2,1.0
D4ST1,0.012154181666666668,2,0.0
DAAM1,0.0024176366666666675,2,0.5
DAAM2,-0.00627202166666667,2,0.0
DAB1,0.005646239166666668,2,0.0
DAB2,0.005770333333333333,2,0.5
DAB2IP,0.0007588039166666671,4,0.0
DACH1,0.02446930833333333,2,0.5
DACH2,0.09399395833333334,2,0.0
DACT1,0.002821731666666669,2,0.0
DAD1,0.0049487683333333315,2,0.0
DAG1,0.008304331666666666,2,1.0
DAK,0.012442438333333335,2,0.5
DALRD3,0.0013597416666666685,2,0.0
DAND5,0.012901641666666666,2,0.0
DAO,0.0490212333333333,1,1.0
DAP,0.0034569549999999994,2,0.0
DAP3,0.09209489999999998,1,1.0
DAPK1,0.003131333999999997,5,0.2
DAPK2,0.008959498333333333,2,0.5
DAPK3,-0.0075478190000000025,2,0.5
DAPP1,0.01626846666666674,1,0.0
DARC,0.0040266333333333435,2,0.0
DARS,0.0024341383333333338,2,0.0
DARS2,0.001311206666666665,1,0.0
DAXX,0.001964073333333333,1,0.0
DAZAP1,-0.0009289416666666676,2,0.5
DAZAP2,0.000817033,1,0.0
DAZL,-0.002192133333333309,1,0.0
DBC1,0.0076089666666666654,1,0.0
DBF4,-0.011503591666666665,2,0.0
DBF4B,0.00022617500000000023,2,0.0
DBH,0.014734683333333276,2,0.5
DBI,0.0022865766666666674,2,0.0
DBN1,0.01091470666666667,2,0.5
DBP,0.011643876666666669,1,0.0
DBT,0.0057271349999999995,2,0.5
DC-UbP,0.002730251666666666,2,0.0
DC2,0.00637683,1,0.0
DCAKD,0.018401550000000017,2,0.0
DCAMKL1,-0.00684880166666667,2,0.5
DCBLD2,0.0029635769999999994,2,0.0
DCC,0.018427194444444444,6,0.16666666666666666
DCC1,-0.0038267066666666685,2,0.5
DCD,-0.03332576666666669,2,0.0
DCDC1,0.012706353333333333,2,0.5
DCDC2,-0.006880006666666665,2,0.5
DCHS1,-0.004656833333333349,2,0.5
DCHS2,0.04443111833333333,2,0.5
DCI,5.979916666666758e-05,2,0.0
DCK,0.005537638333333331,2,0.5
DCLRE1A,0.02087876666666666,1,0.0
DCLRE1C,-0.010058038333333335,2,0.0
DCN,0.004757280000000007,1,0.0
DCP1A,0.0007088366666666672,1,0.0
DCPS,0.0011326633333333374,2,0.5
DCST1,0.0027218166666666543,2,0.5
DCST2,0.014916283333333336,2,0.5
DCT,0.0068309999999999855,1,0.0
DCTD,0.0030001266666666673,2,0.5
DCTN1,0.009234484999999976,2,0.0
DCTN2,0.0036730799999999996,2,0.0
DCTN3,0.012344738333333334,2,0.0
DCTN4,-0.001263003333333333,1,0.0
DCTN5,0.0035498778333333332,2,0.0
DCTN6,0.0047401,2,0.0
DCUN1D1,0.004306205000000009,2,0.0
DCUN1D3,-0.006884352166666666,2,0.0
DCUN1D4,0.008679221666666669,2,0.5
DCUN1D5,-0.0009582306666666679,2,0.0
DCX,0.015925380000000003,1,0.0
DCXR,0.007877358333333332,2,0.0
DDA1,-1.1550666666691831e-05,2,0.0
DDAH1,-0.008162688333333338,2,0.0
DDAH2,0.008061548333333333,2,0.0
DDB1,0.028504511999999996,2,0.0
DDB2,0.006771284999999997,2,0.0
DDC,0.019215016666666657,2,0.0
DDEF1,-0.009258733333333324,2,0.0
DDEF2,0.012949678333333332,2,1.0
DDEFL1,-0.0003501631666666664,2,0.0
DDHD1,0.023750298333333336,2,1.0
DDIT3,0.020684135000000003,2,0.0
DDIT4,0.01729754333333334,2,0.5
DDO,-0.02693065000000004,2,0.0
DDOST,0.002315063833333333,2,0.0
DDR1,0.02314452833333332,2,0.5
DDR2,0.004243315666666667,2,0.0
DDT,-0.005672753333333334,2,0.5
DDX1,-0.01111953166666667,2,0.0
DDX10,-0.005505161666666666,2,0.0
DDX11,0.003152635,2,0.0
DDX12,0.02507515833333332,2,1.0
DDX17,0.0031568918333333327,4,0.0
DDX18,0.00010126499999999969,2,0.0
DDX19A,0.0015386679999999998,2,1.0
DDX19B,-0.00015121166666666518,2,0.0
DDX20,0.001955161666666666,2,1.0
DDX21,-0.0007387149999999996,2,0.0
DDX23,0.006077543333333334,2,0.0
DDX24,-0.04800246666666667,1,1.0
DDX26,0.0033785650000000005,2,0.5
DDX27,0.010637921666666664,2,0.5
DDX28,-0.004555699999999978,1,1.0
DDX31,-0.003896183333333333,2,0.0
DDX39,0.004860088333333335,2,0.0
DDX3X,0.007895553333333333,2,0.0
DDX4,0.020206983333333352,2,0.5
DDX41,-0.0029880566666666665,2,0.0
DDX42,0.010461716666666664,2,0.0
DDX43,0.10489085000000002,2,0.0
DDX47,-0.0010119333333333258,1,0.0
DDX48,0.019403373333333335,2,0.5
DDX49,0.006091933333333355,1,0.0
DDX5,-0.005824643333333335,2,0.0
DDX50,0.00011722666666666697,2,0.5
DDX52,0.01580379999999999,2,0.0
DDX55,0.0007767599999999996,1,0.0
DDX56,-0.0007569766666666936,2,0.0
DDX58,0.0010939983333333333,2,0.0
DDX59,0.005559731666666666,2,0.5
DDX6,-0.0022570533333333325,2,0.0
DEC1,-0.015604800000000012,2,0.0
DECR1,0.0033238616666666663,2,0.5
DECR2,-3.4809999999999485e-05,2,0.0
DEDD,0.01363805,1,1.0
DEDD2,-0.0013125350000000012,2,0.5
DEF6,-0.01573919666666667,2,0.0
DEFA1,0.017363566666666684,2,0.0
DEFA3,0.04614649999999998,1,1.0
DEFA4,0.022767699999999984,1,0.0
DEFA5,0.02163431666666665,2,0.5
DEFA6,-0.031269349999999994,2,0.0
DEFB1,-0.02290780000000001,2,0.5
DEFB103A,0.033272849999999986,2,0.0
DEFB105A,-0.0157097,2,0.0
DEFB106A,-0.03203918333333336,2,0.0
DEFB118,-0.01979071666666669,2,0.0
DEFB119,0.028746800000000017,1,0.0
DEFB123,-0.00255643333333333,2,0.5
DEFB125,-0.024588533333333315,2,0.0
DEFB126,0.008295166666666656,2,0.0
DEFB127,0.022549666666666652,1,0.0
DEFB129,0.006684499999999992,2,0.0
DEFB32,0.03941006666666665,1,0.0
DEFB4,0.03620808333333333,2,0.0
DEGS1,0.000974510000000007,2,0.0
DEGS2,0.013046288333333335,2,0.5
DEK,0.015315098333333332,2,1.0
DENND2C,1.6388333333332934e-05,2,0.5
DENND2D,0.030688683333333334,2,0.5
DENND3,0.06135203166666669,2,0.5
DENND4A,-0.0024896916666666664,2,0.0
DENND4C,0.025027033333333358,2,0.0
DEPDC1,-0.008244481666666666,2,0.0
DEPDC1B,-0.0035384583333333323,2,0.0
DEPDC2,0.007205829999999998,2,0.0
DEPDC4,0.010774108333333332,2,0.5
DEPDC6,-0.00027341666666666595,2,0.0
DERL1,0.00020979166666666596,2,0.0
DERL2,0.00554842333333333,2,0.0
DES,0.0014100316666666654,2,0.5
DEXI,0.02919948333333334,2,1.0
DFFA,0.008700903333333334,2,0.0
DFFB,0.013368373333333334,1,1.0
DFNA5,0.0008366070000000008,2,0.0
DFNB31,0.013720498333333333,2,1.0
DGAT1,0.008471754999999996,2,0.0
DGAT2L6,-0.011856199999999983,2,0.0
DGCR14,-0.008713489999999999,1,0.0
DGCR2,0.022691660000000002,2,1.0
DGCR6,0.013396361666666676,2,0.0
DGCR6L,0.007259143333333332,2,0.0
DGCR8,0.00966272666666667,2,0.0
DGKA,0.04760706666666665,2,0.5
DGKD,0.10186695000000001,2,1.0
DGKE,0.019427470000000002,2,0.0
DGKG,0.028784749999999994,1,0.0
DGKH,0.012774849166666671,2,0.0
DGKI,0.04881252000000001,2,0.5
DGKQ,0.0027711833333333327,2,0.0
DGKZ,0.0055277650000000005,2,0.5
DGUOK,0.026337932,2,0.5
DHCR24,0.0004991416666666681,2,0.0
DHCR7,0.005034991666666664,2,0.0
DHDDS,0.008376973333333334,2,0.0
DHDH,-0.004513233333333311,1,0.0
DHFR,0.011128608333333333,2,0.0
DHFRL1,-0.0019357100000000006,2,1.0
DHH,0.0006706583333333297,2,0.5
DHODH,-0.00019703666666665053,2,0.0
DHPS,-0.004892938333333332,2,0.5
DHRS1,-0.002302033333333336,2,0.5
DHRS10,-0.011900628333333338,2,0.5
DHRS2,-0.031998333333333316,1,1.0
DHRS3,-0.0031755116666666665,2,0.0
DHRS4,-0.005148618333333332,2,0.0
DHRS4L2,-0.042474508333333334,2,0.0
DHRS7,0.0014648061666666665,2,0.5
DHRS7B,-0.0035710450000000006,2,0.5
DHRS8,0.007936170000000001,2,0.0
DHTKD1,-0.002169445,2,0.5
DHX15,0.025178219999999998,1,0.0
DHX16,0.0014335343333333355,2,0.0
DHX30,0.007879398333333332,2,0.0
DHX32,0.0125062333333333,2,0.5
DHX33,0.018257933333333327,1,0.0
DHX34,0.002992970000000001,1,0.0
DHX35,0.005575108333333329,2,0.5
DHX36,-0.0008120458333333326,2,0.0
DHX37,0.02435528,2,0.0
DHX38,0.03136456666666667,1,0.0
DHX40,0.011804356666666651,2,0.0
DHX57,0.007160933333333341,1,0.0
DHX8,0.018633036666666675,2,0.5
DHX9,0.004112206666666666,2,0.0
DIABLO,0.011990697833333334,2,0.0
DIAPH2,0.015683125,2,0.0
DICER1,0.014190656666666662,2,0.5
DIDO1,0.0005455433333333348,2,0.0
DIO1,0.039049466666666685,2,0.0
DIO2,-0.0043518050000000115,2,0.0
DIO3,0.05659786666666666,1,0.0
DIP13B,0.002144503333333334,2,0.0
DIP2C,-0.005687016666666688,2,0.0
DIPA,0.004033851000000001,2,0.5
DIRAS1,0.04022404499999999,2,0.5
DIRAS2,0.00022894999999999773,2,0.0
DIRAS3,0.00641068333333333,6,0.16666666666666666
DIRC1,0.01111810000000002,1,0.0
DIRC2,0.0009827399999999976,2,0.5
DISC1,0.001513756666666668,2,0.0
DISP1,0.0406435,1,0.0
DISP2,0.04060681,2,0.5
DJ122O8.2,-0.006947101666666665,2,0.0
DKC1,0.05024545,2,0.0
DKFZP564O0823,0.0052185600000000006,2,0.5
DKFZP566N034,-0.0011156549999999951,2,0.0
DKFZP586D0919,0.028685803333333332,2,1.0
DKFZP586H2123,0.025965466666666666,2,0.0
DKFZP686A01247,0.023822041666666675,2,0.5
DKFZP686A10121,-0.007021851666666661,2,0.5
DKFZP779L1558,-0.018441166666666713,1,0.0
DKFZP781I1119,0.012687344999999997,2,0.5
DKFZp434B1231,-0.02396099999999999,2,0.0
DKFZp434I1020,0.00603909666666667,2,0.0
DKFZp434N035,0.004467116666666679,2,0.0
DKFZp434N062,0.0009923704999999987,2,0.5
DKFZp434O0527,-0.007679016666666668,2,0.0
DKFZp451M2119,-0.0016537316666666666,2,0.0
DKFZp564K142,0.06961288333333332,2,0.0
DKFZp667M2411,0.006772733333333318,1,0.0
DKFZp686I15217,0.0027889366666666677,2,0.0
DKFZp686L1814,0.03353151166666665,2,0.5
DKFZp727G131,0.008547759999999998,2,0.0
DKK1,-0.016718286666666672,2,0.0
DKK2,0.003838006333333332,2,0.5
DKK3,0.03224444500000002,2,0.0
DKK4,-0.0013835100000000047,2,0.0
DKKL1,-0.004233955000000003,2,0.0
DLAT,-0.0006224816666666668,2,0.0
DLC1,-0.0026532000000000014,2,0.0
DLD,0.013313496666666664,2,1.0
DLEC1,0.021669564999999995,2,0.5
DLEU1,-0.004136500000000006,1,0.0
DLG1,0.001102723333333333,2,0.0
DLG2,0.013976754999999983,2,0.0
DLG3,0.06106420166666668,2,0.0
DLG4,0.03626890333333335,2,1.0
DLG5,0.00028566666666664676,2,0.5
DLG7,0.02395231616666666,2,1.0
DLGAP1,-0.006642950000000017,2,0.5
DLGAP4,-0.00921346666666667,2,0.0
DLK1,0.042353553333333335,2,0.5
DLL1,0.02354587166666667,2,0.5
DLL3,0.012605495,2,0.5
DLNB14,-0.0006576000000000007,2,0.0
DLST,0.0036164299999999986,2,0.0
DLX1,0.022720783333333328,2,0.0
DLX2,0.02633811216666667,2,1.0
DLX3,0.015090489999999998,2,1.0
DLX4,0.017561864999999996,2,0.5
DLX5,0.001204108666666666,5,0.0
DMAP1,0.01318182166666667,2,0.0
DMBT1,0.041925616666666686,2,0.5
DMBX1,0.006266193333333326,2,0.5
DMC1,0.006393125000000001,2,0.5
DMD,0.015598511666666665,2,0.0
DMN,0.027089375000000006,2,0.0
DMP1,0.06803445,2,0.5
DMPK,0.0014553449999999998,2,0.5
DMRT1,-0.003126671833333334,2,0.0
DMRT2,0.00027709666666666903,2,0.5
DMRT3,0.02878235666666666,2,0.0
DMRTA1,-0.0014359906666666664,1,0.0
DMRTB1,0.002179016666666663,2,0.0
DMRTC1,-0.0020843000000000216,2,0.5
DMTF1,0.009240891666666667,2,0.5
DMWD,0.013817621666666667,2,1.0
DMXL1,-0.004427360000000001,2,0.5
DMXL2,0.0015562266666666667,2,0.0
DNAH10,-0.0035347666666666333,1,0.0
DNAH3,0.005837083333333335,2,0.5
DNAH5,0.018468266666666695,2,0.5
DNAH8,-0.009291716666666672,2,0.0
DNAH9,0.07046836666666666,1,1.0
DNAHL1,0.0037668000000000146,2,0.0
DNAI1,0.02727662833333333,2,1.0
DNAI2,-0.01112379999999998,2,1.0
DNAJA1,0.01930258033333333,2,0.0
DNAJA2,0.0029970633333333344,2,0.0
DNAJA3,0.008481455000000002,2,0.0
DNAJA4,0.02104308333333334,2,0.0
DNAJA5,0.00832497,2,0.0
DNAJB1,0.04525336666666666,1,1.0
DNAJB11,-0.006285679166666667,2,0.0
DNAJB12,0.0036128716666666673,2,0.5
DNAJB13,-0.00979403333333336,1,0.0
DNAJB14,0.08924061333333333,1,1.0
DNAJB2,0.0039961391666666676,2,0.5
DNAJB4,-0.006579361666666667,2,0.5
DNAJB6,0.006929666666666666,2,0.5
DNAJB7,0.012746383333333295,2,0.0
DNAJB8,-0.0065524166666666534,2,0.0
DNAJB9,-0.0001965833333333342,2,0.0
DNAJC1,0.00034563516666666713,2,0.5
DNAJC11,0.04223485833333333,2,0.5
DNAJC12,0.008615733333333283,1,1.0
DNAJC14,0.002599315833333336,2,0.0
DNAJC15,0.005942983333333336,2,0.0
DNAJC17,0.0068884866666666655,1,0.0
DNAJC18,-0.0005871433333333361,6,0.3333333333333333
DNAJC3,0.011030380000000001,2,0.0
DNAJC4,0.005002883333333301,2,0.0
DNAJC5,0.022199833333333335,1,1.0
DNAJC5B,0.05345258333333333,2,0.0
DNAJC5G,0.0006114000000000027,2,0.0
DNAJC6,0.015079356666666672,2,0.0
DNAJC7,-1.27566666666655e-05,2,0.5
DNAJC9,0.0016505134999999997,2,0.5
DNAL4,0.033702191666666666,2,0.5
DNALI1,0.0023418499999999995,2,0.0
DNASE1,0.046363599999999984,2,0.0
DNASE1L1,0.10329932833333333,2,0.0
DNASE1L2,0.012917459999999997,2,0.5
DNASE1L3,-0.00811329999999999,2,0.5
DNASE2,-0.0020712216666666635,2,0.5
DNASE2B,0.0006584000000000034,2,0.5
DNCL1,-0.003885854999999998,2,0.0
DNCL2A,-0.0046079499999999995,1,1.0
DND1,0.01936425000000001,2,0.0
DNM1,0.008744313333333333,2,0.5
DNM1L,0.0037300324999999996,2,0.0
DNM2,-0.0010682249523809525,7,0.42857142857142855
DNM3,0.026857448333333336,2,0.5
DNMBP,0.0032405166666666556,2,0.5
DNMT1,0.003450091666666665,2,0.0
DNMT2,-0.0033256933333333356,2,0.0
DNMT3A,-0.004140985000000008,2,0.0
DNMT3B,0.000717398333333337,2,0.5
DNMT3L,0.05121300000000001,1,1.0
DNPEP,0.006375723333333335,2,0.0
DNTT,0.01725126666666668,2,0.0
DNTTIP1,-0.00021318833333333338,2,0.0
DNTTIP2,0.04360796333333335,2,1.0
DOC1,0.007119783333333296,2,0.0
DOC2A,0.019360154999999997,2,0.5
DOCK1,0.006483316666666683,2,0.5
DOCK2,0.030513333333333337,2,0.0
DOCK3,0.008228536666666666,1,1.0
DOCK4,-0.008158111666666667,2,0.0
DOCK5,0.008531711833333334,2,0.5
DOCK8,0.003974333333333339,1,0.0
DOCK9,0.024615766666666664,1,0.0
DOK1,0.01616068666666667,2,0.0
DOK2,0.023858833333333315,2,0.0
DOK3,0.05672585000000001,2,0.5
DOK4,0.006110646666666666,1,1.0
DOK5,0.0028933833333333377,2,0.5
DOLPP1,0.003164513333333333,2,0.0
DOM3Z,0.010165626666666667,2,1.0
DONSON,-0.0010593683333333353,2,0.0
DOPEY1,-0.0033966766666666654,1,0.0
DOPEY2,0.05667426666666667,1,1.0
DPAGT1,-0.0005841233333333338,2,0.5
DPCR1,-0.00323403333333334,2,0.0
DPEP2,0.03946558333333333,2,0.5
DPEP3,0.017621333333333322,2,1.0
DPF1,-0.003382701666666673,2,0.0
DPF2,0.01030284333333333,1,1.0
DPH1,0.0054409843333333326,2,0.0
DPH2,0.0035733699999999993,1,0.0
DPH5,0.01020494,2,0.0
DPM1,0.007669166666666671,2,0.0
DPM2,0.02030081,2,0.0
DPM3,0.014753005,2,0.0
DPP3,0.0084561635,2,0.5
DPP4,0.019540824999999977,2,0.0
DPP6,-0.013094500000000009,2,0.0
DPP7,0.007487239999999998,2,0.5
DPP8,0.0024380566666666647,2,0.0
DPPA2,-0.004509066666666672,2,0.0
DPPA3,0.02547253333333334,2,0.0
DPT,-0.0008097466666666677,2,1.0
DPY19L3,0.0027837650000000005,2,0.0
DPYD,-0.005275035000000001,2,0.0
DPYS,-0.014761918000000004,2,0.5
DPYSL2,-0.0005170666666666669,2,0.0
DPYSL3,0.007054921666666669,2,0.0
DPYSL4,0.00706581,2,0.5
DPYSL5,0.020169956666666662,2,0.5
DQX1,0.01596361666666668,2,0.0
DR1,-3.880000000000376e-06,2,1.0
DRAP1,0.011215685666666666,2,1.0
DRCTNNB1A,0.006885345666666667,2,0.5
DRD1,0.016571641666666668,2,0.5
DRD1IP,0.008506637333333334,2,0.5
DRD2,0.013971846666666668,2,0.0
DRD3,0.01490193333333333,1,0.0
DRD4,0.009016329999999998,1,0.0
DRD5,-0.01924964833333333,2,0.0
DREV1,0.0013427216666666675,2,0.5
DRG1,0.0019633104999999995,2,0.5
DRG2,-0.0006135100000000069,1,0.0
DRP2,0.023209666666666677,2,1.0
DSC1,-0.00357366666666666,2,0.0
DSC2,0.0071035399999999985,1,0.0
DSC3,0.014856123333333332,2,0.5
DSCAML1,0.02964631833333333,2,0.5
DSCR1,0.0032938009999999994,2,0.0
DSCR10,0.008987466666666666,2,0.5
DSCR1L1,0.0008208333333333077,1,0.0
DSCR1L2,0.002342869999999999,2,0.0
DSCR2,0.0004756149999999998,2,0.0
DSCR5,-0.0025755699999999997,2,0.5
DSCR6,-0.0064330416666666616,2,0.0
DSCR9,0.003273833333333309,1,0.0
DSG1,-0.01210838333333332,2,0.0
DSG2,0.0016532416666666671,2,0.0
DSG3,0.011108563333333332,2,0.0
DSG4,-0.02424103333333334,2,0.0
DSP,-0.0006611488333333349,2,0.0
DSPG3,-0.0021301666666666552,1,0.0
DST,0.008247268333333325,2,0.0
DSTN,0.07377477633333333,2,0.5
DSU,-0.0008040286666666664,2,0.0
DTL,0.016487196666666665,2,0.5
DTNA,0.005232045333333331,2,0.0
DTNB,0.0069649266666666695,2,0.0
DTNBP1,0.023305283333333295,2,0.0
DTWD1,0.021407975000000003,2,0.0
DTX1,0.040922843333333334,1,0.0
DTX3L,0.012028703333333335,1,1.0
DULLARD,0.026878916666666666,2,1.0
DUOX2,0.009220466666666668,1,0.0
DUS2L,-0.006976026333333332,7,0.0
DUS4L,0.04211339999999997,1,0.0
DUSP1,-0.004513179095238094,7,0.2857142857142857
DUSP10,0.006009736666666668,2,0.0
DUSP11,0.0031154399999999997,2,0.5
DUSP12,0.0016800216666666657,2,0.0
DUSP13,0.01918996666666665,1,1.0
DUSP14,0.018453555,2,0.5
DUSP15,0.0011216608333333327,2,0.5
DUSP16,0.048173013333333334,2,0.5
DUSP18,0.002365119833333333,2,0.5
DUSP19,-0.009748036666666668,2,0.5
DUSP2,0.023379156666666664,2,0.0
DUSP21,0.014390400000000025,1,1.0
DUSP22,-0.04849565833333335,2,0.0
DUSP23,0.005870896666666667,2,0.5
DUSP26,0.00996261,1,0.0
DUSP3,0.016051520833333333,2,0.0
DUSP4,0.007183382416666667,4,0.5
DUSP5,-0.004846524999999986,2,0.5
DUSP6,0.004279243333333332,2,0.0
DUSP7,0.008774145666666667,2,0.5
DUSP8,0.008133163333333335,2,0.0
DUSP9,0.07363468,1,0.0
DUT,0.005559023333333333,2,0.5
DVL1,0.005508786333333332,1,0.0
DVL2,0.003228846666666666,2,0.0
DVL3,0.03352907333333333,2,1.0
DXS9879E,0.14146682833333332,2,0.5
DYDC1,0.06152065,2,1.0
DYM,0.029260868333333318,2,1.0
DYNC1H1,-0.0010194568333333335,2,0.5
DYNC1I1,0.03276226666666666,1,1.0
DYNC1LI1,0.0018833216666666684,2,0.0
DYNC1LI2,-0.004958060000000001,1,0.0
DYNC2LI1,0.001676615666666666,2,0.0
DYNLL2,0.017227904000000013,2,0.5
DYNLRB2,-0.0011308446666666659,2,0.5
DYNLT1,-0.0036182466666666666,2,1.0
DYNLT3,0.054968050000000025,2,0.5
DYRK1A,0.007849568333333334,2,0.5
DYRK1B,0.035539556666666666,2,0.0
DYRK2,0.10582453833333332,2,0.0
DYRK3,0.019340166666666672,1,1.0
DYRK4,0.014205233333333336,2,0.5
DYSF,0.088416,1,1.0
DYX1C1,0.013378766666666653,2,0.0
DZIP1,0.017308479999999998,2,1.0
DZIP1L,0.006599522166666667,2,1.0
DZIP3,-0.002929293333333334,1,0.0
E2F1,0.0426918165,2,0.5
E2F2,0.01009649666666667,2,0.5
E2F3,0.010928528333333335,2,0.0
E2F4,0.012214804166666666,2,0.5
E2F5,-0.0009144633333333331,2,0.0
E2F6,0.011973351666666666,2,0.5
E2F7,0.013474650000000001,2,0.5
E2F8,0.0016945396666666669,2,0.0
E4F1,0.011248833333333333,1,0.0
EAF1,-0.003022566666666667,2,0.5
EAF2,-0.004576261666666665,2,0.0
EBAG9,0.007995956666666667,2,0.0
EBF,0.029304878333333336,2,0.0
EBF3,0.013753313333333331,1,1.0
EBI2,0.00702537,1,1.0
EBI3,-0.00011293600000002733,2,0.0
EBNA1BP2,-0.0013587658333333336,2,0.5
EBP,0.10802384666666667,2,0.0
EBPL,-0.00184764833333333,2,0.5
ECAT11,-0.00948476666666668,1,0.0
ECD,-0.0008637099999999978,2,0.5
ECE1,0.007602960833333341,2,0.5
ECEL1,0.02806085000000002,2,0.0
ECGF1,0.010952483333333336,2,0.5
ECH1,0.012325550500000013,2,0.5
ECHDC2,0.014617046666666666,1,0.0
ECHDC3,0.019327456666666666,2,0.0
ECHS1,0.008397997666666665,2,1.0
ECM1,0.013838566666666644,1,1.0
ECM2,0.01349284,1,0.0
ECOP,0.007407978333333336,2,0.5
ECRG4,-0.00031445000000000344,2,0.5
ECT2,0.0011109916666666672,2,0.5
EDA,0.09656465999999997,2,0.0
EDA2R,-0.07307151666666663,2,0.0
EDAR,0.010025766666666658,2,0.0
EDARADD,0.04816314000000001,2,0.5
EDEM1,0.021073911666666664,2,0.5
EDF1,-0.011548380000000002,1,1.0
EDG1,0.0057227166666666655,2,0.5
EDG2,0.0086099585,2,0.0
EDG3,0.02315407333333333,2,0.0
EDG4,0.010216756666666667,2,0.0
EDG5,0.004720034,2,0.5
EDG6,0.018568633333333345,2,0.0
EDG7,0.06100601666666665,2,0.5
EDG8,0.008483551666666665,2,0.5
EDIL3,-0.007333751666666668,2,0.0
EDN1,0.0014325516666666657,2,0.0
EDN2,0.012959866666666653,2,0.0
EDN3,0.006811689999999999,2,0.5
EDNRA,0.00870008666666667,1,0.0
EDNRB,0.007022600000000008,2,0.0
EEA1,0.007941690000000001,2,0.0
EED,0.022405953333333326,2,0.5
EEF1A1,0.015650883333333334,2,0.0
EEF1A2,0.012373335000000018,2,0.5
EEF1B2,0.00015406333333333323,2,0.0
EEF1D,0.017951813333333337,2,0.0
EEF1E1,0.0010021399999999986,1,0.0
EEF1G,0.004310366666666664,2,0.5
EEF2,0.001198341666666667,2,0.0
EEF2K,0.017421986666666663,2,0.5
EFCAB1,0.008443124999999998,2,0.5
