symbol,delta,n_sonden,donorkons
CEBPZ,0.017096214094747084,15,0.8666666666666667
CECR1,0.02771855324086842,16,0.875
CECR2,0.038245482165626836,8,0.875
CECR4,0.04134056816413818,4,1.0
CECR5,0.027842651959712576,10,0.9
CECR6,0.029014188156923536,12,0.8333333333333334
CECR7,0.010143404247812612,6,0.8333333333333334
CEL,-0.0008949023547889928,2,0.5
CELA1,0.02854138385249108,2,1.0
CELA2A,0.03097898067720606,3,1.0
CELA2B,0.050544378684144096,3,1.0
CELA3A,0.03136557975123686,7,1.0
CELA3B,0.02644272718856998,4,0.75
CELP,0.04974278520202299,1,1.0
CELSR1,0.01657664466327354,17,0.7058823529411765
CELSR2,0.025501881765570927,12,0.9166666666666666
CELSR3,0.025133610815669716,30,0.8333333333333334
CEMP1,0.02129032914752536,11,0.9090909090909091
CEND1,0.022482749111309774,15,0.9333333333333333
CENPA,0.02386314485681716,12,0.6666666666666666
CENPB,0.026316177931426734,9,0.7777777777777778
CENPBD1,0.019333770425663636,18,0.8888888888888888
CENPC1,0.02696283594174966,10,0.7
CENPE,0.025026360742854404,10,0.6
CENPF,0.021626875185243834,26,0.8461538461538461
CENPH,0.02753179661592876,9,0.8888888888888888
CENPI,0.0602906855176486,5,1.0
CENPJ,0.020371963711199544,14,0.7857142857142857
CENPK,0.029123076981666236,15,0.6666666666666666
CENPL,0.0184292486441701,20,0.75
CENPM,0.01785320494116332,12,0.9166666666666666
CENPN,0.02518981157165968,24,0.9166666666666666
CENPO,0.014172894591598918,15,0.8
CENPP,0.022334462429561275,6,0.8333333333333334
CENPQ,0.02298773238943309,15,0.6
CENPT,0.014523901197426595,37,0.7567567567567568
CENPV,0.02464129992700696,12,0.8333333333333334
CEP110,0.07948599004826556,1,1.0
CEP120,0.03480313454201736,13,0.8461538461538461
CEP135,0.02201443327302406,12,0.75
CEP152,0.026970670039655892,12,0.8333333333333334
CEP164,0.018262564241186306,17,0.8235294117647058
CEP170,0.022130441906757344,20,0.7
CEP170L,0.02523393074432384,1,1.0
CEP192,0.024868817372816356,10,0.7
CEP250,0.01998093715769883,10,0.8
CEP290,0.01750985259975396,15,0.6
CEP350,0.01932503816168165,14,0.7857142857142857
CEP55,0.00958971286617589,13,0.6153846153846154
CEP57,0.012838852099146083,16,0.5625
CEP63,0.022164947165036773,30,0.7333333333333333
CEP68,0.018896023676684755,13,0.9230769230769231
CEP70,0.025205527309306464,14,0.7142857142857143
CEP72,0.008833413517030025,9,0.8888888888888888
CEP76,0.020500790037804112,14,0.6428571428571429
CEP78,0.017023128874704634,5,0.4
CEP97,0.027427405885598263,11,0.9090909090909091
CEPT1,0.022723492401455218,20,0.5
CER1,0.023313284849078603,2,1.0
CERCAM,0.008989308419804533,4,0.75
CERK,-0.026221738102257287,5,0.4
CERKL,0.01429757845918594,8,0.75
CES1,0.040872232992659,5,1.0
CES2,0.011378851761383538,17,0.8823529411764706
CES3,0.03894077674889571,6,1.0
CES4,0.03996472470904261,4,0.75
CES7,0.05235348888956641,5,1.0
CES8,0.05046824538286625,5,1.0
CETN1,0.016185979119681934,11,0.5454545454545454
CETN2,0.016701043804246696,13,0.6153846153846154
CETN3,0.027813740175614436,10,0.6
CETP,0.03694101368782626,8,0.875
CFB,0.0131854443878128,8,0.875
CFC1,0.05307776707787093,2,1.0
CFC1B,0.05307776707787093,2,1.0
CFD,0.03702218235379611,7,0.8571428571428571
CFDP1,0.024932257419749526,13,0.9230769230769231
CFH,0.018782052329348,4,0.25
CFHR1,0.06613507795327148,1,1.0
CFHR2,0.07031592824584987,1,1.0
CFHR3,0.07936653341381747,1,1.0
CFHR4,0.031676731119477386,1,0.0
CFHR5,0.038051936980526876,4,0.25
CFI,0.03271570122393753,3,0.6666666666666666
CFL1,0.014323545193310944,16,0.8125
CFL2,0.02641579125711604,14,0.7857142857142857
CFLAR,0.030556625459135175,31,0.8709677419354839
CFLP1,0.03382176486424225,7,0.7142857142857143
CFP,0.027052373674650698,8,0.625
CFTR,0.04315737909029224,9,0.8888888888888888
CG030,0.021799650994152542,1,0.0
CGA,0.017860746675764018,4,0.5
CGB,0.021943443198350832,6,0.6666666666666666
CGB1,0.029410251652191872,7,0.5714285714285714
CGB2,0.02337818118785061,6,0.8333333333333334
CGB5,0.029830229049756768,4,0.75
CGB7,0.021529490760384976,8,0.75
CGB8,0.013980907021144642,8,0.875
CGGBP1,0.02208028569406342,12,0.8333333333333334
CGN,0.03233783108464809,8,0.75
CGNL1,0.011684155506899364,20,0.7
CGREF1,0.02237250801371333,15,0.8
CGRRF1,0.0248409489798642,10,1.0
CH25H,0.020006529810668628,17,0.8823529411764706
CHAC1,0.017425755928516275,12,0.6666666666666666
CHAC2,0.030916940130760642,8,0.75
CHAD,0.0084122154774079,12,0.75
CHADL,-0.07275709880172357,5,0.8
CHAF1A,0.025553750828579004,5,1.0
CHAF1B,0.017357584479198412,9,0.8888888888888888
CHAT,0.022838210576930352,36,0.8333333333333334
CHCHD1,0.031134189793310667,8,1.0
CHCHD10,0.019661474880355075,7,0.5714285714285714
CHCHD2,0.010149553123647646,9,0.6666666666666666
CHCHD3,0.02106479585944688,7,1.0
CHCHD4,0.01728730451237456,20,0.85
CHCHD5,0.018010789513512197,10,0.9
CHCHD6,0.01131612761698426,12,0.6666666666666666
CHCHD7,0.014640301316747376,9,0.5555555555555556
CHCHD8,0.024617337879011405,14,0.9285714285714286
CHD1,0.06175644665014458,2,1.0
CHD1L,0.019130121147075387,12,0.75
CHD2,0.008792672053162148,5,0.6
CHD3,0.0327666601786615,12,0.9166666666666666
CHD4,0.009247639645161846,9,0.8888888888888888
CHD5,0.019297972041830314,10,0.8
CHD6,0.024853289620110616,18,0.8888888888888888
CHD7,0.0256856058817515,28,0.6785714285714286
CHD8,0.024580648171909015,12,0.75
CHD9,0.010047864626207735,26,0.8846153846153846
CHDH,0.024389789370837776,12,0.6666666666666666
CHEK1,0.019744751447682694,10,0.7
CHEK2,0.015366917659306634,16,0.6875
CHERP,0.011202599141558849,6,0.6666666666666666
CHFR,0.021386982094300063,32,0.625
CHGA,0.031161625978421703,7,0.7142857142857143
CHGB,0.03353240087915648,7,0.8571428571428571
CHI3L1,-0.0014567819025149778,7,1.0
CHI3L2,-0.03885331309721648,10,0.7
CHIA,0.05414754876624507,7,0.7142857142857143
CHIC1,0.032636679162090856,11,0.6363636363636364
CHIC2,0.02808922676711222,6,0.8333333333333334
CHID1,0.028275738755223934,25,0.76
CHIT1,0.04727094664941985,6,1.0
CHKA,0.013664043069377907,12,0.6666666666666666
CHKB,0.01918544123069086,13,0.8461538461538461
CHKB-CPT1B,0.022706684524981865,7,0.8571428571428571
CHL1,0.027463087112433247,28,0.8214285714285714
CHM,0.0512806982050392,7,0.7142857142857143
CHML,0.0063078688501920915,4,0.25
CHMP1A,0.019440153850747963,9,0.6666666666666666
CHMP1B,0.01852680562722622,16,0.6875
CHMP2A,0.02980921408707573,20,0.95
CHMP2B,0.01950737766962244,12,0.8333333333333334
CHMP4A,0.025743311826421474,9,0.8888888888888888
CHMP4B,0.015379185475466468,12,0.75
CHMP4C,0.02436195306808275,11,0.7272727272727273
CHMP5,0.03538094091821333,6,1.0
CHMP6,0.015875603956853293,9,0.5555555555555556
CHMP7,0.027968753700651033,7,0.5714285714285714
CHN1,0.01990407230448656,13,0.8461538461538461
CHN2,0.019276794618316107,18,0.5555555555555556
CHODL,0.03272133212606133,6,0.8333333333333334
CHORDC1,0.03632025689995687,11,0.7272727272727273
CHP,0.011396089742657415,14,0.6428571428571429
CHP2,0.02276583214879115,9,0.6666666666666666
CHPF,0.03141849804823592,8,0.75
CHPF2,0.010713817183971068,13,0.6923076923076923
CHPT1,0.019498876600644626,10,0.6
CHRAC1,0.01664648982873648,9,0.7777777777777778
CHRD,0.03440338146733938,5,1.0
CHRDL1,0.0025418513862345638,18,0.7222222222222222
CHRDL2,0.032242678556252985,6,1.0
CHRFAM7A,0.04757506902169476,3,0.6666666666666666
CHRM1,0.03336158031020789,11,0.8181818181818182
CHRM2,0.02851690465568277,45,0.6666666666666666
CHRM3,0.0229607308094537,14,0.5714285714285714
CHRM4,0.013014262115557068,10,0.8
CHRM5,0.020516712325617713,20,0.6
CHRNA1,0.05692055261051781,6,1.0
CHRNA10,0.025545262962644522,5,0.8
CHRNA2,0.035087164987217055,8,0.875
CHRNA3,0.026236659713698138,11,0.8181818181818182
CHRNA4,0.029404141833863723,4,1.0
CHRNA5,0.03086113894197423,7,0.8571428571428571
CHRNA6,0.03009294134282196,7,0.8571428571428571
CHRNA7,0.025926570067418133,8,0.75
CHRNA9,-0.02228443110846376,6,0.8333333333333334
CHRNB1,0.010110655970720419,11,0.8181818181818182
CHRNB2,0.0316080107293351,10,1.0
CHRNB3,0.024548590725165707,5,1.0
CHRNB4,0.02982180309143558,7,0.7142857142857143
CHRND,0.029463790565295904,7,0.8571428571428571
CHRNE,0.04219299671266709,5,1.0
CHRNG,0.037358457261201815,5,0.8
CHST1,0.009408404894332622,20,0.8
CHST10,0.01844009171029566,9,0.6666666666666666
CHST11,0.018265665374254943,12,0.8333333333333334
CHST12,0.013070931639225679,19,0.7368421052631579
CHST13,0.013395340424416903,8,0.75
CHST14,0.015604423422768658,15,0.9333333333333333
CHST15,0.03149889612610011,10,1.0
CHST2,0.015147296514389348,13,0.46153846153846156
CHST3,-0.07246153909568087,14,0.9285714285714286
CHST4,0.04741852184934255,7,0.8571428571428571
CHST5,0.032124691791935826,6,0.6666666666666666
CHST6,0.02007634085940381,15,0.5333333333333333
CHST7,0.03247435754335055,11,0.9090909090909091
CHST8,0.033493519643140575,54,0.8518518518518519
CHST9,0.03509748216425329,10,0.8
CHSY1,0.018805474489954125,9,0.6666666666666666
CHSY3,0.02618881161459096,7,0.8571428571428571
CHTF18,0.010836505968970619,8,0.75
CHTF8,0.017091378264054838,11,0.8181818181818182
CHUK,0.010837555496072685,10,0.6
CHURC1,0.023029144606875416,12,0.8333333333333334
CIAO1,0.016290634076237334,13,0.6923076923076923
CIAPIN1,0.029142008221567303,11,1.0
CIB1,0.01324259985138692,8,0.625
CIB2,0.002807529231644285,9,0.5555555555555556
CIB3,0.056305841873799015,4,1.0
CIB4,0.04407233118226115,3,1.0
CIC,-0.005330918867476683,4,0.75
CIDEA,0.019182519458531912,19,0.8947368421052632
CIDEB,0.017035193145775444,21,0.8095238095238095
CIDEC,0.011429238739164913,6,0.6666666666666666
CIDECP,0.009581531054932016,5,0.4
CIITA,0.02513696266202578,6,1.0
CILP,0.009266366244369443,7,0.7142857142857143
CILP2,0.016427022202018426,12,0.5
CINP,0.010512393975408124,9,0.7777777777777778
CIR1,0.0252444675006074,14,0.8571428571428571
CIRBP,0.013563796841991996,15,0.8
CIRH1A,0.017091378264054838,11,0.8181818181818182
CISD1,0.021651301470348664,15,0.8
CISD2,0.014013065970192943,6,0.8333333333333334
CISD3,0.027532447506388513,6,0.8333333333333334
CISH,0.02141133278589205,12,0.6666666666666666
CIT,0.024405289125588023,13,0.9230769230769231
CITED1,0.018484285249246668,28,0.6785714285714286
CITED2,0.014152038797003217,26,0.6538461538461539
CITED4,0.012729375651347722,14,0.7142857142857143
CIZ1,0.033795810166966755,17,0.8823529411764706
CKAP2,0.020111079484143982,11,0.7272727272727273
CKAP2L,0.015375010388247769,9,0.7777777777777778
CKAP4,0.005059289130658196,5,0.8
CKAP5,0.016120764401885385,18,0.8888888888888888
CKB,0.01991871361452486,10,0.8
CKLF,0.02371787509806528,12,0.9166666666666666
CKM,0.02854053664638258,8,1.0
CKMT1A,0.03396968219281163,1,1.0
CKMT1B,0.02565927573919448,1,1.0
CKMT2,0.00556096615286287,11,0.8181818181818182
CKS1B,0.02037149089460578,10,0.9
CKS2,0.033535293736620723,6,1.0
CLASP1,0.015511324287204838,19,0.7894736842105263
CLASP2,0.030957927246655633,11,0.9090909090909091
CLC,0.03662977631888044,5,1.0
CLCA1,0.024263970207711073,4,0.75
CLCA2,0.018029085461134506,4,0.75
CLCA3P,0.042940816398582604,1,1.0
CLCA4,0.010771460183498671,1,0.0
CLCC1,0.02490679028964651,12,0.8333333333333334
CLCF1,0.023364765529483533,21,0.8095238095238095
CLCN1,0.02956421356224509,6,0.8333333333333334
CLCN2,0.017167849144757934,10,0.7
CLCN3,0.02340173312235024,7,0.5714285714285714
CLCN4,0.034740911082585646,17,0.9411764705882353
CLCN5,0.018276985188364472,24,0.625
CLCN6,0.013234453949098684,13,0.8461538461538461
CLCN7,0.02702401614587907,6,0.6666666666666666
CLCNKA,0.023567720280040425,8,1.0
CLCNKB,0.026801940584756927,15,0.7333333333333333
CLDN1,0.024177100188954064,7,0.8571428571428571
CLDN10,0.017640141847189733,19,0.631578947368421
CLDN11,0.04601102750899036,11,0.9090909090909091
CLDN12,0.035840554218081924,13,0.9230769230769231
CLDN14,0.02684538514490478,28,0.7857142857142857
CLDN15,0.01210005922185726,7,0.8571428571428571
CLDN16,0.022786539665024957,9,0.8888888888888888
CLDN17,0.05329936528232206,5,1.0
CLDN18,0.02510752379933325,18,0.7777777777777778
CLDN19,0.039675068494481526,7,1.0
CLDN2,0.047651161481837144,14,0.8571428571428571
CLDN20,-0.02730407946993694,8,0.5
CLDN22,0.03163244536952613,6,0.6666666666666666
CLDN23,0.028847697583996728,10,0.8
CLDN25,0.031678861162147916,4,0.5
CLDN3,0.014303290335463455,15,0.6666666666666666
CLDN4,0.019518915963126247,11,0.8181818181818182
CLDN5,0.02352107826098216,17,0.9411764705882353
CLDN6,0.026220572639347,15,0.8
CLDN7,0.030832434281071172,12,0.75
CLDN8,0.018579865936649613,4,0.5
CLDN9,0.023288902879972883,14,0.8571428571428571
CLDND1,0.016208162164816582,16,0.75
CLDND2,0.02440838840188365,5,0.8
CLEC10A,0.0511859417459885,6,1.0
CLEC11A,0.03072761395310303,7,1.0
CLEC12A,0.03637777962421993,3,1.0
CLEC12B,0.03781609579309677,4,0.75
CLEC14A,0.033588112403879176,13,0.6923076923076923
CLEC16A,0.012535943768411455,8,0.875
CLEC17A,0.038697938279218365,6,0.8333333333333334
CLEC18A,0.048963863428448495,2,1.0
CLEC18B,0.03241044670577932,6,0.6666666666666666
CLEC18C,0.038334490402853263,4,1.0
CLEC1A,0.04341520762373018,5,0.8
CLEC1B,0.07020839778905022,2,1.0
CLEC2A,0.03315722094680458,5,0.4
CLEC2B,0.04383219850488393,4,0.5
CLEC2D,-0.004327313431583352,2,0.5
CLEC2L,0.020068107154309765,6,1.0
CLEC3A,0.02642058776939884,4,0.75
CLEC3B,0.017391131460358228,8,0.875
CLEC4A,0.04127624614547758,4,1.0
CLEC4C,0.04566673873080518,7,0.8571428571428571
CLEC4D,0.04719265611412546,6,1.0
CLEC4E,0.03405844845121251,3,0.6666666666666666
CLEC4F,0.03228669667765458,4,0.75
CLEC4G,0.04041518074043084,5,1.0
CLEC4GP1,0.0242759480814242,8,0.875
CLEC4M,0.04843412633667742,5,1.0
CLEC5A,0.035011684473781696,2,1.0
CLEC7A,0.029692982034611192,3,0.3333333333333333
CLEC9A,0.008399923481279412,9,0.4444444444444444
CLECL1,0.020178698940769207,3,0.3333333333333333
CLGN,0.023369594171774193,16,0.8125
CLIC1,0.029778656613458562,12,0.75
CLIC2,0.06265386522345502,4,1.0
CLIC3,0.01930053280719715,2,0.5
CLIC4,0.007569373808731792,14,0.7142857142857143
CLIC5,0.03918227891383511,12,0.9166666666666666
CLIC6,0.009957753861211397,15,0.5333333333333333
CLINT1,0.018680161027860083,6,0.6666666666666666
CLIP1,0.015110412220619734,16,1.0
CLIP2,0.016189699127596588,17,0.8235294117647058
CLIP3,0.025228877697775043,6,1.0
CLIP4,0.010108445218891628,16,0.625
CLK1,0.01254867888995563,20,0.8
CLK2,0.01936003288523521,13,0.6153846153846154
CLK2P,0.03086258132473095,4,0.75
CLK3,0.01934575283420064,19,0.6842105263157895
CLK4,0.021201929967686193,14,0.7857142857142857
CLLU1,0.020086871426217928,6,0.6666666666666666
CLLU1OS,0.028976410117853985,2,0.5
CLMN,0.03023641659154176,4,0.75
CLN3,0.020668313717534366,10,0.8
CLN5,0.020866916533112588,8,0.75
CLN6,0.019891315411679274,8,0.625
CLN8,0.027764646056215085,10,0.9
CLNK,0.06098625004030121,8,1.0
CLNS1A,0.020404368734208807,11,0.7272727272727273
CLOCK,0.021723116988292688,12,0.6666666666666666
CLP1,0.03225089526084637,18,0.8888888888888888
CLPB,0.016848089199994688,10,0.7
CLPP,0.023499802280341996,7,0.7142857142857143
CLPS,0.04620168700785272,7,1.0
CLPTM1,0.016230235172392384,12,0.5
CLPTM1L,0.025783673724756952,7,0.7142857142857143
CLPX,0.013179255543253077,10,0.6
CLRN1,0.04575146365633239,13,0.8461538461538461
CLRN1OS,0.040418924500801985,6,0.6666666666666666
CLRN2,0.04262243426012161,7,1.0
CLRN3,0.02770126717617344,4,0.5
CLSPN,0.014809200249181897,10,0.8
CLSTN1,0.00141531093433608,18,0.4444444444444444
CLSTN2,0.009178137706179531,9,0.4444444444444444
CLSTN3,0.02698002952985597,20,0.9
CLTA,0.02500819389533195,6,0.8333333333333334
CLTB,0.023692845937839695,6,0.6666666666666666
CLTC,0.01967315234325108,13,0.6153846153846154
CLTCL1,0.025886328612786346,6,0.8333333333333334
CLU,0.02509091970692208,24,0.8333333333333334
CLUAP1,0.004131283198515131,15,0.8
CLUL1,0.01731040454908504,11,0.5454545454545454
CLVS1,0.03718262216339106,7,0.7142857142857143
CLVS2,0.020465908816696916,11,0.6363636363636364
CLYBL,0.023486756659049642,6,0.8333333333333334
CMA1,0.045861931379573784,2,1.0
CMAH,0.022345378905785234,8,0.625
CMAS,0.029176298022559017,6,0.6666666666666666
CMBL,0.021378412999649918,15,0.8
CMC1,0.020768897247604168,11,0.8181818181818182
CMIP,-0.01521883534654223,12,0.8333333333333334
CMKLR1,0.020634944305503087,14,0.7857142857142857
CMPK1,0.02334816945751503,9,0.8888888888888888
CMPK2,0.017706215682552744,11,0.8181818181818182
CMTM1,0.006074216810379964,13,0.46153846153846156
CMTM2,0.0038837845036665693,12,0.6666666666666666
CMTM3,0.007911260824211052,12,0.5833333333333334
CMTM4,0.021926494612093672,8,0.625
CMTM5,0.019155163202354712,9,0.7777777777777778
CMTM6,0.014381798859429215,7,0.7142857142857143
CMTM7,0.02505125923069841,9,0.7777777777777778
CMTM8,0.01773176293462285,5,0.6
CMYA5,0.01876918886244203,9,0.5555555555555556
CN5H6.4,0.006158218586404689,10,0.6
CNBD1,0.03411269647416424,4,0.5
CNBP,0.022144322599030576,10,0.8
CNDP1,0.035355512987890574,13,1.0
CNDP2,0.02118804183439591,16,0.75
CNFN,0.03506600298764994,6,0.8333333333333334
CNGA1,0.056294385641145785,7,0.7142857142857143
CNGA2,0.02908372129333045,4,0.75
CNGA3,0.02329732220190853,20,0.75
CNGA4,0.05867019879576798,3,1.0
CNGB1,0.03991401010463098,4,1.0
CNGB3,0.06577899615642796,3,1.0
CNIH,0.022110677499991058,11,0.8181818181818182
CNIH2,0.0074677635052426234,12,0.5833333333333334
CNIH3,0.010871502298264968,11,0.5454545454545454
CNIH4,0.028253042956133567,10,0.8
CNKSR1,0.032153142918742654,11,0.9090909090909091
CNKSR2,0.03626722691092488,7,0.7142857142857143
CNKSR3,0.037812928546054204,8,0.875
CNN1,0.03349941079831679,8,0.75
CNN2,0.009229385676275032,5,0.6
CNN3,0.011156824250111922,8,0.625
CNNM1,0.040784478805656825,13,1.0
CNNM2,0.02026695427006706,9,0.8888888888888888
CNNM3,0.012018051451763948,9,0.6666666666666666
CNNM4,0.010705269067964228,17,0.6470588235294118
CNO,0.01821072165169573,14,0.7857142857142857
CNOT1,0.025383250913537582,10,0.9
CNOT10,0.024802621650821127,10,0.7
CNOT2,0.017228707676609906,21,0.5714285714285714
CNOT3,0.018860765164256176,15,0.8
CNOT4,0.023987411006732375,15,0.8666666666666667
CNOT6,0.021322584860584137,14,0.7857142857142857
CNOT6L,0.02842184700830975,4,1.0
CNOT7,0.014044167283057452,10,0.5
CNOT8,0.01774836287450384,14,0.5714285714285714
CNP,0.015517266359371422,12,0.75
CNPY1,0.035237216867074324,24,0.875
CNPY2,0.02096866585447284,10,0.9
CNPY3,0.013085745699382909,12,0.9166666666666666
CNPY4,0.024734438858526327,11,1.0
CNR1,0.02582274985920138,22,0.7272727272727273
CNR2,0.02540034848060867,15,0.8666666666666667
CNRIP1,0.022930303547386514,13,0.6153846153846154
CNST,0.024325609416170305,18,0.8333333333333334
CNTD1,0.026966739939602004,11,0.8181818181818182
CNTD2,0.02162389593288654,11,0.7272727272727273
CNTF,0.009125153130695807,5,0.6
CNTFR,0.029095512269809855,13,0.8461538461538461
CNTLN,0.013323364088539971,2,0.5
CNTN1,0.03281120498177261,24,0.8333333333333334
CNTN2,0.029552982100328102,10,0.6
CNTN3,0.013096331275674361,2,0.0
CNTN4,0.03530192156950626,26,0.7692307692307693
CNTN5,0.03283040184082434,17,0.5882352941176471
CNTN6,0.02691202757192981,7,1.0
CNTNAP1,0.025948172181477443,7,1.0
CNTNAP2,0.021243378389011473,15,0.6666666666666666
CNTNAP4,0.020635199797632245,8,0.5
CNTNAP5,0.021732352961998536,11,0.6363636363636364
CNTROB,0.014634702045210501,16,0.6875
COASY,0.018129594390859573,19,0.6842105263157895
COBL,0.01224681226934089,10,0.4
COBLL1,0.017315085048680578,9,0.5555555555555556
COBRA1,0.006638037545304948,5,0.4
COCH,0.018554951107497775,8,0.875
COG1,0.00804866769524935,14,0.7857142857142857
COG2,0.018699930616647854,7,0.8571428571428571
COG3,0.018293608394791862,8,0.75
COG4,0.031630018690431125,10,0.9
COG5,0.027324787242235308,12,0.8333333333333334
COG6,0.024466385401610013,6,0.5
COG7,0.02309469303224594,9,0.8888888888888888
COG8,0.014197407558157814,11,0.8181818181818182
COIL,0.028701208295156874,11,0.8181818181818182
COL10A1,0.0024891037553893547,3,0.3333333333333333
COL11A1,-0.022775136553066105,10,0.6
COL11A2,-0.028565534496606523,37,0.7027027027027027
COL12A1,-0.0036007976192492714,23,0.8695652173913043
COL13A1,0.021016248310841385,14,0.9285714285714286
COL14A1,0.022959700482224444,15,0.6
COL15A1,0.02193916167927914,4,1.0
COL16A1,0.022135374133668236,10,0.7
COL17A1,0.02942792391208557,6,0.8333333333333334
COL18A1,0.013345352758159843,17,0.6470588235294118
COL19A1,0.02514613383574171,16,0.75
COL1A1,-0.004864912722325032,11,0.7272727272727273
COL1A2,-0.009415032108716246,11,0.5454545454545454
COL20A1,0.05149140376936869,6,0.6666666666666666
COL21A1,0.026194232457144345,13,0.7692307692307693
COL22A1,0.024975626168865776,10,0.8
COL23A1,0.021361819414330314,14,0.7857142857142857
COL24A1,0.005246906517906228,8,0.5
COL25A1,0.021301831573099377,19,0.8947368421052632
COL27A1,0.019788183134601237,3,0.6666666666666666
COL28A1,-0.004391012951719571,6,0.3333333333333333
COL29A1,0.05395533422799431,8,0.75
COL2A1,-0.019043394384935675,13,0.7692307692307693
COL3A1,0.024179058189937833,3,0.3333333333333333
COL4A1,0.010217023538434575,11,0.7272727272727273
COL4A2,0.010039672373388162,12,0.6666666666666666
COL4A3,0.016683497017109392,11,0.2727272727272727
COL4A3BP,0.028569029878958603,14,0.6428571428571429
COL4A4,0.01932342929982136,14,0.42857142857142855
COL4A5,0.048090554910608534,12,1.0
COL4A6,0.04400223492536693,14,1.0
COL5A1,0.018888679701817124,6,0.8333333333333334
COL5A2,0.04881231211615877,7,0.7142857142857143
COL5A3,0.01987068505089721,5,0.8
COL6A1,0.032121901215087165,5,1.0
COL6A2,0.01259898958256413,10,0.8
COL6A3,0.023998405569736137,10,0.8
COL6A4P2,0.042533462292322965,1,1.0
COL6A6,0.051459408869322376,2,0.5
COL7A1,0.014784095534864162,11,0.8181818181818182
COL8A1,0.005610868442074292,18,0.6111111111111112
COL8A2,0.020021283144379457,6,0.8333333333333334
COL9A1,0.03399347120067337,12,0.8333333333333334
COL9A2,-0.029491814979584523,9,0.6666666666666666
COL9A3,0.0004235453649603067,42,0.6190476190476191
COLEC10,0.0007604489819168873,3,0.0
COLEC11,0.02387499969990967,23,0.782608695652174
COLEC12,0.033491248402953644,6,0.8333333333333334
COLQ,-0.006181872064233547,10,0.9
COMMD1,0.023241058847468077,11,0.9090909090909091
COMMD10,0.034651742219307266,5,0.8
COMMD2,0.01682456396290746,7,0.5714285714285714
COMMD3,0.02071971890061295,12,0.5
COMMD4,0.01906446189823594,7,0.8571428571428571
COMMD5,0.008410928303368101,14,0.7142857142857143
COMMD6,0.01176379934482653,10,0.3
COMMD7,0.03540271997855237,10,0.7
COMMD8,0.021208180036134353,9,0.6666666666666666
COMMD9,0.027295098226098474,10,0.8
COMP,0.00948198512787621,9,0.4444444444444444
COMT,0.025623057251114096,39,0.717948717948718
COMTD1,0.017800655989349257,8,0.875
COPA,0.019959853602881803,14,0.6428571428571429
COPB1,0.02605824534123406,12,0.8333333333333334
COPB2,0.0124183415674966,12,0.8333333333333334
COPE,0.016993694120112344,13,0.6923076923076923
COPG,0.018325196687911837,10,0.8
COPG2,0.01342422242232479,16,0.6875
COPS2,0.03880754778663329,11,0.7272727272727273
COPS3,0.02006817561518884,11,0.8181818181818182
COPS4,0.030413309038023202,10,0.9
COPS5,0.034778942951842765,13,1.0
COPS6,0.01593162068516553,9,0.7777777777777778
COPS7A,0.017774649425104712,13,1.0
COPS7B,0.007797690438021088,12,0.9166666666666666
COPS8,0.022376476726196533,14,0.7857142857142857
COPZ1,0.013058652605043963,10,0.8
COPZ2,0.002213143257087328,2,0.0
COQ10A,0.01848548708872452,15,0.8666666666666667
COQ10B,0.014432652060175096,13,0.5384615384615384
COQ2,0.02721146649359906,8,0.875
COQ3,0.02794627744707666,9,0.6666666666666666
COQ4,0.027563645229720855,3,1.0
COQ5,0.026504618783915433,14,0.8571428571428571
COQ6,0.017540053955542298,16,0.6875
COQ7,0.02810487258838015,6,0.8333333333333334
COQ9,0.029331295088716968,4,1.0
CORIN,0.0322333405407128,7,1.0
CORO1A,0.023940888550274396,11,0.9090909090909091
CORO1B,0.02549354178415099,18,0.6111111111111112
CORO1C,-0.0002471910368547446,18,0.8888888888888888
CORO2A,0.020330138789320096,5,0.8
CORO2B,0.02128269248898921,9,1.0
CORO6,0.03547581251657757,5,0.8
CORO7,0.009055146058095253,7,0.7142857142857143
CORT,0.031760259082071945,9,0.8888888888888888
COTL1,0.02409057206332773,5,0.6
COX10,0.01841515342761708,10,0.8
COX11,0.017957583139462097,12,0.8333333333333334
COX15,0.019630246159668616,16,0.6875
COX16,0.02804527591868689,11,0.8181818181818182
COX17,0.032579194490340475,8,0.875
COX18,0.016401442586092493,11,0.5454545454545454
COX19,0.009592773577438842,10,0.6
COX4I1,0.024458712875935214,13,0.6923076923076923
COX4I2,0.02385235954597216,11,0.6363636363636364
COX4NB,0.013764927426883122,8,0.5
COX5A,0.014383467040676718,8,0.625
COX5B,0.02104781588067529,12,0.8333333333333334
COX6A1,0.024486746841455468,10,0.7
COX6A2,0.04479204199874262,5,1.0
COX6B1,0.019498410923285456,9,1.0
COX6B2,0.01269043830783771,12,0.5833333333333334
COX6C,0.025956096136848763,13,0.6923076923076923
COX7A1,0.008224054006675342,4,0.5
COX7A2,0.04113659513507485,9,1.0
COX7A2L,0.014862726046906399,13,0.7692307692307693
COX7B,0.06081893124661937,7,1.0
COX7B2,0.02517985682714432,13,0.5384615384615384
COX7C,0.03416666981988164,11,0.6363636363636364
COX8A,0.02271819271770517,9,0.8888888888888888
COX8C,0.02354540547830895,6,0.8333333333333334
CP,0.03584182198484327,3,0.3333333333333333
CP110,0.036256836818247706,13,0.7692307692307693
CPA1,-0.029666270147292027,7,0.8571428571428571
