symbol,delta,n_sonden,donorkons
TRIM43B,0.03173048978521977,3,1.0
TRIM44,0.02189108471664716,9,0.6666666666666666
TRIM45,0.013765042514357216,11,0.5454545454545454
TRIM46,0.01062703893973592,17,0.7058823529411765
TRIM47,0.02248133331009698,10,0.7
TRIM48,0.039550967771280726,2,1.0
TRIM49,0.023252300067508558,2,0.5
TRIM5,0.02162635080197894,11,0.6363636363636364
TRIM50,0.013373864776185273,16,0.5
TRIM52,0.007609144245450169,13,0.6153846153846154
TRIM53,0.07042577545547074,1,1.0
TRIM54,0.04724862065805121,9,0.8888888888888888
TRIM55,0.0307176664246283,5,0.8
TRIM56,0.026045664929184642,13,0.6923076923076923
TRIM58,0.017366537924619365,12,0.5833333333333334
TRIM59,0.020761638452468912,16,0.75
TRIM6,0.016627993834139678,14,0.6428571428571429
TRIM6-TRIM34,0.012042901353690575,10,0.7
TRIM60,0.023886367823254092,12,0.9166666666666666
TRIM61,0.033694696399161776,11,0.7272727272727273
TRIM62,0.02748424920967242,11,0.9090909090909091
TRIM63,0.03324717803653204,7,0.8571428571428571
TRIM64B,0.02924693026822725,2,0.5
TRIM65,-0.030804903081703368,9,0.7777777777777778
TRIM66,0.04547543135010974,7,0.8571428571428571
TRIM67,0.02313249374727299,13,0.7692307692307693
TRIM68,0.03245799948458091,11,0.9090909090909091
TRIM69,0.020573763599409704,6,1.0
TRIM7,0.027415531470927245,19,0.8421052631578947
TRIM71,0.008216071384990446,12,0.5
TRIM72,0.028077385801751134,4,1.0
TRIM73,0.00765341367104857,5,0.8
TRIM74,0.00765341367104857,5,0.8
TRIM75,0.04077517694066457,4,1.0
TRIM77,0.03415182183275446,2,1.0
TRIM78P,0.020160418511772207,4,0.75
TRIM8,0.024651081809028672,9,0.7777777777777778
TRIM9,0.019439138181805104,14,0.7857142857142857
TRIML1,0.017648936678374864,6,0.6666666666666666
TRIML2,0.021880587811957397,4,0.75
TRIO,0.007587265196388518,5,0.4
TRIOBP,0.012496668151657989,21,0.8095238095238095
TRIP10,-0.008507988738684589,6,0.6666666666666666
TRIP11,0.023912357988634274,9,1.0
TRIP12,0.02187192184528071,18,0.7222222222222222
TRIP13,0.007450037201250658,15,0.4666666666666667
TRIP4,0.030033093647245407,5,0.8
TRIP6,0.006092498795109469,10,0.9
TRIT1,0.033906319603573265,9,0.6666666666666666
TRMT1,0.015356877866886625,15,0.8
TRMT11,0.02057395900345364,11,0.6363636363636364
TRMT112,0.011509082599613538,18,0.6666666666666666
TRMT12,0.01813894472655923,9,0.6666666666666666
TRMT2A,0.01803793293663527,14,0.5714285714285714
TRMT2B,0.032153277841622245,13,0.9230769230769231
TRMT5,0.016961647477090388,8,0.75
TRMT6,0.01646845041143397,14,0.7857142857142857
TRMT61A,0.0207613243600389,8,0.625
TRMT61B,0.025719692301682574,12,0.9166666666666666
TRMU,0.011644102484364484,12,0.6666666666666666
TRNAU1AP,0.02920521478586214,8,0.875
TRNP1,0.010917552899790867,16,0.6875
TRNT1,0.018472317863638083,14,0.7857142857142857
TRO,0.0477541123528873,4,1.0
TROAP,0.014689467214866912,13,0.7692307692307693
TROVE2,0.028430004908271793,17,0.7647058823529411
TRPA1,0.009203170428492516,12,0.5833333333333334
TRPC1,0.009464201228636124,7,0.8571428571428571
TRPC2,0.0386266456971814,5,1.0
TRPC3,0.025168134922017842,19,0.7368421052631579
TRPC4,0.018895315837410005,18,0.6666666666666666
TRPC4AP,0.01985306867332678,12,0.75
TRPC5,0.04035508680449278,10,0.8
TRPC6,0.036800866124571875,10,0.8
TRPC7,0.047224629990642995,7,0.8571428571428571
TRPM1,0.041472898665049426,16,0.9375
TRPM2,0.03855378818643573,7,0.8571428571428571
TRPM3,0.021948461702204266,4,0.75
TRPM4,0.010533410381271601,4,1.0
TRPM5,0.028906628959690095,18,0.9444444444444444
TRPM6,0.023342539017280357,3,0.6666666666666666
TRPM7,0.02709527028708189,8,1.0
TRPM8,0.04932085136797557,4,1.0
TRPS1,0.022018037949849162,25,0.64
TRPT1,0.02018995774556757,14,0.7857142857142857
TRPV1,0.0280059266748497,29,0.9310344827586207
TRPV2,0.04651424736059358,5,1.0
TRPV3,0.030572750118945318,8,0.75
TRPV4,-0.06112251110502796,15,0.8666666666666667
TRPV5,0.04410553281999415,3,1.0
TRPV6,0.04198153671863617,6,1.0
TRRAP,0.0267997799595577,11,0.9090909090909091
TRUB1,0.03650201065799327,9,0.8888888888888888
TRUB2,0.019874421223821017,3,0.6666666666666666
TRYX3,0.060111413375758815,1,1.0
TSC1,0.029991938158430986,8,1.0
TSC2,0.016328977918621784,10,0.8
TSC22D1,0.023701014303839463,22,0.6818181818181818
TSC22D2,0.027189825990537007,11,0.9090909090909091
TSC22D3,0.02921537976174461,23,0.8695652173913043
TSC22D4,0.018440615548139107,11,0.8181818181818182
TSEN15,0.022474562703513085,5,0.8
TSEN2,0.0190406987471067,13,0.7692307692307693
TSEN34,0.009651693342561793,21,0.6190476190476191
TSEN54,0.012348825664770132,10,0.9
TSFM,0.015004187655690417,9,0.5555555555555556
TSG1,0.05797528312209507,1,1.0
TSG101,0.026088487293303892,9,0.4444444444444444
TSGA10,0.023156037904701603,34,0.7058823529411765
TSGA10IP,0.04352830366361147,5,0.8
TSGA13,0.04147465778553118,4,0.75
TSGA14,0.011394530429851382,10,0.8
TSHB,0.05986830460095349,1,1.0
TSHR,0.03307036869985061,12,0.75
TSHZ1,0.014315472406196506,16,0.8125
TSHZ2,0.01538140753781118,10,0.4
TSHZ3,0.014165907903757553,9,0.5555555555555556
TSIX,0.02853029567638153,2,0.5
TSKS,0.02568892615721826,5,1.0
TSKU,0.013184313231454596,16,0.875
TSLP,0.018206536570756094,15,0.7333333333333333
TSN,0.02933462853859278,7,1.0
TSNARE1,0.027960447836251436,45,0.7777777777777778
TSNAX,0.011021343355048186,12,0.75
TSNAX-DISC1,0.012368634228886314,11,0.7272727272727273
TSNAXIP1,0.00944427372725439,12,0.6666666666666666
TSPAN1,0.015182840158106895,8,0.875
TSPAN10,0.025696399303600292,7,0.7142857142857143
TSPAN11,0.038516743285797,7,1.0
TSPAN12,0.03858116339350463,10,0.9
TSPAN13,0.020037326748958077,10,0.7
TSPAN14,0.03763246310022203,17,0.9411764705882353
TSPAN15,0.030892744111115304,8,0.875
TSPAN16,0.04056647372963608,7,1.0
TSPAN17,0.017825111637067258,11,1.0
TSPAN18,0.038035900098101746,36,0.9166666666666666
TSPAN19,0.04048007459242124,10,0.5
TSPAN2,0.01698102357945099,9,0.7777777777777778
TSPAN3,0.0267577197461353,5,0.8
TSPAN31,0.027190887691652975,10,0.9
TSPAN32,0.004576045257462632,31,0.9354838709677419
TSPAN33,0.024749778587337085,8,0.875
TSPAN4,0.01754456513033664,45,0.7555555555555555
TSPAN5,0.013263345887693364,7,0.7142857142857143
TSPAN6,0.04059237868381021,8,0.875
TSPAN7,0.024276377305983088,7,0.7142857142857143
TSPAN8,0.05414793493459199,6,0.6666666666666666
TSPAN9,0.01838243067082221,42,0.6904761904761905
TSPO,0.016533187407373213,13,0.8461538461538461
TSPO2,0.04201353751851641,7,0.8571428571428571
TSPY1,0.03765620720522096,3,0.6666666666666666
TSPY2,0.04164619450387449,4,0.5
TSPY3,0.04559228794691343,2,1.0
TSPY4,0.048390537148544514,7,0.42857142857142855
TSPYL1,0.030628963296504424,18,0.8888888888888888
TSPYL2,0.030910123508034747,10,0.8
TSPYL3,0.014015954522717766,5,0.8
TSPYL4,0.02700202695836921,13,0.7692307692307693
TSPYL5,0.012566154682412184,15,0.8
TSPYL6,0.030418410452278815,12,0.8333333333333334
TSR1,0.0150229692370118,10,0.6
TSR2,0.045616109420013144,10,0.9
TSSC1,0.014198295962386944,15,0.7333333333333333
TSSC4,0.024892754557689696,38,0.9473684210526315
TSSK1B,0.03928631476650114,14,0.9285714285714286
TSSK2,0.03760425462946381,13,1.0
TSSK3,0.01791079096786395,13,0.6923076923076923
TSSK4,0.01729108967173839,5,0.4
TSSK6,0.02778993486447933,20,0.75
TST,0.017939484153394743,5,0.8
TSTA3,0.014124767082856916,8,0.5
TSTD1,0.011434987965771906,10,0.8
TSTD2,0.029202672193765117,10,0.8
TTBK1,0.01650672412025013,9,0.3333333333333333
TTBK2,0.018090477749027264,18,0.5555555555555556
TTC1,0.01292343394368578,10,0.9
TTC12,0.00977996748683273,13,0.6153846153846154
TTC13,0.02072866325257804,12,0.8333333333333334
TTC14,0.02205410228509122,11,0.8181818181818182
TTC15,0.02069570309612655,15,0.7333333333333333
TTC16,0.02771758775714539,5,1.0
TTC17,0.014648048136072752,10,0.7
TTC18,0.0247794733233579,13,0.6923076923076923
TTC19,0.013501037121434648,12,0.5833333333333334
TTC21A,0.007853351963218154,14,0.42857142857142855
TTC21B,0.02466299786712164,7,0.7142857142857143
TTC22,0.019104411156716104,11,0.8181818181818182
TTC23,0.03773006650780872,9,0.4444444444444444
TTC23L,0.024674558826404878,12,0.8333333333333334
TTC24,0.0440239633734654,9,0.7777777777777778
TTC25,0.021053016915722554,9,0.8888888888888888
TTC26,0.024988861324770996,11,0.7272727272727273
TTC27,0.02024078024342567,15,0.8666666666666667
TTC28,0.037230707740299386,3,1.0
TTC29,0.02672538796347257,10,0.8
TTC3,0.014230975797487787,16,0.75
TTC30A,0.022483669479740235,11,0.7272727272727273
TTC30B,0.023338023104366057,15,0.9333333333333333
TTC31,0.007451419171345982,8,0.5
TTC32,0.025188579630753438,13,0.7692307692307693
TTC33,0.020278644862648902,13,0.5384615384615384
TTC35,0.022933131745594724,8,0.625
TTC36,0.03081752752731825,5,0.8
TTC37,0.024392776144792343,18,0.7222222222222222
TTC38,0.025516704620747205,10,0.7
TTC39A,0.03884740981070491,9,1.0
TTC39B,0.02425490650943235,6,0.3333333333333333
TTC39C,-0.05205536860937362,20,0.75
TTC3L,0.03781221819411489,4,0.75
TTC4,0.024460110633321177,10,0.7
TTC5,0.024574782532729614,3,0.6666666666666666
TTC7A,0.018723836230051735,6,0.8333333333333334
TTC7B,0.023048428177297044,6,0.8333333333333334
TTC8,0.026159540243301437,9,1.0
TTC9,0.034050527793342784,7,0.7142857142857143
TTC9B,0.027384664734065665,8,1.0
TTC9C,0.026115080019953097,17,0.8823529411764706
TTF1,0.030871527473791426,7,0.7142857142857143
TTF2,0.023062330450404695,6,0.8333333333333334
TTK,0.01229799655392993,14,0.7142857142857143
TTL,0.020757974392216938,8,0.875
TTLL1,0.02162000092644913,15,0.7333333333333333
TTLL10,0.02474434999801925,27,0.8888888888888888
TTLL11,0.0324751284814242,4,1.0
TTLL12,0.009877659490667424,4,0.5
TTLL13,0.029550467911256553,11,0.6363636363636364
TTLL2,0.053530363035134615,6,1.0
TTLL3,0.015674955734639003,12,0.75
TTLL4,0.0221755102081959,16,0.75
TTLL5,0.016443859417428496,12,0.6666666666666666
TTLL6,0.019804377914436604,18,0.6666666666666666
TTLL7,0.012208022874231644,14,0.5714285714285714
TTLL8,0.024173126493924144,8,0.5
TTLL9,0.017116354011382465,15,0.6666666666666666
TTN,0.03385996490854391,4,0.75
TTPA,0.006836887476340386,10,0.5
TTPAL,0.023993600795590278,12,0.9166666666666666
TTR,0.06193317667604693,4,1.0
TTRAP,0.0062023478682793325,10,0.4
TTTY10,0.00797018787083846,2,0.0
TTTY13,0.07421461918137585,2,1.0
TTTY14,0.030997098407002776,5,0.4
TTTY15,0.025231415883076046,6,0.5
TTTY16,0.06431890076392449,1,1.0
TTTY18,0.06772588373256984,3,1.0
TTTY19,0.041213910510542816,3,0.6666666666666666
TTTY20,0.059707102996372545,4,0.5
TTTY23,0.03363893717828273,3,0.3333333333333333
TTTY4,0.044969597810518874,1,1.0
TTTY4B,0.044969597810518874,1,1.0
TTTY4C,0.044969597810518874,1,1.0
TTTY5,-0.0471802665390742,1,1.0
TTTY8,0.07481496174432756,2,1.0
TTTY8B,0.07481496174432756,2,1.0
TTYH1,0.021522996680173927,8,0.75
TTYH2,0.029002594796338533,23,0.782608695652174
TTYH3,0.018466932147305878,8,0.5
TUB,0.03104276301665749,16,0.875
TUBA1A,0.023840707995937224,9,1.0
TUBA1B,0.01393875731532709,10,0.8
TUBA1C,0.01713722550635335,12,0.9166666666666666
TUBA3C,0.02833455779239696,11,0.7272727272727273
TUBA3D,0.019105864284513933,7,1.0
TUBA3E,0.012916192812364113,9,0.6666666666666666
TUBA4A,0.01198605042554544,10,0.8
TUBA4B,-0.004906505823980458,7,1.0
TUBA8,0.020140693096901835,8,0.75
TUBAL3,0.020619535180217856,4,0.25
TUBB,0.022129684022351048,23,0.6956521739130435
TUBB1,-0.04321709019884253,6,0.8333333333333334
TUBB2A,0.015538534781177865,9,0.6666666666666666
TUBB2B,0.021188802201394102,9,0.5555555555555556
TUBB2C,0.011150075002410421,3,0.6666666666666666
TUBB3,0.018068285297538945,5,1.0
TUBB4,0.024421425665549747,7,0.7142857142857143
TUBB4Q,0.009464855382971041,7,0.7142857142857143
TUBB6,0.024731694439125346,5,0.8
TUBB8,0.023122375563092556,12,0.8333333333333334
TUBBP5,0.05245592884353989,1,1.0
TUBD1,0.017071840686829105,17,0.6470588235294118
TUBE1,0.030951204155609435,12,0.8333333333333334
TUBG1,0.01519336265574855,21,0.7619047619047619
TUBG2,0.020949477560664224,8,1.0
TUBGCP2,0.015338496339942633,31,0.6451612903225806
TUBGCP3,0.022810660744603844,12,0.9166666666666666
TUBGCP4,0.02435514176479269,13,0.8461538461538461
TUBGCP5,0.021325721312267072,8,0.875
TUBGCP6,0.013197694687225432,15,0.7333333333333333
TUFM,0.01318860437620272,10,0.6
TUFT1,0.016683199080454094,6,0.6666666666666666
TUG1,0.027000754047566255,10,1.0
TULP1,0.04372887908853108,4,1.0
TULP2,0.013395619082257986,14,0.7857142857142857
TULP3,0.00524046434589547,12,0.5833333333333334
TULP4,0.004371004145019082,12,0.5833333333333334
TUSC1,0.03068228429299333,6,0.8333333333333334
TUSC2,0.02053741820685575,10,0.8
TUSC3,0.024145748541319255,8,0.875
TUSC4,0.015529036917024015,17,0.9411764705882353
TUSC5,0.03233101693133793,5,0.8
TUT1,0.015363203360235847,12,0.8333333333333334
TWF1,0.027477625116450407,8,0.75
TWF2,-0.032462556067465606,8,0.625
TWIST1,0.020871704462570265,31,0.7741935483870968
TWIST2,0.0424415927489641,5,1.0
TWISTNB,0.011262768602046152,11,0.45454545454545453
TWSG1,0.01585345286284395,11,0.5454545454545454
TXK,0.01710738204717922,5,1.0
TXLNA,0.01719479484037601,16,0.8125
TXLNB,0.025571818775325425,4,0.5
TXN,0.016789366545269524,4,1.0
TXN2,0.005541617675692547,10,0.6
TXNDC11,0.008313869350559921,12,0.4166666666666667
TXNDC12,0.01844515074780736,11,0.8181818181818182
TXNDC15,0.010821797588880513,9,0.6666666666666666
TXNDC16,0.022223490071208038,13,0.6153846153846154
TXNDC17,0.01868810216421871,16,0.75
TXNDC2,-0.0016666506359482025,6,0.6666666666666666
TXNDC3,0.022741758224488057,7,0.5714285714285714
TXNDC5,0.015058225192813739,13,0.6153846153846154
TXNDC6,0.021182143404972882,16,0.8125
TXNDC8,-0.10006626084658593,1,1.0
TXNDC9,0.018251917618796604,18,0.6111111111111112
TXNIP,0.02057004751263862,17,0.7647058823529411
TXNL1,0.01995947699459685,11,0.6363636363636364
TXNL4A,0.02119672538371885,9,0.6666666666666666
TXNL4B,0.025214502586553608,23,0.9130434782608695
TXNRD1,0.019953884346818787,39,0.6666666666666666
TXNRD2,0.017789023278178346,8,0.625
TXNRD3IT1,0.028646139541636313,8,1.0
TYK2,0.017776327438173044,12,0.9166666666666666
TYMP,0.0035594062934509703,11,0.45454545454545453
TYMS,0.022739227172317685,10,0.8
TYR,0.04927252312335566,2,1.0
TYRO3,0.0032850738506950625,10,1.0
TYRO3P,0.016364548154099285,6,0.8333333333333334
TYROBP,0.037533350140579944,7,0.8571428571428571
TYRP1,0.03261509050669309,2,0.0
TYSND1,0.02570855100479054,13,1.0
TYW1,0.02175239015635682,14,0.9285714285714286
TYW1B,0.02506101640219611,12,0.8333333333333334
TYW3,0.01934656867628643,10,0.9
U2AF1,0.013962536095039313,15,0.5333333333333333
U2AF1L4,0.02505688073602671,10,0.9
U2AF2,0.012818027667641103,12,0.6666666666666666
U58,0.024084975498859518,4,0.75
UACA,0.0062367460010379775,15,0.5333333333333333
UAP1,0.01480898846990498,15,0.7333333333333333
UAP1L1,0.026310884278996197,3,1.0
UBA1,0.026395331381026694,28,0.75
UBA2,0.025137915784105548,8,0.875
UBA3,0.023373094194998924,4,1.0
UBA5,0.02204826543812322,17,0.8235294117647058
UBA52,0.013925146715970012,12,0.75
UBA6,0.030124584696217937,10,0.9
UBA7,0.03211354863231469,5,1.0
UBAC1,0.049108441289921784,4,1.0
UBAC2,0.015570372117395821,17,0.7647058823529411
UBAP1,0.02340515817104752,5,0.8
UBAP2,0.03636878079797676,8,1.0
UBAP2L,0.017491207161289973,18,0.7777777777777778
UBASH3A,0.04630655611165498,7,0.8571428571428571
UBASH3B,0.0193508970073064,9,0.7777777777777778
UBB,0.03286642719610924,14,1.0
UBC,0.018707914692247512,9,0.6666666666666666
UBD,0.05898023450328006,5,1.0
UBE2A,-0.004428770069733533,13,0.46153846153846156
UBE2B,0.015499036903839258,10,0.5
UBE2C,0.02365825488180459,20,0.9
UBE2CBP,0.02486417484898715,12,0.8333333333333334
UBE2D1,0.02247599291221916,10,0.7
UBE2D2,0.013457415310830667,16,0.6875
UBE2D3,0.018573328869484897,32,0.71875
UBE2D4,0.01991578812671665,8,0.875
UBE2DNL,0.036161516267748745,2,0.5
UBE2E1,0.022559845017155532,11,0.6363636363636364
UBE2E2,0.03066244418891117,15,1.0
UBE2E3,0.016648970651478516,8,0.5
UBE2F,0.016507796522231742,13,0.7692307692307693
UBE2G1,0.014879065077867727,10,0.5
UBE2G2,0.022429796597471203,12,0.75
UBE2H,0.020960935863476034,8,0.875
UBE2I,0.012181724898810758,21,0.8571428571428571
UBE2J1,0.01275455910354224,8,0.625
UBE2J2,0.011817490056492961,19,0.9473684210526315
UBE2K,0.016386650017910207,10,0.5
UBE2L3,0.02874553114971416,10,0.9
UBE2L6,0.016127418378362634,14,0.8571428571428571
UBE2M,0.013750137675062845,15,0.9333333333333333
UBE2MP1,0.0515995354583006,3,1.0
UBE2N,0.016373267443106257,11,0.7272727272727273
UBE2O,0.02599850618704907,7,0.8571428571428571
UBE2Q1,0.008207031733304497,9,0.6666666666666666
UBE2Q2,0.014503156939415866,7,0.7142857142857143
UBE2QL1,-0.010315633285232035,6,0.6666666666666666
UBE2QP1,0.020140299100949166,6,0.6666666666666666
UBE2R2,0.029826717502879973,3,1.0
UBE2S,0.019366384831950446,6,1.0
UBE2T,0.023833981812043024,9,0.6666666666666666
UBE2U,0.02236684814186371,12,0.9166666666666666
UBE2V1,0.020552966982341807,16,0.75
UBE2V2,0.015140710664253995,7,0.8571428571428571
UBE2W,0.01215008271066344,8,0.375
UBE2Z,0.017253614510929948,9,0.8888888888888888
UBE3A,0.017363437176238332,27,0.6666666666666666
UBE3B,0.022002466994287914,16,0.9375
UBE3C,0.009853093618351898,6,0.6666666666666666
UBE4A,0.024154953152095576,14,0.7857142857142857
UBE4B,0.02641982431463894,11,0.6363636363636364
UBFD1,0.013642061246781549,16,0.6875
UBIAD1,0.021364368317212452,11,1.0
UBL3,0.01578545308808556,12,0.75
UBL4A,0.017903538363696153,8,0.75
UBL4B,0.03713845630044371,8,1.0
UBL5,0.01638943079257127,12,0.8333333333333334
UBL7,0.019782611869526134,15,1.0
UBLCP1,0.024629740272154286,14,0.8571428571428571
UBN1,0.021076253111272834,16,0.875
UBN2,0.013833346901040502,5,0.6
UBOX5,0.020226840505455267,19,0.6842105263157895
UBP1,0.011825746611002387,11,0.8181818181818182
UBQLN1,0.033047734228540265,4,1.0
UBQLN2,0.022860113116999776,13,0.6153846153846154
UBQLN3,0.040104906521294004,4,1.0
UBQLN4,0.01371671169212895,12,0.8333333333333334
UBQLNL,0.040251422550216596,5,1.0
UBR1,0.02215146347436663,10,0.7
UBR2,0.02068756711500205,9,0.6666666666666666
UBR3,0.017228374619945475,10,0.7
UBR4,0.02355820115997868,5,1.0
UBR5,0.013051714278106969,5,0.6
UBR7,0.01726905173229372,8,0.625
UBTD1,0.021583762705592324,16,0.8125
UBTD2,0.01079464760106438,9,0.5555555555555556
UBTF,0.01527325009643954,29,0.8275862068965517
UBTFL1,0.0690279289727424,1,1.0
UBXN1,0.013725575052291732,11,0.9090909090909091
UBXN10,0.03708547919314797,11,0.8181818181818182
UBXN11,0.024406487155494847,26,0.8076923076923077
UBXN2A,0.0212741770058613,12,0.75
UBXN2B,0.025959372919877644,6,0.8333333333333334
UBXN4,0.018908253067415583,6,0.8333333333333334
UBXN6,-0.017652091246978037,10,0.8
UBXN7,0.023976795170155434,8,0.625
UBXN8,0.02956127408317121,8,0.875
UCA1,0.03401541478627129,2,1.0
UCHL1,0.010204891306877312,6,0.8333333333333334
UCHL3,0.017746499264821313,10,0.7
UCHL5,0.024789583524458134,13,0.7692307692307693
UCK1,0.029624329154283296,5,0.8
UCK2,0.020231674483682956,4,1.0
UCKL1,0.017446652444448815,4,0.75
UCKL1AS,0.014572279710298655,3,1.0
UCMA,0.047033162107054424,5,1.0
UCN,0.026590105259297555,11,0.8181818181818182
UCN2,-0.1540538411801259,5,1.0
UCN3,0.04192076018521835,11,0.8181818181818182
UCP1,0.013000011357032264,13,0.5384615384615384
UCP2,0.01670445201659232,11,0.7272727272727273
UCP3,0.03573088561776121,7,1.0
UCRC,0.018064243859257555,14,0.8571428571428571
UEVLD,0.02368423588057162,9,0.8888888888888888
UFC1,0.01342356960213589,10,0.7
UFD1L,0.0236312095524415,16,1.0
UFM1,0.029466202509940236,7,0.8571428571428571
UFSP1,0.020713417760960345,12,0.9166666666666666
UFSP2,0.019048999473870572,11,0.7272727272727273
UGCG,0.03590458114354905,4,1.0
UGDH,0.01576301626356468,17,0.9411764705882353
UGGT1,0.02360116320098175,8,0.75
UGGT2,0.01877698370610673,12,0.6666666666666666
UGP2,0.017670005976597538,27,0.7037037037037037
UGT1A1,0.03871976109452165,7,0.8571428571428571
UGT1A10,0.04222308743159974,5,0.8
UGT1A3,0.036566638999263816,6,0.6666666666666666
UGT1A4,0.052609876850843416,6,1.0
UGT1A5,0.040092457583296444,7,1.0
UGT1A6,0.04440502165520315,8,1.0
UGT1A7,0.044550161254467,4,1.0
UGT1A8,0.04180177288934082,4,1.0
UGT1A9,0.051308153310067696,4,1.0
UGT2A1,0.024429011537200063,3,0.6666666666666666
UGT2A2,0.0684940986526798,1,1.0
UGT2A3,0.0275050209023448,2,0.5
UGT2B10,0.0207767705184711,1,0.0
UGT2B11,0.06615915589108223,1,1.0
UGT2B15,0.03774865517670498,8,0.625
UGT2B17,0.031106564119869222,4,0.5
UGT2B4,0.014077539920402948,1,0.0
UGT2B7,0.050706493114822254,2,1.0
UGT3A1,0.03137308376423927,5,1.0
UGT3A2,0.03618876269895056,6,0.8333333333333334
UGT8,0.02271841123296945,17,0.7058823529411765
UHMK1,0.023035742067421452,12,0.75
UHRF1,0.013877240223420444,16,0.6875
UHRF1BP1,0.022630073932323552,8,0.75
UHRF1BP1L,0.019337408046301498,14,0.6428571428571429
UHRF2,0.016690656956961772,6,1.0
UIMC1,0.015097538959514482,11,0.6363636363636364
ULBP1,0.03294515386561162,8,0.875
ULBP2,0.015276775328791667,10,0.8
ULBP3,0.017773260744604006,9,0.7777777777777778
ULK1,0.012052601606035772,10,0.8
ULK2,0.021616607956061573,11,0.7272727272727273
ULK3,0.013405031985855211,5,0.6
ULK4,0.02001343515521227,18,0.8888888888888888
UMOD,0.04008328041843034,3,0.6666666666666666
UMODL1,0.044935222553370895,7,1.0
UMPS,0.016271461285379322,8,0.625
UNC119,0.024544541288393163,5,0.8
UNC119B,0.000811022817176036,11,0.7272727272727273
UNC13A,0.02544222922138065,7,0.7142857142857143
UNC13B,0.012127346948516823,4,0.25
UNC13C,0.06393482310105417,4,1.0
UNC13D,-0.0048099957329486775,9,1.0
UNC45A,0.02304598360019419,30,0.7333333333333333
UNC45B,0.04331259328789124,6,1.0
UNC50,0.014680087213440666,13,0.6923076923076923
UNC5A,0.017467991785899112,5,0.8
UNC5B,0.009611306333124877,10,0.7
UNC5C,0.016209223015553654,13,0.6923076923076923
UNC5CL,-0.028190211040265905,7,0.8571428571428571
UNC5D,0.015377935179938436,6,0.5
UNC80,0.013294259128367082,9,0.4444444444444444
UNC84A,0.006892647990050641,29,0.7586206896551724
UNC84B,0.020816695628874064,11,0.6363636363636364
UNC93A,0.062194734793469875,6,1.0
UNC93B1,0.03457965246551002,5,0.8
UNCX,0.020268373127307095,13,0.8461538461538461
UNG,0.018135391827548076,18,0.8888888888888888
UNK,0.025205272922948628,10,1.0
UNKL,0.018045071931658066,37,0.7027027027027027
UOX,0.029114691213946574,5,0.8
UPB1,0.006503236348092414,16,0.5
UPF1,0.010047596004283772,8,0.875
UPF2,0.027628241426093093,22,0.9545454545454546
UPF3A,0.013925945509396982,5,0.6
UPF3B,0.04277603118437727,13,0.8461538461538461
UPK1A,0.030194556625316244,7,1.0
UPK1B,0.02858666863913035,7,1.0
UPK2,0.033659884552116076,4,1.0
UPK3A,0.013290444056029119,10,1.0
UPK3B,0.027789762908003477,3,0.3333333333333333
UPP1,0.016772399333010224,20,0.8
UPP2,0.03670544432979622,3,0.6666666666666666
UPRT,0.0488148008508988,8,1.0
UQCC,0.007376344707349088,11,0.45454545454545453
UQCR,0.015990812390027524,10,0.6
UQCRB,0.019253373948015205,9,0.7777777777777778
UQCRC1,0.009304995517820916,6,0.8333333333333334
UQCRC2,0.024116098465619202,10,0.9
UQCRFS1,0.02170395247210264,10,0.6
UQCRH,0.0233847886655769,13,0.9230769230769231
UQCRHL,0.021976485849236223,6,0.6666666666666666
UQCRQ,0.023612952847221626,11,0.9090909090909091
URB1,0.019630312487011962,7,0.8571428571428571
URB2,0.015101143388743106,11,0.8181818181818182
URGCP,0.014421835263095891,24,0.75
URM1,0.041088725853034455,2,1.0
UROC1,0.03673936290985141,7,0.8571428571428571
UROD,0.015784656999505816,11,0.7272727272727273
UROS,0.02843054045507177,18,0.9444444444444444
USE1,0.011683286583175601,8,0.625
USF1,0.03126105641900951,12,0.8333333333333334
USF2,0.014392379182291385,8,0.875
USH1C,0.011176147991111005,11,0.45454545454545453
USH1G,0.02160208978487844,19,0.7368421052631579
USH2A,0.04771399187341413,2,1.0
USHBP1,0.0193500081992396,3,1.0
USMG5,0.013072315588586141,21,0.6666666666666666
USO1,0.01953119363897796,9,0.8888888888888888
USP1,0.015141174801459583,20,0.6
USP10,0.02292458058616818,5,0.8
USP11,0.014661650745637763,6,0.5
USP12,0.013349986716639346,8,0.875
USP13,0.013989226401543816,7,0.7142857142857143
USP14,0.025764949410593662,8,0.625
USP15,0.023168926065536357,11,0.9090909090909091
USP16,0.023257314270336255,10,0.8
USP17,0.015461901359086594,2,0.5
USP17L2,0.02990196765967812,5,1.0
USP18,0.011924406986407371,12,0.75
USP19,0.01613989128784724,13,0.8461538461538461
USP2,0.0028208349265376343,22,0.7272727272727273
USP20,0.03163728977509513,10,1.0
USP21,0.004705079181911778,13,0.5384615384615384
USP22,0.03088692525786431,8,1.0
USP24,0.030736586710867906,6,0.6666666666666666
USP25,0.02635407611488319,3,0.6666666666666666
USP26,0.08992195898600103,1,1.0
USP27X,0.032128406873310145,10,0.8
USP28,0.021772353028568357,5,0.8
USP29,0.03555952183889167,26,0.7692307692307693
USP3,0.021201566459217298,14,0.8571428571428571
USP30,0.02974386658973866,7,0.7142857142857143
USP31,0.00937058140998116,8,0.375
USP32,0.023663973017619112,7,1.0
