datensatz,bestanden,n_a,n_b,kontrast,null_mittel,null_sd,z,p,mde80
GSE129266,True,12,10,-0.02880211686778754,-0.00010398869430207862,0.007349068296933217,-3.9050022416394277,1.0,0.02047340253711093
