symbol,delta,n_sonden,donor_konsistent
EXOC7,0.01327178833333333,2,0.0
EXOC8,-0.042603803333333336,2,0.5
EXOSC1,-0.04661225,1,1.0
EXOSC10,-0.02037583566666667,2,0.5
EXOSC2,-0.019112534999999996,2,0.5
EXOSC4,-0.013278763333333332,2,0.5
EXOSC5,0.0025711866666666672,2,0.0
EXOSC6,-0.05316710499999999,2,0.5
EXOSC7,-0.003962418333333334,2,0.5
EXOSC9,0.005783943333333334,2,0.0
EXPH5,0.005152043333333336,2,1.0
EXT1,0.005653315,1,1.0
EXT2,0.02658810166666667,2,0.5
EXTL1,0.0033544166666666696,2,0.0
EXTL2,-0.0022380366666666617,2,0.5
EXTL3,0.02562176666666666,1,1.0
EYA1,-0.00012282666666666667,2,0.5
EYA2,-0.025972555000000005,2,1.0
EYA3,-0.024561975000000003,2,1.0
EYA4,-0.07019253866666667,5,0.4
EZH1,0.0049900966666666675,2,0.0
EZH2,-0.05810573,1,1.0
Ells1,-0.057722133333333356,2,0.5
F10,-0.014623783333333343,2,0.5
F11,-0.10749611666666667,2,1.0
F11R,-0.050977816666666675,2,0.5
F12,0.003313233333333332,2,1.0
F13A1,0.014111763000000003,2,0.0
F2,0.0020220499999999975,2,1.0
F25965,0.0023695883333333333,2,0.5
F2R,-0.01566676,2,0.5
F2RL1,-0.02347633333333333,1,1.0
F2RL2,0.019435803333333335,2,1.0
F2RL3,0.03222451666666666,2,0.0
F3,0.015804088333333334,2,1.0
F5,-0.030133473333333334,2,0.5
F7,0.02572233333333333,1,0.0
F8,-0.008770013333333332,1,0.0
F8A1,0.21721985666666666,2,0.5
F9,-0.04721396666666666,1,1.0
FA2H,-0.007494986666666667,2,0.0
FAAH,0.02937609999999999,1,0.0
FABP1,-0.06783739999999996,2,0.5
FABP2,-0.042878866666666675,2,0.0
FABP3,0.001695622999999999,2,1.0
FABP4,-0.10944446666666667,1,0.0
FABP5,-0.07703778833333333,2,1.0
FABP6,-0.03234581666666667,2,0.5
FABP7,-0.01956805000000002,2,0.0
FADD,0.0031862216666666662,2,0.5
FADS1,0.004242613333333334,2,0.0
FADS2,-0.014260583333333333,2,0.5
FADS3,0.017839213333333336,2,0.5
FAF1,0.014316006666666669,2,1.0
FAH,0.0485158825,2,0.5
FAHD1,-0.043968833333333346,1,1.0
FAHD2A,0.03354527016666666,2,0.5
FAIM,-0.015224677999999997,2,0.5
FAIM2,-0.01741051833333336,2,0.5
FAIM3,-0.07785916666666666,2,0.5
FALZ,0.006028052166666668,2,0.0
FAM100A,0.0031273399999999963,2,0.0
FAM100B,0.002956168333333334,2,0.5
FAM101A,-0.09609148333333335,2,0.5
FAM103A1,0.0028109166666666673,2,1.0
FAM104A,-0.014260166666666668,2,0.5
FAM105A,0.0003140316666666665,2,1.0
FAM106A,0.003518383333333347,2,0.0
FAM107A,0.003238866666666669,2,0.5
FAM107B,-0.05578289999999998,2,0.5
FAM109A,-0.006176005,2,0.5
FAM10A4,-0.06535035,2,1.0
FAM111A,-0.004672216666666667,2,0.5
FAM111B,0.004544858333333334,2,0.5
FAM112A,-0.08152428333333332,2,0.5
FAM112B,-0.010338133333333352,2,0.5
FAM113A,-0.06480456666666667,1,1.0
FAM113B,-0.023323266666666696,2,0.5
FAM11A,0.08764867333333334,2,0.0
FAM12A,-0.04328509999999993,1,0.0
FAM12B,-0.03186780000000002,2,0.5
FAM13A1,0.003395491666666667,2,0.0
FAM13C1,-0.019137766666666667,2,1.0
FAM14A,0.0043554383333333346,2,0.5
FAM14B,0.0111216,2,0.0
FAM18B2,0.017236190000000005,2,1.0
FAM19A2,-0.009315661666666662,2,0.0
FAM19A3,-0.032734983333333335,2,0.5
FAM19A4,-0.0011407833333333334,2,0.0
FAM20A,0.023169732666666665,2,0.5
FAM20B,-0.009293833333333348,2,0.0
FAM26B,0.00036790450000000023,2,0.5
FAM26C,0.012944116666666691,2,0.0
FAM29A,-0.021218411666666662,2,0.0
FAM32A,0.006903964999999998,2,0.0
FAM35A,0.01464561333333334,1,0.0
FAM38A,-0.015373000000000006,1,1.0
FAM38B,-0.06197548333333334,2,1.0
FAM3A,0.022920760000000002,2,0.0
FAM3B,-0.0028890316666666687,2,0.5
FAM3C,-0.00029389833333333696,2,0.0
FAM3D,0.00033544999999997804,2,0.0
FAM43B,-0.02940903833333333,2,0.0
FAM44A,-0.030714036666666666,2,1.0
FAM44B,0.0017724926666666675,2,0.0
FAM45A,0.013818127,1,1.0
FAM46B,-0.031638266833333324,2,1.0
FAM46C,-0.028779192666666665,2,0.5
FAM47B,-0.029237349999999992,2,0.5
FAM48A,0.017801378333333333,2,0.0
FAM49A,0.010805090000000002,2,0.5
FAM49B,-0.02350452666666666,2,1.0
FAM50A,0.06265556500000002,2,0.0
FAM50B,-0.04490283333333335,2,1.0
FAM51A1,-0.001908143333333335,2,0.0
FAM53B,0.0009586733333333333,2,0.0
FAM53C,-0.026681978333333335,2,0.5
FAM54A,-0.01503703,2,1.0
FAM55A,-0.01737383333333331,1,0.0
FAM55C,-0.0020832751666666665,2,0.0
FAM57A,-0.017912901666666668,2,0.5
FAM57B,0.0017596200000000034,2,0.5
FAM58A,0.020611479999999995,2,0.0
FAM59A,-0.0020788566666666676,2,0.0
FAM5B,-0.0011069483333333323,2,0.0
FAM5C,0.001795596666666665,2,0.0
FAM60A,-0.010063968333333336,2,0.5
FAM62A,-0.0038191326666666674,2,0.0
FAM62C,-0.06754966666666667,2,1.0
FAM63A,-0.003347106666666667,2,0.5
FAM65A,-0.0014278415000000015,2,0.5
FAM69B,-0.011361950000000003,2,0.5
FAM70A,0.07199478333333335,1,0.0
FAM70B,-0.03723410083333333,2,1.0
FAM71A,-0.07543910000000001,2,1.0
FAM71B,-0.042135033333333315,1,1.0
FAM71C,-0.08234590000000001,2,1.0
FAM73A,0.0016956733333333325,2,0.0
FAM73B,0.009630615000000002,2,0.0
FAM76A,0.008635008166666666,2,0.0
FAM77C,-0.04895478333333333,2,0.5
FAM78A,0.002787106499999997,2,0.0
FAM79A,0.0014406468333333336,2,1.0
FAM79B,-0.07986633333333332,2,0.5
FAM80A,-0.017586519999999998,2,0.5
FAM82A,-0.13527360000000002,1,1.0
FAM82B,-0.005402296666666667,1,0.0
FAM82C,-0.0006491733333333339,2,0.5
FAM83A,-0.017547599999999997,2,0.5
FAM83F,-0.009157934999999997,2,0.0
FAM84A,-0.03915917333333333,2,0.5
FAM84B,0.00040238166666666485,2,0.0
FAM86A,-0.0192974105,2,1.0
FAM89A,-0.009115418333333335,2,1.0
FAM89B,-0.0029708999999999985,2,0.0
FAM8A1,0.008793893333333334,2,0.0
FAM91A1,-0.06590923333333336,1,1.0
FAM96A,-0.013874126666666667,2,1.0
FAM98A,-0.014395792499999999,2,1.0
FAM98B,0.0014311033333333349,2,0.0
FAM9A,-0.06798561666666667,2,1.0
FAM9B,-0.01665573333333333,1,0.0
FAM9C,-0.1282232666666667,2,0.5
FANCA,-0.010337066666666679,2,0.5
FANCB,0.0002615333333333414,1,0.0
FANCC,-0.01010701166666666,2,1.0
FANCD2,0.002057086666666665,2,0.5
FANCE,0.005390280000000001,2,0.5
FANCF,-0.01574938444444444,3,0.6666666666666666
FANCG,-0.0005660533333333145,2,0.5
FANCL,-0.017324973333333334,2,0.5
FAP,0.033762041666666666,2,1.0
FARP1,-0.018526155166666666,2,0.5
FARP2,0.018099039833333334,2,1.0
FARS2,-0.010507836666666668,2,1.0
FARSLA,-0.012207554499999999,2,0.5
FARSLB,-0.004020493333333333,2,0.5
FAS,0.0009189713333333342,1,0.0
FASLG,-0.012513283333333345,2,1.0
FASN,-0.0027440500000000018,2,0.0
FASTK,0.00015405666666666552,2,0.5
FAT,0.001305346666666666,2,0.5
FAT2,0.010903849999999996,2,0.0
FATE1,-0.0952513,2,0.5
FAU,0.0003354100000000006,2,0.0
FBL,-0.00316989666666667,2,0.0
FBLIM1,-0.0013516983333333333,2,0.0
FBLN1,-0.06384201833333335,2,0.5
FBLN2,-0.013003528,2,0.5
FBLN5,-0.005258809999999999,2,0.5
FBN1,0.00038842000000000157,1,0.0
FBN2,-0.021815916666666664,2,0.5
FBN3,-0.019648505000000004,2,0.5
FBP1,-0.0010912716666666637,2,0.0
FBP2,-0.004097566666666668,2,0.0
FBS1,0.010448633333333308,2,0.5
FBXL12,0.03597906566666667,2,0.5
FBXL13,-0.009042363333333333,2,1.0
FBXL14,-0.0030374033333333316,2,0.0
FBXL16,-0.010793361666666668,2,1.0
FBXL19,-0.01300426666666667,2,0.0
FBXL2,-0.004954093333333334,1,0.0
FBXL22,-0.00019873166666666692,2,0.0
FBXL3,-0.007207409999999998,1,1.0
FBXL4,0.014280231666666665,2,0.5
FBXL5,0.0033732883333333404,2,0.5
FBXL6,-0.001987909999999998,2,0.0
FBXL8,-0.010961589999999998,2,0.5
FBXO11,-0.005846736666666665,1,0.0
FBXO15,-0.018850743333333333,2,0.5
FBXO16,-0.017210338333333332,2,0.5
FBXO17,-0.02048132333333333,2,0.5
FBXO18,-0.01691783,2,0.5
FBXO2,0.06403083333333334,1,0.0
FBXO21,0.00523741,2,0.5
FBXO22,0.018387566666666678,1,0.0
FBXO24,-0.02570329,2,0.5
FBXO25,-0.01285053333333333,2,0.0
FBXO27,0.031776874999999996,2,0.5
FBXO28,0.001344526619047617,7,0.7142857142857143
FBXO3,-0.00638086166666667,2,0.0
FBXO30,-0.021639406666666666,2,1.0
FBXO32,-0.0026210666666666663,2,0.5
FBXO33,-0.012017631333333334,2,0.5
FBXO36,-0.0049145783333333325,2,0.5
FBXO38,-0.033461128333333326,2,1.0
FBXO39,0.0017611416666666662,2,0.5
FBXO4,0.009741833333333332,2,0.5
FBXO44,0.02842261666666665,2,0.0
FBXO5,-0.0032270666666666665,2,0.5
FBXO6,-0.040420555,2,1.0
FBXO7,-0.008143661666666666,2,0.5
FBXO8,-0.027160126666666666,2,1.0
FBXW10,-0.006201590000000001,2,0.5
FBXW12,-0.03103966666666667,2,0.5
FBXW5,-0.0018239416666666684,2,0.0
FBXW7,0.008841966666666668,2,0.0
FBXW8,-0.00018963166666666686,2,0.5
FBXW9,-0.0060293095000000015,2,0.0
FCAR,-0.14251313333333332,1,1.0
FCER1A,-0.07515693333333334,1,1.0
FCER1G,0.0019883333333333333,2,0.5
FCER2,-0.027253099999999995,2,0.0
FCGBP,-0.036201516666666676,2,0.5
FCGR1A,-0.021373840000000005,2,0.0
FCGR2A,-0.037348349999999995,2,0.5
FCGR2B,-0.016411266666666684,1,0.0
FCGR3A,-0.0657795,2,0.0
FCGR3B,-0.018768583333333352,2,0.5
FCGRT,-0.008565776666666665,2,0.0
FCHSD2,-0.005645566333333334,2,1.0
FCMD,-0.02448732833333333,2,1.0
FCN1,-0.015924349999999976,2,0.0
FCN2,-0.04419356666666665,2,1.0
FCN3,-0.007208166666666645,1,0.0
FCRL1,0.004334896666666671,1,0.0
FCRL2,-0.0898905333333333,2,0.5
FCRL3,-0.05322435,2,0.5
FCRL4,-0.04591726999999998,2,1.0
FCRL5,-0.03084050000000001,1,0.0
FCRLM2,-0.022591916666666673,2,0.0
FDFT1,-0.026210595,2,1.0
FDPS,0.003502063166666667,2,0.5
FDX1,0.011349191666666666,2,1.0
FDXR,-0.02266766833333334,2,1.0
FECH,0.009369026666666665,2,0.5
FEM1A,-0.04753341833333333,2,1.0
FEM1B,-0.018686048333333333,2,1.0
FEM1C,0.0045714,2,0.5
FEN1,-0.007734275833333334,8,0.625
FER,0.004579789999999998,1,0.0
FER1L3,-0.015709298333333337,2,0.5
FERD3L,0.015178658333333327,2,0.0
FES,0.050041300000000004,2,0.0
FETUB,-0.08584839999999999,1,1.0
FEV,-0.04610997000000001,2,0.5
FEZ1,0.017690603166666666,2,1.0
FEZ2,-0.049446203333333334,1,1.0
FFAR1,-0.019394299999999996,2,0.5
FFAR2,-0.013080633333333331,2,0.0
FFAR3,-0.05354063333333333,2,0.5
FGA,-0.03344503333333335,1,0.0
FGB,-0.04068393333333331,1,1.0
FGD1,-0.01717201833333335,2,0.5
FGD2,0.04705029999999999,2,0.5
FGD4,-0.016355633333333328,1,0.0
FGF1,0.018607216666666666,2,0.5
FGF10,-0.03533392666666667,2,0.5
FGF11,0.067466465,2,0.5
FGF12,0.002673740000000001,2,0.0
FGF13,-0.1572007,1,1.0
FGF14,-0.004951299999999999,2,0.0
FGF16,-0.07568193333333333,1,1.0
FGF17,0.008157768333333336,2,1.0
FGF18,-0.026042611666666653,2,0.5
FGF19,-0.04792472166666667,2,1.0
FGF2,0.010222113333333333,2,0.5
FGF20,-0.017836656666666666,2,0.0
FGF21,0.01140085,2,0.0
FGF22,0.05025197333333334,2,1.0
FGF23,-0.057774645,2,0.5
FGF3,-0.010284141666666665,2,0.5
FGF4,0.0036115583333333227,2,0.5
FGF5,-0.008699931,2,0.5
FGF6,-0.04009155000000002,2,0.5
FGF7,0.0058627783333333365,2,0.0
FGF8,0.049068589333333336,2,1.0
FGF9,-0.017597756666666665,2,0.5
FGFBP1,0.029300423333333336,2,0.0
FGFR1,-0.07725306666666665,2,0.5
FGFR1OP,0.02036896666666666,2,0.5
FGFR2,-0.018093485,2,0.5
FGFR3,0.0051815658333333355,2,0.0
FGFR4,0.001250478333333329,2,0.5
FGFRL1,-0.0032989648333333335,2,0.5
FGG,-0.020160700000000024,2,0.0
FGL1,-0.06358933333333334,1,0.0
FGL2,-0.025208846666666673,1,1.0
FGR,-0.04376945000000001,2,1.0
FH,0.006698046666666668,1,0.0
FHIT,-0.006694551333333335,5,0.4
FHL1,0.07132215000000001,1,0.0
FHL2,0.019213520000000005,2,0.0
FHL3,0.012646081666666666,2,0.5
FHL5,-0.034529466666666675,1,0.0
FHOD1,0.00857163,1,1.0
FHOD3,0.008632902999999999,2,0.5
FIBCD1,-0.002709803333333335,2,0.0
FIBP,-0.03824099166666667,2,0.5
FIGF,-0.12998943333333335,1,1.0
FIGN,0.0008861749999999986,2,0.5
FIGNL1,0.011863882666666674,2,0.5
FILIP1,0.029368300000000003,1,0.0
FIP1L1,-0.03158057166666667,2,0.0
FIS,0.018757466666666705,1,0.0
FKBP10,-0.11869420000000001,1,1.0
FKBP11,0.015189731666666666,2,0.5
FKBP14,-0.019699046666666664,2,0.5
FKBP1A,-0.006336410000000002,2,1.0
FKBP1B,-0.065070815,2,1.0
FKBP2,0.005422681833333334,2,0.0
FKBP3,-0.009844356666666667,1,1.0
FKBP4,-0.024734893333333327,2,0.5
FKBP5,-0.01963423616666666,2,0.5
FKBP7,0.004720754999999999,2,0.5
FKBP8,0.006275091666666665,2,0.5
FKBP9,-0.05524704999999999,2,1.0
FKBP9L,-0.013399104999999998,2,0.5
FKBPL,0.0023980516666666655,2,0.0
FKHL18,0.01276575000000002,2,0.0
FKRP,0.03211046666666669,2,0.5
FKSG2,-0.07331886666666672,1,1.0
FKSG44,0.001293462916666667,2,0.0
FLAD1,-0.01967183666666667,2,1.0
FLCN,0.004156739999999999,2,0.5
FLG,-0.10459070000000004,2,0.0
FLI1,0.004669172500000001,2,0.5
FLII,-0.019617223333333333,2,1.0
FLJ00060,-0.05995990000000001,2,0.5
FLJ10006,-0.021005293333333334,2,1.0
FLJ10099,0.001173645000000001,2,0.5
FLJ10178,0.055314146666666675,1,0.0
FLJ10246,-0.0006444499999999818,2,0.5
FLJ10260,-0.07772976666666666,2,0.0
FLJ10292,0.007108538333333336,2,0.5
FLJ10374,-0.05663016666666665,2,0.5
FLJ10379,-0.02479375,2,0.5
FLJ10560,-0.026742066666666668,2,1.0
FLJ10661,-0.030511765,2,0.5
FLJ10726,-0.008359268333333331,2,1.0
FLJ10769,-0.012116506666666664,2,0.5
FLJ10781,0.011968925000000005,2,0.5
FLJ10786,-0.02477754666666667,2,0.5
FLJ10803,-0.015348440000000001,2,0.5
FLJ10815,-0.0077076300000000035,2,0.5
FLJ10847,-0.03311716666666666,2,1.0
FLJ10916,-0.11973619666666671,2,0.5
FLJ10922,0.00041402666666666475,2,0.0
FLJ10925,-0.010507328333333354,2,0.5
FLJ10945,-0.012208486666666669,2,0.5
FLJ10986,-0.004813893333333333,2,0.5
FLJ10996,-0.08067205000000002,2,1.0
FLJ11000,0.03472721166666667,2,0.0
FLJ11016,0.012853881666666664,2,0.0
FLJ11017,-0.09018318333333336,2,1.0
FLJ11021,-0.031246851666666665,2,0.5
FLJ11155,-0.014644743333333331,2,0.0
FLJ11171,-0.013096874999999997,2,1.0
FLJ11193,-0.0033867116666666656,2,0.5
FLJ11200,-0.002315456666666665,2,0.5
FLJ11305,-0.01248631,2,0.5
FLJ11331,-0.001037756666666667,1,0.0
FLJ11712,0.0014471500000000001,2,0.0
FLJ11806,-8.417333333333304e-05,1,0.0
FLJ12056,-0.00952723333333333,2,0.5
FLJ12118,-0.010716026166666667,2,0.5
FLJ12505,-0.009590379999999997,2,0.5
FLJ12571,-0.03579756333333334,2,1.0
FLJ12700,-0.051789876666666665,2,1.0
FLJ12949,0.033640315,2,0.0
FLJ13096,-0.06814499999999997,1,1.0
FLJ13149,-0.00094717166666666,2,0.0
FLJ13236,0.012960736666666669,2,0.0
FLJ13265,0.009657733333333356,2,0.0
FLJ13391,0.020149616666666648,2,0.0
FLJ13576,-0.033672395,2,0.5
FLJ13614,0.01701149,2,1.0
FLJ13639,-0.04576376666666667,1,1.0
FLJ13646,-0.08248879999999999,1,1.0
FLJ13841,-0.017763516666666666,2,0.5
FLJ13848,-0.004656966666666666,1,1.0
FLJ13909,-0.009933806666666668,2,0.5
FLJ13910,-0.01177059,2,0.0
FLJ13912,-0.02049152666666667,1,0.0
FLJ13946,-0.018626360000000005,2,0.5
FLJ13984,-0.00020900500000000052,2,0.0
FLJ14001,-0.016086143333333323,2,0.5
FLJ14054,-0.007860250000000015,2,0.5
FLJ14166,-0.004653745000000001,2,0.5
FLJ14346,-0.05159706666666667,2,1.0
FLJ14397,-0.006642528833333334,2,1.0
FLJ14437,-0.12700731666666665,2,1.0
FLJ14503,-0.014457206666666661,2,0.0
FLJ14668,-0.013576067333333348,2,0.0
FLJ14768,-0.037135600000000005,2,0.5
FLJ14816,0.029538616666666656,2,0.0
FLJ14834,0.004214809,2,0.0
FLJ20010,0.00041359999999999547,1,0.0
FLJ20032,-0.011745531666666661,2,0.0
FLJ20035,0.0008197483333333329,2,0.0
FLJ20054,-0.15741233333333338,1,1.0
FLJ20097,-0.007237756666666666,2,0.5
FLJ20130,-0.02182210000000003,1,1.0
FLJ20152,0.0198984333333333,1,0.0
FLJ20160,-0.0837436333333333,1,1.0
FLJ20184,-0.044572098333333324,2,0.0
FLJ20186,-0.07204961666666668,2,0.5
FLJ20232,-0.001500081666666667,2,0.0
FLJ20245,0.02758859499999999,2,0.0
FLJ20273,0.020364331666666666,2,0.0
FLJ20280,-0.022865704999999997,2,0.5
FLJ20297,0.002203413666666666,2,0.5
FLJ20298,0.038583780000000005,2,0.0
FLJ20364,-0.008473210000000002,2,0.5
FLJ20422,0.0196805805,2,0.5
FLJ20444,-0.049064050000000005,2,0.0
FLJ20487,-0.0036808633333333327,2,0.0
FLJ20489,0.013940979999999999,2,0.5
FLJ20512,-0.0057259649999999995,2,0.5
FLJ20516,-0.11781548999999998,1,1.0
FLJ20534,0.004663324999999999,2,0.0
FLJ20551,-0.008297940000000002,2,0.0
FLJ20558,-0.004477130166666667,2,0.0
FLJ20581,-0.02861368666666668,2,0.0
FLJ20582,-0.016217978333333324,2,0.0
FLJ20625,-0.009002521666666666,2,0.5
FLJ20628,-0.013339443333333333,1,1.0
FLJ20643,-0.05531635333333333,2,0.5
FLJ20647,-0.006498744999999998,2,0.5
FLJ20699,-0.0053107966666666685,2,0.0
FLJ20701,-0.013316646666666664,2,0.0
FLJ20718,-0.09453364999999997,2,1.0
FLJ20859,-0.018722076666666667,2,0.5
FLJ20920,-0.009433325833333336,2,1.0
FLJ20972,-0.10335910000000002,1,1.0
FLJ21062,-0.027682781333333333,2,0.5
FLJ21103,-0.14328396666666665,2,1.0
FLJ21106,-0.033836812222222214,3,0.6666666666666666
FLJ21125,0.012459299999999998,1,0.0
FLJ21159,-0.0015981183333333322,2,1.0
FLJ21511,-0.005082059999999999,2,0.5
FLJ21657,-0.046951566666666666,1,1.0
FLJ21736,-0.03664428333333335,2,0.5
FLJ21742,-0.08292143333333331,1,1.0
FLJ21749,-0.07488486666666667,1,1.0
FLJ21820,-0.020530689999999994,2,0.5
FLJ21827,0.012978493333333334,2,0.5
FLJ21839,-0.012428245000000001,2,0.5
FLJ21908,0.01201974166666667,2,0.0
FLJ21945,0.0183750115,2,0.0
FLJ21963,-0.041345915,2,0.5
FLJ22104,0.0038538400000000007,1,0.0
FLJ22222,0.03805048333333333,2,1.0
FLJ22313,-0.006308543333333335,2,1.0
FLJ22318,-0.016830187499999982,2,0.5
FLJ22386,-0.006207055000000001,2,0.5
FLJ22471,0.009068333333333345,1,0.0
FLJ22555,-0.033931633333333336,2,0.5
FLJ22624,0.012194996666666666,2,0.5
FLJ22639,-0.005661291666666669,2,0.0
FLJ22655,-0.04646486666666668,1,0.0
FLJ22688,0.008219297166666667,2,0.0
FLJ22709,-0.0002286116666666832,2,0.0
FLJ22746,0.041152783333333345,2,0.0
FLJ23049,-0.1323919333333333,1,1.0
FLJ23191,-0.06756899833333334,2,0.5
FLJ23235,-0.012360433333333384,1,0.0
FLJ23322,-0.029315033333333296,1,1.0
FLJ23342,0.004630610166666667,2,0.5
FLJ23356,0.009760248333333334,2,0.5
FLJ23436,-0.002586160000000002,1,0.0
FLJ23447,0.00198463,1,0.0
FLJ23514,-0.03583656166666667,2,0.5
FLJ23518,-0.03169090333333333,2,0.5
FLJ23554,-0.004724286666666665,2,0.5
FLJ23577,-0.007847323333333333,2,0.5
FLJ23588,0.0012467466666666663,1,0.0
FLJ23657,-0.08547141666666669,2,1.0
FLJ23754,-0.002577833333333316,1,0.0
FLJ23878,-0.002009016666666679,2,0.0
FLJ25006,0.004965649999999988,2,1.0
FLJ25067,0.013865390000000005,1,1.0
FLJ25084,-0.07448871666666666,2,0.5
FLJ25102,-0.030930750000000028,2,0.5
FLJ25143,-0.013940923333333334,2,0.5
FLJ25169,0.002503863333333353,2,0.0
FLJ25369,-0.030821466666666665,2,0.5
FLJ25410,-0.03670975,2,0.5
FLJ25416,-0.008471649999999999,1,0.0
FLJ25421,-0.034687000000000016,2,0.5
FLJ25422,0.04563119666666665,2,0.5
FLJ25444,0.06276144666666666,2,0.0
FLJ25476,0.025595605,2,0.5
FLJ25477,0.029998713333333333,1,1.0
FLJ25530,-0.06685941666666667,2,1.0
FLJ25660,0.00027775000000000195,2,0.0
FLJ25773,-0.021781216666666676,2,0.0
FLJ25801,-0.08392740000000003,1,0.0
FLJ25976,-0.05942371666666664,2,0.5
FLJ26443,-0.04129483333333335,2,0.5
FLJ27255,0.00010923333333334728,1,0.0
FLJ27365,-0.01263562166666667,2,0.5
FLJ27505,-0.022064966666666647,1,1.0
FLJ30046,-0.05950416666666667,2,0.5
FLJ30058,0.024579083333333324,1,0.0
FLJ30277,0.0022251058333333336,2,0.5
FLJ30294,-0.05468433333333335,2,0.5
FLJ30313,0.006863593333333318,2,0.0
FLJ30596,-0.11987853333333331,1,1.0
FLJ30655,0.0030701891666666662,2,0.0
FLJ30707,-0.0011739300000000036,2,1.0
FLJ30834,-0.006455376666666658,2,0.5
FLJ30934,-0.02174314333333333,1,1.0
FLJ31196,-0.024783900000000025,2,0.5
FLJ31204,0.007245310000000002,2,0.0
FLJ31222,-0.041466066666666655,2,0.5
FLJ31413,-0.008418761666666668,2,0.5
FLJ31568,-0.002863766666666639,2,0.5
FLJ31659,0.023752746666666668,1,1.0
FLJ31951,-0.03670178333333333,2,1.0
FLJ32011,-0.03271694833333335,2,0.5
FLJ32028,-0.06524096666666664,1,1.0
FLJ32065,-0.01498200166666667,2,0.5
FLJ32110,-0.028500835,2,1.0
FLJ32130,-0.06279366666666666,2,0.5
FLJ32206,-0.0774267,1,1.0
FLJ32312,0.0068789816666666665,2,0.0
FLJ32363,0.008675003333333334,2,0.5
FLJ32447,0.003984616666666667,2,0.0
FLJ32569,-0.07565220833333333,2,0.0
FLJ32675,0.005121959999999999,1,0.0
FLJ32745,0.0001824756666666677,2,0.5
FLJ32771,0.08771236666666668,2,0.5
FLJ32784,0.015321966666666686,2,0.0
FLJ32786,-0.02404709,2,1.0
FLJ32871,-0.04800088333333334,2,1.0
FLJ32894,-0.009492816666666643,2,0.5
FLJ32921,0.03525676333333334,1,1.0
FLJ32926,-0.05876773333333333,2,0.5
FLJ33167,-0.007348616666666666,2,0.5
FLJ33387,-0.015864183333333337,2,0.5
FLJ33534,-0.09125391666666667,2,0.5
FLJ33641,0.015734966666666628,1,0.0
FLJ33706,-0.1349782333333333,1,1.0
FLJ33708,-0.027363013333333328,2,0.0
FLJ33718,0.002854795000000001,2,0.0
FLJ33790,0.0007305016666666608,2,0.5
FLJ33814,-0.012653025000000004,2,0.5
FLJ33860,-0.02780263333333334,2,0.5
FLJ34047,0.014815673333333335,1,1.0
FLJ34443,-0.05136150000000006,1,1.0
FLJ34503,0.03256306666666666,2,0.0
FLJ34922,-0.009722415,2,1.0
FLJ35119,-0.0033583783333333327,2,0.5
FLJ35530,-0.0010110433333333317,1,0.0
FLJ35630,-0.009287568333333336,2,0.5
FLJ35695,-0.08567919999999998,2,1.0
FLJ35725,-0.028555799999999992,2,0.0
FLJ35767,-0.012699933333333338,1,0.0
FLJ35773,-0.04872435166666668,2,0.5
FLJ35784,-0.03480390499999998,2,1.0
FLJ35785,-0.03138916666666667,2,0.5
FLJ35801,-0.044017600000000004,2,0.0
FLJ35816,-0.0179680333333333,2,0.0
FLJ35834,-0.013359096666666667,1,0.0
FLJ35894,-0.010660333333333327,2,0.5
FLJ36004,-0.052532583333333306,2,0.5
FLJ36046,-0.04204716666666666,3,0.6666666666666666
FLJ36070,-0.005782748333333337,2,1.0
FLJ36116,-0.04052647499999999,2,0.5
FLJ36180,0.00776553333333337,1,0.0
FLJ36268,-0.0034453166666666844,2,0.5
FLJ36445,0.015349700000000003,2,0.5
FLJ36701,-0.1159134666666667,1,0.0
FLJ36779,-0.0006865199999999986,2,1.0
FLJ36888,0.017213492166666663,2,0.5
FLJ36980,0.029028346666666666,1,1.0
FLJ37078,-0.03811318333333332,2,0.5
FLJ37357,0.0015192566666666647,2,0.0
FLJ37396,-0.020378966666666682,1,1.0
FLJ37440,0.005455350000000002,1,0.0
FLJ37478,-0.008417519999999998,2,0.5
FLJ37538,0.011662366666666665,2,0.0
FLJ37549,0.022658338333333337,2,0.0
FLJ37562,0.06604151666666666,2,1.0
FLJ37587,-0.023294033333333353,2,0.5
FLJ37927,-0.006424543333333334,1,1.0
FLJ37953,-0.004198018333333335,2,0.5
FLJ37970,-0.0290087,2,0.0
FLJ38159,0.04213220166666667,2,0.0
FLJ38288,-0.07280136666666667,2,0.0
FLJ38377,-0.031820005,2,0.5
FLJ38379,-0.08236549999999998,2,1.0
FLJ38451,-0.09016719999999999,2,1.0
FLJ38663,-0.009741408333333333,2,0.0
FLJ38725,-0.010673873333333335,2,0.5
FLJ38984,0.011514685000000004,1,0.0
FLJ38991,0.0026231633333333323,2,0.5
FLJ39155,0.005283988333333333,2,0.5
FLJ39237,-0.003984183333333327,2,0.0
FLJ39370,-0.0050743916666666665,2,0.5
FLJ39501,0.010269066666666696,1,0.0
FLJ39502,-0.1917075166666667,2,1.0
FLJ39531,-0.0978486,1,1.0
FLJ39575,-0.05564709999999997,1,1.0
FLJ39599,-0.016452986666666662,2,0.0
FLJ39739,-0.043662396666666665,2,0.5
FLJ39822,-0.06641601666666667,2,0.0
FLJ39827,0.008551054000000008,2,0.0
FLJ40125,-0.013675861666666664,2,0.5
