ebene,datensatz,achse,achse_name,k,wilson_lo,wilson_hi,n,konkordanz,konkordanz_null,konkordanz_null_sd,konkordanz_z,konkordanz_p,konkordanz_mde80,rang,rang_null,rang_null_sd,rang_z,rang_p
DNAm,GSE33896,osteo,osteogen (Zielachse),44,0.271546946719581,0.4357887607886445,126,0.3492063492063492,0.367375,0.039652474756995876,-0.45819714671012635,1.0,0.47840192931958847,0.014206963419235389,-0.00016994513762755878,0.02582109661054156,0.5567892322200414,0.5756712164391781
DNAm,GSE33896,myo,myogen (Linienkontrolle),67,0.4449710570156682,0.616642478245758,126,0.5317460317460317,0.6044448412698412,0.04131025848037099,-1.7598246101111443,1.0,0.72011356501488,-0.039059003922187994,-0.00021453833675537655,0.025765323557253365,-1.5076257629412637,1.0
