"symbol","ATAC_AC_rep1","ATAC_AC_rep2","ATAC_OB_rep1","ATAC_OB_rep2"
"OR4F5",41.372118741134,33.0753651206228,38.8978542933871,35.3377535767695
"OR4F29",28.8420928407248,36.3239106970318,0,33.4489909400241
"OR4F16",20.0988009143687,42.1732252180671,39.0103621851468,38.8907097663894
"SAMD11",163.446024788907,179.592274804904,85.8085080328912,151.516459811757
"NOC2L",128.218286938439,148.12903427935,77.459220629666,109.531346927666
"KLHL17",128.060952490242,149.402089623183,73.2061344068,110.643190721677
"PLEKHN1",129.780559989907,154.211696765082,72.3149480714355,121.31624668974
"PERM1",119.217247970921,126.647556022542,47.1785730297228,101.76113983647
"HES4",133.953596598149,137.567442589748,105.711550601435,125.508223704883
"ISG15",131.841124535711,139.254435488972,106.562250650874,126.626629541117
"AGRN",142.375776234019,145.371600799472,104.739992405275,138.095345543344
"RNF223",172.964698114699,218.834862327553,72.9084412359875,190.948437839507
"C1orf159",124.955247742205,137.383728166043,120.298498902025,103.412511151735
"TTLL10",136.16702544816,141.984580949276,45.8676939741316,133.450418835849
"TNFRSF18",162.779802410156,193.675983266634,86.1083981829875,149.189579653851
"TNFRSF4",150.817887776845,172.449134917182,72.3956168927941,132.76029259326
"SDF4",148.232979002242,160.902078353591,101.992232091105,135.539975484478
"B3GALT6",148.882555465492,161.421064494665,101.894895289958,136.572570066591
"C1QTNF12",135.549579987604,146.773597088531,50.924592246239,134.947865464045
"UBE2J2",113.682362181516,121.567456182821,81.1552222896853,101.36067246582
"SCNN1D",129.255736481939,138.291689333655,62.6977053260309,121.2222133761
"ACAP3",158.79331159117,179.526257662577,122.046764728986,146.138100571061
"PUSL1",160.983096930095,179.218721893413,120.82315098782,146.937397825127
"INTS11",137.220819883009,161.032288535106,67.3136894203506,112.082769418584
"CPTP",137.45526999958,161.368984004691,67.3002300673562,112.327606071911
"TAS1R3",147.29921729352,180.748725042962,58.5105811855238,123.238518336387
"DVL1",193.04296734949,219.95671988301,99.9405128342712,167.496959843171
"MXRA8",163.729205287745,173.602091603818,116.197408416167,137.279527472032
"AURKAIP1",122.301992375234,123.915856502828,91.2066790602066,88.6178484888597
"CCNL2",115.19269071905,121.545670424449,116.820463285674,92.6016704883699
"MRPL20",112.305211641769,114.364838984758,113.654341345058,96.3226488752161
"ANKRD65",115.090759256866,119.887364218312,56.7759707042819,86.6727820035706
"TMEM88B",136.533366938563,162.297580993661,68.5920205630861,111.445472927926
"VWA1",159.583097149365,180.738268317622,70.156087075719,131.093945971221
"ATAD3C",100.050514124391,96.2898964378698,40.3808515578445,73.9555701003409
"ATAD3B",87.5765217438758,89.3100231516085,69.1861832830174,72.0060423577074
"ATAD3A",98.8660208720938,95.9184336886802,83.1044855378763,81.259595868907
"TMEM240",143.561938340003,148.213787807762,57.4840028176804,105.321895738597
"SSU72",94.179097833394,90.8453135307934,83.123245237189,72.6088759952749
"FNDC10",118.922293109623,125.103321924384,58.3759924840705,85.7713734031152
"MIB2",138.119449603584,149.701598759912,151.157702990264,114.819083674734
"MMP23B",139.561232617673,150.00740115303,68.5944103161992,120.999758105278
"CDK11B",65.6574719633268,69.2265042431937,75.1744320425783,56.0367140999934
"SLC35E2B",81.0676874295337,105.01611017852,87.5778005508939,73.0659584512614
"CDK11A",70.6314100476745,74.2705795270977,102.630840053035,54.4034704283717
"NADK",99.9017508528258,112.566943646791,78.7835384017083,74.7446836707832
"GNB1",115.327725768526,110.61263773844,87.4674789378073,95.5026539403003
"CALML6",165.733163060475,185.412546518341,114.873322839981,172.795520153348
"TMEM52",169.280068038825,175.379786930304,93.4301313816642,184.538995787679
"CFAP74",85.5193004218345,87.6198557581185,37.5720946599295,74.335618600666
"GABRD",117.131321100368,131.249158552222,39.1023280464661,123.449069811908
"PRKCZ",133.832042654806,155.193430255947,52.5273977604018,147.033459916036
"FAAP20",147.505091346151,162.594326358144,113.622221460199,151.543213992006
"SKI",167.014087544457,177.168387813739,157.94356080234,148.874794366843
"MORN1",111.067287477968,126.621149049,104.340289388121,105.013319399752
"RER1",110.963186392154,126.556748703229,104.196527969424,104.801821405359
"PEX10",127.974121369681,147.781659192598,85.1457216474263,125.522768098612
"PLCH2",137.925185395604,152.765528410338,63.7756370945798,158.166574307701
"PANK4",130.284226510205,142.162787558975,113.862339413571,135.077833804829
"HES5",137.030710922014,142.763753810447,112.777575755001,144.801644366002
"TNFRSF14",163.992295804959,175.09811559843,54.4333638706939,168.596836525904
"PRXL2B",152.099913920149,143.062698310033,156.637470162569,164.199198928198
"MMEL1",122.263193005106,122.329067053545,50.8441561584089,158.535833694012
"TTC34",98.9719198386919,112.316662083783,42.4659752337143,210.027306179982
"ACTRT2",121.473092164386,128.905734072609,40.673837674963,200.40406575344
"PRDM16",132.739217362291,133.30174067189,53.7237647965631,185.794125099967
"ARHGEF16",127.085542653263,135.345284745263,44.413572981034,152.956758301665
"MEGF6",109.208341037027,140.993819025713,76.3832935550096,143.676338973906
"TPRG1L",114.908713100419,125.676440997511,118.841333134902,123.112393487497
"WRAP73",93.7358322159129,106.889007469671,48.07700851606,97.508978201413
"TP73",93.750156688786,107.256348166245,47.9634798621871,97.632870953661
"CCDC27",100.976250065933,104.140365930887,57.687408908026,105.103965284627
"SMIM1",125.199558922482,145.601135931073,77.0029877330182,146.127737491519
"LRRC47",99.7921936461722,92.490738807103,71.2797108519117,94.7304068328351
"CEP104",93.6867370105114,92.7648594007122,97.6978303270904,102.067420407415
"DFFB",93.3245184663191,92.3841489152297,97.8410105867486,101.832686166205
"C1orf174",114.5450674995,114.06798336936,195.559807949333,147.125155850853
"AJAP1",95.0113289419529,102.112064092354,42.3833458901143,176.123425792637
"NPHP4",137.331957485585,131.064172834935,109.572405324494,137.336145770274
"KCNAB2",132.741137809524,126.700441596659,110.402569624028,134.384673508081
"CHD5",106.688684681867,114.084100039003,60.7358611491631,99.4449857104618
"ENSG00000285629",101.61070918906,108.57581616489,124.145650906676,107.562617596538
"RPL22",136.577812829437,144.914374716913,119.599050793416,128.291240051398
"RNF207",133.523679065033,139.559730360948,136.381082498391,131.415586975041
"ICMT",102.421012649519,107.145513281261,82.9580450750371,88.4747349318802
"HES3",133.867096848669,134.92437735478,74.1130584558877,117.012667698116
"GPR153",135.926679606847,140.252818858322,71.83758145005,130.212989623402
"ACOT7",99.8838715219468,100.489332164917,142.412011893438,96.7472425374623
"HES2",123.955843950531,133.571585423593,51.7124000497716,107.58716862656
"ESPN",124.07331551248,133.517447325829,51.687854368567,107.745855923571
"TNFRSF25",128.081841280147,135.947960891787,49.7022444382565,127.713542977613
"PLEKHG5",94.1999005304604,98.1432156670614,49.6420761488979,76.1339910700254
"NOL9",84.6040769056522,80.2274962259148,57.560075466609,70.2760488616155
"TAS1R1",85.2488590572187,81.1061580809554,57.5756704477869,71.8632311509452
"ZBTB48",116.549052193246,121.827416066416,80.855802071807,106.893826220366
"KLHL21",113.079514273876,119.229527739431,192.34090513137,127.603333619702
"PHF13",115.570597673077,119.706429211069,199.219278278517,133.418978909109
"THAP3",117.689644821608,123.899791186999,100.843913218752,96.1330325488271
"DNAJC11",76.8047424529203,86.7207711780507,90.8492423479872,66.947697763209
"CAMTA1",94.9691921082137,97.0245580290451,238.992023007251,134.317959600171
"VAMP3",62.479904729018,64.368531745397,102.38813960422,66.7681029607658
"PER3",73.997183633734,71.7700590603216,133.371558112045,77.8214786720592
"UTS2",70.3880421145615,60.4682019338113,52.2676691114271,67.4740859844233
"TNFRSF9",75.3139239761486,68.3841107069509,70.6723786060174,55.1766330937081
"PARK7",83.6199342084151,85.1490018119976,93.4444148978964,83.0054004710899
"ERRFI1",80.0857889208565,76.3418595110883,92.1795636508215,70.3018926449363
"SLC45A1",84.7619852818982,96.7474056320981,48.5212370311841,66.3565895975329
"RERE",100.622098513583,97.6676009333846,65.8853874930967,72.0712766136533
"ENO1",114.270769551772,111.09695919647,149.674956823182,94.8931275755859
"CA6",72.6374979195639,86.3583920271317,38.7830215087352,57.5156212487254
"SLC2A7",83.487148561851,91.0208729670924,38.737572769438,68.7796588801997
"SLC2A5",71.6833903865864,79.6492533522783,88.8451897202938,57.5898993837799
"GPR157",80.8050494795633,81.6052195994148,66.1682819948223,74.0343572485431
"H6PD",128.452585233489,120.70757061413,180.879578826875,93.9579529093104
"SPSB1",139.76146724548,137.398976413521,179.031964912801,112.455768635425
"SLC25A33",85.9186799911183,81.7919248542684,123.268234752492,73.2642694841855
"TMEM201",117.763387658758,121.067025172629,88.1887847980043,96.6545198574552
"PIK3CD",102.000527563556,99.403891297145,47.3953129148245,67.070997501291
"CLSTN1",87.4012435019226,106.168848267727,103.715986323086,90.7612671168278
"CTNNBIP1",98.1749915679123,100.391859829882,163.494106541994,99.8081720903738
"LZIC",70.9707973097728,75.5089054135497,88.1455646583451,66.1131293021325
"NMNAT1",70.9640313996086,75.5287869818841,88.1616546393186,66.1173187070986
"RBP7",70.9905965877427,74.7865027316024,44.2504803560089,51.8785655523958
"UBE4B",84.0556473946089,81.5477317954141,129.78926638193,79.2935196534917
"KIF1B",99.8710169308202,93.6858097032073,201.737039061762,94.278811790451
"PGD",96.346967281512,105.810455706801,136.319904694991,76.9516340332555
"CENPS-CORT",92.3391579905207,91.2858709532504,71.3485437796173,70.2263869628638
"CENPS",91.3954429272694,91.1740078942213,71.0750269217141,70.1941778749144
"CORT",71.1687647899649,67.5624543540415,58.3707070034128,49.8781545198692
"DFFA",94.1979176491638,87.4699191557849,105.697053843904,71.3771787506783
"PEX14",94.4040158833777,87.8744733064551,106.144637276157,71.5826623110897
"CASZ1",96.5422620954837,93.5506466495425,56.0202993211933,104.626113443427
"C1orf127",87.9464630053352,77.7186841015444,60.0646108883597,66.7065070866948
"TARDBP",79.4162608884459,81.5864541248435,86.2730164715553,72.6203588618284
"MASP2",117.67210520753,121.546178299606,47.4596837041351,89.8399346787855
"SRM",121.468451579436,122.356869598317,104.950502882308,92.5427699906667
"EXOSC10",71.1918412157795,80.3523334736636,65.5782219752568,55.554352574349
"MTOR",91.2537300892368,88.5634668891779,148.585217223374,77.6895162597939
"ANGPTL7",65.5548838953969,70.0385564801311,72.3765072810082,63.2485477576954
"UBIAD1",82.9342275579349,92.0559724542112,141.730461835384,76.5653067702108
"DISP3",109.105924082,113.258706995295,51.3953591179084,163.326136703308
"FBXO2",127.751286916865,129.244958017174,61.9921417472034,124.796565682403
"FBXO44",128.305744317065,128.879348815985,61.3188439277238,123.769494025195
"MAD2L2",101.554257493844,99.8877207767166,79.3649094768348,102.616204246409
"FBXO6",109.478472986858,115.683980004326,60.3472938990356,98.3527866326803
"DRAXIN",101.545364670695,99.96828021036,79.9109326388349,102.942151958801
"AGTRAP",95.2890189322626,101.262878064878,145.853850373809,84.4323690794151
"C1orf167",97.3980803289509,100.351819446613,40.4937082734617,84.1546513793857
"MTHFR",109.049318728849,119.297591888962,179.252917601818,119.166106564682
"CLCN6",109.617418233464,119.80573926205,179.166085767629,118.990012661467
"NPPA",87.886129404391,90.0775607926927,44.0677526353207,72.1793350491279
"NPPB",82.5100335593088,84.0822867446324,40.7147625132889,68.1532108954298
"KIAA2013",115.914197128864,108.69148836173,110.840239135485,90.2245245946779
"PLOD1",118.33260573573,115.64531763437,116.677754933793,88.075111283977
"MFN2",108.323048609126,104.203748990568,145.226501415028,88.7301221197209
"MIIP",104.668326260877,94.6316062777104,108.441325562772,90.0341656895156
"TNFRSF8",97.7951232215113,101.160192981342,98.1415173766816,76.0281860806241
"TNFRSF1B",119.652838140141,123.693213732508,80.9685412900041,93.4503928824352
"VPS13D",95.5304935315658,85.9570773403685,84.2634870058049,68.5078643732532
"DHRS3",131.296338336925,145.922120274068,111.898224330757,116.141905087575
"AADACL4",78.9188344207908,80.8291476313161,67.3329916985114,87.3923245537072
"AADACL3",76.9006603586999,70.6666806328685,39.8366142675857,104.32141007951
"CFAP107",60.4005928757852,59.049405811435,40.4073843010753,83.8616332809367
"PRAMEF12",74.5455908781506,74.6063191089025,37.4900175787531,125.65353254319
"PRAMEF1",63.6878396058571,59.7865144454135,35.7331851499391,81.3589340869451
"PRAMEF11",57.7505234063493,50.5471722578577,34.0410123240554,70.0872116825705
"HNRNPCL1",59.4603126518589,57.3803976564774,33.5165070525977,92.0855767557755
"PRAMEF2",64.1979635378006,60.9941357945051,34.7262084391304,96.0513140454287
