"symbol","ATAC_AC_rep1","ATAC_AC_rep2","ATAC_OB_rep1","ATAC_OB_rep2"
"A1BG",114.617758693587,122.312407666002,114.404406934972,118.782735793357
"A1CF",43.9086022654114,42.4686380525823,43.2891315491793,51.0700807432708
"A2M",55.7128701925026,58.473736630908,51.9709534417508,73.2259505198004
"A2ML1",62.4970651902413,60.1110028993329,45.7251172074567,82.7415556012657
"A3GALT2",103.985093329372,108.199823362989,54.6077105062949,66.742231599608
"A4GALT",97.3446819166882,101.61457249326,75.962077100115,73.4478165443394
"A4GNT",68.4749770341363,66.9451590287231,221.122424575627,58.2950915861715
"AAAS",99.918080240381,92.1395220109171,124.475269993697,73.1378799685618
"AACS",83.6341636336174,85.0957983178314,75.7774219122928,76.6956703602973
"AADAC",51.9850466394107,41.5891390414411,100.912906408776,37.5673335671493
"AADACL2",45.364356994661,43.1562013408899,42.8693278284381,44.9387440827891
"AADACL3",76.7490712627854,69.7046756497534,45.5213473844665,119.446205240404
"AADACL4",70.7918650794003,66.4523399129478,60.8945392316599,73.0727487805109
"AADAT",63.4857887572942,58.5983660936647,87.5410073665051,62.9547473674909
"AAGAB",53.0883528462196,53.1068928978473,94.6881245236015,40.0334583470586
"AAK1",62.0239169703673,59.2133106317975,79.3060341365662,48.7907822323771
"AAMDC",55.4620854870979,59.0145084754561,67.2092897935128,54.3287936689424
"AAMP",148.711787819938,142.769844634062,173.004510482985,110.56755206717
"AANAT",103.758664037154,107.85298291041,82.1107963233618,81.6236158343006
"AAR2",74.9785171484902,78.4160087169469,53.9582745710798,76.4963512583485
"AARD",56.2170637914178,51.5963692986898,170.056530524372,69.6845225911592
"AARS1",86.5134441953063,90.8081720464156,88.6259091206669,56.4289759541514
"AARS2",98.0015982278021,111.67202217235,61.5694128768103,93.3167043982001
"AARSD1",68.1814837367775,74.9954760747075,68.6543844584783,52.9622530603768
"AASDH",47.5829254092863,44.4365320302189,73.1429973545679,50.7911864714307
"AASDHPPT",68.3534022727614,67.8802041982876,98.6534561416817,61.9796563653753
"AASS",46.5105031084972,46.5101480810374,57.1087325770865,49.8531688398101
"AATF",54.2070354547908,53.7993149758827,56.4084963902881,48.9982522060453
"AATK",126.76099663854,146.74140986864,61.6840531460836,136.098429021565
"ABAT",69.1045445510443,66.8653624533073,54.2330616383366,73.0536372388418
"ABCA1",71.1258846252244,72.3583178079913,88.7014652008229,52.4107919423675
"ABCA10",46.0745413751721,43.1489813447212,50.6466185789467,39.0614716814601
"ABCA12",48.6036382025883,45.2518244290591,44.1906881257573,65.2789430373175
"ABCA13",52.3403669954717,53.047711936869,49.0290111688747,84.6643110298249
"ABCA2",137.786996281139,157.067083291836,58.619132004759,120.448240648352
"ABCA3",90.7166157781573,102.913485040521,59.8925948656546,76.3146003847754
"ABCA4",83.1371600630648,82.5990495734406,116.682297241032,66.1330036717491
"ABCA5",50.7587751517781,42.7017675922936,69.5195888493077,38.7116704957031
"ABCA6",47.3062190567668,37.9110164021773,45.4574819408126,40.2553844474496
"ABCA7",110.454229008485,122.747430882561,69.9569306420241,88.9800403348472
"ABCA8",46.5875449858022,47.3802382672777,64.3791243667731,38.3458888327685
"ABCA9",48.0974895565916,45.852003861494,69.0539903596139,41.1300297599583
"ABCB1",48.9175106808237,48.2735475745033,44.7392273801808,76.7394691096826
