"symbol","K27_AC_rep1","K27_AC_rep2","K27_hMSC_rep1","K27_hMSC_rep2","K27_OB_rep1","K27_OB_rep2"
"ENSG00000291303",2.31602293430396,1.24372727678013,1.51634175160835,0.992462353086286,2.51784242281002,2.22237485492484
"ENSG00000291312",1.96173974518068,1.96192323043426,2.09857485371626,0.81129762347646,3.55987215906924,3.40708708688037
"ENSG00000291313",3.76558785386062,3.89188100960442,4.4770087537376,3.91187315474117,3.66813758104275,3.12185095835075
"ENSG00000291314",2.54119456722448,2.64958142359765,1.93713159790361,2.48716828334989,1.8468364188868,2.00818327105043
"ENSG00000291315",4.57637481899044,2.95418087784266,2.1931037388145,3.2312727110303,1.54953608699661,0.554845730673119
"ENSG00000292259",7.38046467762043,7.62425384623652,4.83671709845184,4.03231049117322,3.76230660565736,3.70109204431083
"ENSG00000292277",1.47242739494817,1.42510402336247,1.65375531312586,1.37429654580033,1.93000088818516,1.81013950747914
"ENSG00000293253",1.55166321073303,1.58113664741097,1.4661216152521,1.53185487784251,1.40526268296331,1.5200709951738
"ENSG00000293268",2.11757948611806,2.00863427262654,1.70758679559399,1.8830664070261,1.82775528552063,1.92345284890101
"ENSG00000293553",2.03524325817587,1.99619741247318,2.20917256696504,1.88834331345727,1.76116566892092,1.73649200470217
"ENSG00000293562",5.66214686650483,6.58849668877603,5.44677029648329,4.96878398459362,3.54698781544056,3.41410967528219
"ENSG00000293563",1.01961851495219,1.08701647289444,0.923126768786625,0.736515195644878,2.28133557535823,2.74460662060676
"ENSG00000293564",18.5018634702373,16.4250055457121,7.72878993788293,9.87765006477418,7.97554290054101,4.71390809799839
"ENSG00000293565",2.58940436034419,2.03519013200294,2.52233053932013,3.03576688906589,1.75859408970697,1.75231272427303
"ENSG00000293569",1.9876168480434,1.9744411799208,2.7054872471794,3.28837440024229,2.25926312013813,1.98631486006135
"ENSG00000293570",0.488882402647658,0.871027696592281,0.599832381535754,0.819033442239868,0.431271483900723,0.625165736693673
"ENSG00000293575",2.66661513986502,1.60176994384634,5.27717082365407,4.12254022471318,4.79126043392832,4.78099919081427
"ENSG00000293584",3.02364131425115,3.11824369987573,2.66198804692275,1.44623385853523,3.30909255989489,3.27529161722728
"ENSG00000293600",2.87170175729797,2.54398756057148,3.33723399084822,3.19918154278094,3.27954700776572,2.49700987507775
"ENTHD1",1.11133716510616,1.30579761343652,1.1390371110773,1.31851993490449,0.954577170378813,1.13007602597234
"ENTPD1",1.90309549581021,1.81158761474746,1.26684115503718,1.47286190311157,1.02910149020988,1.25838438017605
"ENTPD2",0.593022284044035,0.879596487791685,1.90357522790595,1.19071797185926,1.20076029124996,1.53331453163023
"ENTPD3",1.32563030354782,1.41267494908345,1.25185963243302,1.21268214760327,0.900745393318481,1.14914673933517
"ENTPD4",3.21349673556916,2.95220737353987,2.61903673987332,3.11584047591144,2.60505240732186,2.44146690836426
"ENTPD5",2.10257680914351,2.15884913896394,1.92953935567884,2.04804380811129,1.80153010090158,1.82776869121784
"ENTPD6",1.93517367271923,1.78130096871369,3.1472817461987,3.00144116224708,2.84205983337667,2.66450842998786
"ENTPD7",3.72889686329249,3.49254682196281,2.48541858572231,3.22844589161839,2.55616439542237,2.43411900570802
"ENTPD8",0.807791699209962,1.37946878135726,2.72778442076282,1.4762472798025,1.4479414153003,1.44081394711293
"ENTR1",1.49336688106035,1.57933833416705,2.69388645446899,1.81214139308203,2.4739867026597,2.57507724158913
"ENTREP1",1.10997455139131,1.31824168572961,1.23850007225442,1.46265317800636,1.14973671121853,1.36469306465996
"ENTREP2",1.39346111768744,1.58325170210283,1.52158198648127,1.7541895028883,1.13581532797025,1.34481375233042
"ENTREP3",2.27061781690157,2.3247830113911,3.42163114437721,2.78256975500778,3.70662160174135,3.40010746143913
"ENY2",3.33051163172431,2.88480394950963,1.66364691568266,2.3330717318948,1.77949943937713,1.98422600289326
"EOGT",2.71251219276624,2.61256034469165,1.963820938738,2.2435948169668,2.07990753228688,2.05462137217899
"EOLA1",0.7474626021973,1.14937194062677,1.00326849764105,1.48451215921247,0.917335903264743,1.13698067475995
"EOLA2",1.07322600305752,1.29883262175857,1.18932987953568,1.18151747276786,1.15405417033653,1.34288345196213
"EOMES",1.48226077920951,1.43806469488888,1.46692920095022,1.51863567576915,1.22369073350098,1.14461344013751
"EP300",2.67248934273254,2.39133086779339,1.85341193977686,1.98707721588627,2.01753783632932,2.02903656185369
"EP400",1.92714329168006,1.9234101958462,2.19306978344085,2.07204108661999,2.17425322747096,2.12877506926858
"EPAS1",4.04175747599102,3.60330816634824,2.68787996080694,2.74884912269736,3.70082475914367,3.52043851517924
"EPB41",1.918460643666,1.90209297462611,1.84281926093401,2.01145528852456,1.97141270410774,1.97057631791695
"EPB41L1",2.92318602158028,2.79421074760508,2.48345338261894,2.15105363411236,2.93816533857419,2.8140307205578
"EPB41L2",2.70859035373746,2.46597366554569,2.07025749191215,2.74421963945194,2.04147448388565,2.0551983775937
"EPB41L3",1.84844909604126,1.85860065095646,1.03622995064316,1.24754632773607,0.969853082406871,1.16675346515794
"EPB41L4A",1.36498736604299,1.49685705539856,1.23091417765221,1.50195922337351,1.07360633926731,1.18307039694302
"EPB41L4B",1.54012427074813,1.62410742663452,1.31967068353639,1.24080177448979,1.48564953457307,1.57916643050714
"EPB41L5",1.67120313593082,1.71190559579921,1.47948338550149,1.87346920120785,1.50498103345867,1.56962929309672
"EPB42",1.42936017466292,1.55066693975218,2.09606312818917,1.53194944631471,1.70229130030155,1.65221316024895
