label,n_datasets,concordance,concordance_null,concordance_null_sd,concordance_z,concordance_p,concordance_detection_limit
failed,16,1.0,0.5136799132947977,0.0370382091663583,13.130226802297027,0.0002499687539057,0.6173868989606012
passed,2,0.9942196531791908,0.5054118497109826,0.0382307366571674,12.785728087103642,0.0002499687539057,0.6124579123510514
