quantity,n_samples,n_specimens,rho,null_mean,null_sd,z,p_permutation_upper,detection_limit_rho,above_detection_limit,n_draws,seed,fraction_removed,n_removed,role
full module (173 genes),66,16,0.4560664594753882,0.0777841100159756,0.0788448356604673,4.797807570915932,4.999750012499375e-05,0.2743259327997822,True,20000,20260823,0.0,0,baseline
module without the top 10 % |Delta| (155 genes),66,16,0.144359271101854,-0.0751101437515475,0.0802108051369961,2.7361577343421293,0.0018999050047497,0.1247949195288462,True,20000,20260823,0.1,18,rule
module without the top 5 % |Delta| (164 genes),66,16,0.1346539060366803,-0.0674224865902913,0.0749173875638444,2.697323000682086,0.0027498625068746,0.1187995471840808,True,20000,20260823,0.05,9,descriptive
module without the top 20 % |Delta| (138 genes),66,16,-0.0819492745569295,-0.1060159146924804,0.0598369090272369,0.4022039327699241,0.3457827108644568,0.0423469959129921,False,20000,20260823,0.2,35,descriptive
module without the top 30 % |Delta| (121 genes),66,16,0.2058694324751729,0.0464441054020345,0.0780619885275694,2.042291390217835,0.0193990300484975,0.2402296421688136,False,20000,20260823,0.3,52,descriptive
