rho_module_genes,null_mean,null_sd,z,p_value,n_module_genes_shared,n_background,n_datasets_osteogenic,n_datasets_chondrogenic
0.6222703273984731,0.0908296609522302,0.0755510564475254,7.034192391675671,0.0003999200159968,173,35572,12,6
