level,dataset,axis,calibrated,k,wilson_ci_low,wilson_ci_high,n,concordance,concordance_null,concordance_null_sd,concordance_z,concordance_p,concordance_detection_limit,rank,rank_null,rank_null_sd,rank_z,rank_p
DNAm450,GSE129266,chondrogenic,True,48,0.2328504051912538,0.3728316556477576,161,0.2981366459627329,0.2715248447204969,0.0143917589757209,1.8490999805604271,0.1104944752762361,0.3118217698525156,0.041494002181025,-0.0002210605604878,0.0229098458988204,1.8208355885824952,0.0677966101694915
