level,dataset,axis,axis_name,k,wilson_ci_low,wilson_ci_high,n,concordance,concordance_null,concordance_null_sd,concordance_z,concordance_p,concordance_detection_limit,rank,rank_null,rank_null_sd,rank_z,rank_p
DNAm,GSE33896,osteo,osteogenic (target axis),44,0.271546946719581,0.4357887607886445,126,0.3492063492063492,0.367375,0.0396524747569958,-0.4581971467101263,1.0,0.4784019293195884,0.0142069634192353,-0.0001699451376275,0.0258210966105415,0.5567892322200414,0.5756712164391781
DNAm,GSE33896,myo,myogenic (lineage control),67,0.4449710570156682,0.616642478245758,126,0.5317460317460317,0.6044448412698412,0.0413102584803709,-1.7598246101111443,1.0,0.72011356501488,-0.0390590039221879,-0.0002145383367553,0.0257653235572533,-1.5076257629412635,1.0
