status,n_gene,n_zellen,n_paare,seed,nziehungen,S1_beobachtet,S1_null_mittel,S1_null_sd,S1_z,S1_p,S1_mde80,S2_beobachtet,S2_null_mittel,S2_null_sd,S2_z,S2_p,S2_mde80,S3a_beobachtet,S3a_null_mittel,S3a_null_sd,S3a_z,S3a_p,S3a_mde80,S3b_beobachtet,S3b_null_mittel,S3b_null_sd,S3b_z,S3b_p,S3b_mde80,teilmenge,n_studien
ok,159,7,19,20260822,20000,0.34886064471128636,0.27314275503269464,0.025229521672433794,3.001162315388737,0.00279986000699965,0.34378541571550925,0.45961162334517985,0.3842518987193717,0.020258624668390502,3.719883548827073,9.99950002499875e-05,0.44097604779086513,0.7349505840071878,0.5151263701707097,0.020709698903496002,10.614553831073303,9.99950002499875e-05,0.5731135271004986,0.5723270440251572,0.4849650494159929,0.020865885435773487,4.186833809572571,9.99950002499875e-05,0.5433895286361586,alle geeichten Zellen,4
ok,173,5,8,20260822,20000,0.5205866062656077,0.3913062727813018,0.028654844384906758,4.511639698605419,9.99950002499875e-05,0.47153983705904073,0.5934055268087763,0.4740131539703185,0.022288566908961558,5.356664397765913,9.99950002499875e-05,0.5364211413154109,0.6971098265895954,0.4559612138728324,0.023424052981051383,10.294914074512954,9.99950002499875e-05,0.5215485622197763,0.646242774566474,0.5458113294797687,0.020012596023990498,5.018411652656713,9.99950002499875e-05,0.6018465983469421,nur NICHT modulbildend,2
ok,159,2,1,20260822,20000,0.3090577979460234,0.25575462061314036,0.06074261600496215,0.8775252176911285,0.3782810859457027,0.42583394542703434,0.7420914493739605,0.7085945905044837,0.023741157093720027,1.4109193893644458,0.15489225538723064,0.7750698303668998,0.8396226415094339,0.5684960691823899,0.027393693678922894,9.897408341674371,9.99950002499875e-05,0.645198411483374,0.6918238993710691,0.6618166666666666,0.030615924889413584,0.9801184453120497,0.3577821108944553,0.7475412563570246,nur modulbildend,2
