genkarte,punkt,datensatz,arm,n_gene_messbar,eichung_z_abgelegt,eichung_bestanden_abgelegt,eichung_status_abgelegt,satz_eigen,satz_ander,naiv_kontrast,naiv_z,naiv_mde80,naiv_status,eigen_kontrast,eigen_z,eigen_status,ander_kontrast,ander_z,ander_status,modul_konkordanz,modul_z,modul_mde80,modul_n,i_naiv_faellt,ii_linie_erreicht,iii_modul_ueber_grenze,urteil
voll,11,RB1 +/- (GSE245585),osteogen,15232,-1.0295292584886364,False,ok,OSTEOGEN,ADIPOGEN,-0.3056305861369817,-0.7063607406193453,1.2318778119606504,ok,-0.4313540563963038,-1.0295292584886364,ok,1.5565253274175832,4.097072549279878,ok,0.8855421686746988,8.128288023682671,0.6866656591088596,166.0,False,False,True,nicht zerlegbar
voll,12,Nonunion (GSE226565),osteogen,17070,-0.5743634065761964,False,ok,OSTEOGEN,ADIPOGEN,-0.5406487682564296,-2.409380534905304,0.6303152820976307,ok,-0.10327827646110613,-0.5743634065761964,ok,0.686545089899774,3.837177528150961,ok,0.9349112426035504,13.097688169352676,0.549543146614699,169.0,True,False,True,Zerlegung bestaetigt
voll,13,SERPINA3-KD osteo (GSE247528),osteogen,3253,-0.7738569627300452,False,ok,OSTEOGEN,ADIPOGEN,,,,zu wenige Gene,-0.45822282839797024,-0.7738569627300452,ok,1.5046143349607348,2.707079205901183,ok,1.0,5.476338378976463,0.7559500559057548,31.0,False,False,True,nicht zerlegbar
voll,14,ERCC6L2-KD (GSE190542),osteogen,18543,2.129879164564556,True,ok,OSTEOGEN,ADIPOGEN,-0.9070063798062106,-2.3710203486524266,1.0622835100871624,ok,0.7155908606586632,2.129879164564556,ok,0.17416150627251437,0.5228729635288606,ok,0.9707602339181286,12.544193394496698,0.6040400420345821,171.0,True,True,True,"Entkopplung, anderer Fall (Linie erreicht)"
voll,15,TP53 LFS (GSE102732),osteogen,18259,-0.3309129858872808,False,ok,OSTEOGEN,ADIPOGEN,-1.0696704304470444,-3.2594423963851846,0.9250700573527396,ok,-0.0842334860248829,-0.33091298588728085,ok,-0.040438067105580455,-0.16491390735117492,ok,0.9364161849710982,11.271600665020266,0.6219801173577771,173.0,True,False,True,Zerlegung bestaetigt
voll,16,YAP/TAZ-KD (GSE137035),osteogen,12397,0.2552859191395392,False,ok,OSTEOGEN,ADIPOGEN,0.07338866953097262,0.31893711893569454,0.6520118437367631,ok,0.056080429518463315,0.25528591913953924,ok,-0.0036735040581828693,-0.012802556310951542,ok,0.7323943661971831,5.522098118694484,0.6188026324704132,142.0,False,False,True,nicht zerlegbar
voll,17,RB1-mut isogen (GSE145235),osteogen,16203,1.926869163048835,False,ok,OSTEOGEN,ADIPOGEN,-1.4586803407376037,-3.7398916129638287,1.0906865248302173,ok,0.6278419224287781,1.926869163048835,ok,0.46117207277074407,1.4421357801109622,ok,0.9710982658959536,12.44596321965514,0.5991597521635019,173.0,True,False,True,Zerlegung bestaetigt
voll,18,RB1-del isogen (GSE145235),osteogen,16264,1.3940276069622757,False,ok,OSTEOGEN,ADIPOGEN,-1.4193901906732969,-3.5059875316495868,1.1348213515154268,ok,0.4675699098515999,1.3940276069622757,ok,0.18617937152380254,0.5809658025110578,ok,0.9766081871345028,12.29737474124009,0.6154354907688494,171.0,True,False,True,Zerlegung bestaetigt
gefiltert,1,LAMA5-KO (chondr),chondrogen,11529,2.674449558579953,True,ok,CHONDROGEN,ADIPOGEN,-1.2224887565021718,-2.14811410933461,1.5928360071402003,ok,1.9443772779561892,2.645236070194897,ok,-0.8984681850720347,-1.5233860829115529,ok,0.9386503067484664,11.004848100488973,0.6155134728762695,163.0,True,True,True,"Entkopplung, anderer Fall (Linie erreicht)"
gefiltert,2,LAMA5-KO (osteo),osteogen,11529,-0.2064745913203871,False,ok,OSTEOGEN,ADIPOGEN,-1.2668826250680079,-2.3313277529061796,1.5195427688547858,ok,0.08300248396760174,0.16369479633389436,ok,0.6637014255099221,1.1791159110822458,ok,0.950920245398773,11.400013440877425,0.6101659797683696,163.0,True,False,True,Zerlegung bestaetigt
