groesse,n_proben,n_spezimen,rho,null_mittel,null_sd,z,p_perm_oben,mde80_rho,ueber_mde80,nzieh,seed,ebene,abfall_signifikant
Positivkontrolle chondrogen-naiv (CHONDROGEN 12 gegen NAIV_red 9 Gene),12,4,-0.0328782616422109,0.037788995332493344,0.13260960890389306,-0.5328969564032071,0.6726663666816659,0.3709771998087357,False,20000,20260823,postnatale_fuge,
Modul (173 Gene),12,4,0.5114396255455029,-0.017351137267658554,0.3404232413463463,1.5533333174369557,0.06119694015299235,0.8308180871047988,False,20000,20260823,postnatale_fuge,
"Modul gespiegelt (--kontrast, Widerspruchsklausel)",12,4,-0.5114396255455029,0.017351137267658554,0.3404232413463463,-1.5533333174369557,0.9394030298485075,0.8710026291119455,False,20000,20260823,postnatale_fuge,False
