analysis,n_datasets,n_observations,n_matching,pooled_share,perm_rounds,null_mean,null_sd,z,p_perm_two_sided,wilson_lo,wilson_hi,mde80,above_mde80,loo_min,loo_max,seed
explorativ_aggregierte_richtungsreplikation,6,977,708,0.7246673490276356,10000,0.4842726714431934,0.08555323505493416,2.8098841315595324,0.0027,0.6958194075218309,0.7517554742820314,0.7238217295970091,True,0.6940298507462687,0.7972972972972973,20260824
