route,dataset,effect_type,effect,null_mean,null_sd,mde80,max_reachable,reachable_lt_max,signed_effect,p_perm
A,GSE185951,share,0.861271676300578,0.5015635838150289,0.2507774307294759,1.2037403898575612,1.0,False,0.861271676300578,0.1877
A,GSE161176,share,0.6588235294117647,0.4972435294117646,0.170546513448347,0.9747737670671364,1.0,True,0.6588235294117647,0.7427
A,GSE113253,share,0.824,0.49854,0.209937980831434,1.086366346328015,1.0,False,0.824,0.0468
A,GSE210984,share,0.7803468208092486,0.5010526011560694,0.2097342503422441,1.0883085021143528,1.0,False,0.7803468208092486,0.2492
A,GSE202080,share,0.8670520231213873,0.4989884393063583,0.2326305688859746,1.150354032187087,1.0,False,0.8670520231213873,0.0824
A,GSE37521,share,0.3619631901840491,0.4075337423312883,0.1564530069768956,0.8456021618665961,1.0,True,0.3619631901840491,1.0
B,GSE125166,share,0.7034883720930233,0.5011738372093023,0.1373320465075254,0.8857035674303734,1.0,True,0.7034883720930233,0.2492
C,GSE220162,abs_rho,0.3379631847096873,0.245095729596961,0.1806543908652353,0.7509280240196201,1.0,True,-0.3379631847096873,0.3122
D,GSE286540,share,0.5780346820809249,0.4882468208092484,0.0829762891843175,0.7205804305253376,1.0,True,0.5780346820809249,0.4973
