symbol,dWT_kons,iv_kons,basis,atac,im_modul,ri
AHCYL2,0.5,0.0,-0.1547046720710409,0.0219842539199612,False,
AHDC1,0.0,0.0,0.218403234966414,0.281893616871816,False,
AHI1,0.25,-0.125,-0.0098736225921269,-0.0103042897994303,False,
AHNAK,0.375,-0.25,-0.5023928132711475,0.0860088759722041,False,
AHNAK2,-0.1111111111111111,0.0,0.089137030362707,0.0909300315460743,False,
AHR,0.375,-0.625,-0.643118005701242,0.0329137356198372,False,
AHSA1,-0.4444444444444444,0.0,0.3709179524771044,-0.3350780419897707,False,
AIDA,0.375,-0.125,-0.26427735098168,0.150305091483168,False,
AIF1L,-0.3333333333333332,0.3333333333333332,0.0100730075873762,0.3141339721206071,False,
AIFM1,-0.25,0.0,0.3990595050010764,-0.384638942048461,False,
AIFM2,1.0,0.125,-0.718430942698319,0.9698265169911268,True,1.0
AIG1,-0.125,0.375,0.718543059711592,-0.1965150302965144,False,
AIMP1,-0.5,0.375,0.1364027023521575,-0.6099524004721497,False,
AIMP2,-0.125,0.25,-0.0241316452348143,0.9356253105064792,False,
AIP,0.0,0.125,-0.1281460460875485,0.0273226892724429,False,
AJUBA,-0.375,-0.5,0.2874482642386875,-0.0342519882106864,False,
AK1,-0.375,0.375,0.4331006774916185,-0.3047080306940362,False,
AK2,-0.25,0.25,0.0949382173799015,-0.1227654654632188,False,
AK3,0.5,0.0,-0.3517584050540445,0.7922063232513266,False,
AK4,0.125,0.5,0.0119924960537139,0.3244413270154167,False,
AK5,-0.625,0.875,0.5783268557025656,-0.6184442269015764,False,
AK6,-0.1999999999999999,-0.1999999999999999,-0.354903954618743,0.7095135833524607,False,
AK7,0.4666666666666665,-0.1999999999999999,0.075578052333967,0.3799505469619477,False,
AK9,0.25,0.375,-0.6010903467569925,-0.7231782038411949,False,
AKAP1,-0.125,0.375,-0.0368357501459613,0.1940699610280214,False,
AKAP10,0.5,-0.125,-0.7185392518865615,-0.2379551789326393,False,
AKAP11,0.1111111111111111,-0.3333333333333332,-0.326931012136079,0.0899391348914817,False,
AKAP12,-0.125,-0.375,0.4374688025725555,-0.0163860318805539,False,
AKAP13,0.875,0.0,-1.10851181561454,-0.1547920518616976,True,1.0
AKAP3,0.375,-0.25,-0.267695704176054,0.0360067961917252,False,
AKAP5,0.3333333333333332,-0.2222222222222223,-0.2685823205649175,0.0503433602428522,False,
AKAP6,0.0666666666666666,0.1999999999999999,0.399488530613895,-0.9401742484120552,False,
AKAP7,0.25,-0.25,-0.437035820608949,0.0326655441378922,False,
AKAP8,-0.375,-0.125,0.2745370810791619,0.1069427160226434,False,
AKAP8L,0.0,0.125,-0.0038193770582395,-0.3633137978216534,False,
AKAP9,-0.125,0.125,-0.2463872645716737,0.500655393940622,False,
AKIP1,0.0,0.25,-0.1697222274463437,0.2745024817466377,False,
AKIRIN1,0.25,-0.5,-0.2073502291800086,0.270194198240016,False,
AKIRIN2,-0.2222222222222223,-0.1111111111111111,0.6278346621550159,-0.2074457474049116,False,
AKNA,0.5,0.0,-0.6634279041564355,-0.3139921509466248,False,
AKR1A1,0.0,0.625,0.4033388533637034,-0.0137033191466104,False,
AKR1B1,-0.125,-0.125,0.3079191174952007,0.2525496238763765,False,
AKR1B10,-0.3333333333333332,0.4666666666666665,0.429522350187454,-1.3091786832180756,False,
AKR1C2,0.6000000000000001,0.3333333333333332,-0.634144297539568,-0.5909734861826075,False,
AKR1C3,0.1999999999999999,0.1999999999999999,-0.0491983891239838,-1.4042353476930982,False,
AKR1E2,0.1999999999999999,-0.1999999999999999,-0.37877749030718,0.0348143870645847,False,
AKR7A2,-0.375,0.5,0.4167819725458614,0.0837329957369732,False,
AKR7A3,-0.3333333333333332,0.3333333333333332,0.189287331146105,0.8051893848654536,False,
AKT1,0.0,-0.125,0.303541209672361,0.4884697980607864,False,
AKT1S1,-0.3333333333333332,0.3333333333333332,0.0193171267330177,0.2066351498964005,False,
AKT2,-0.125,-0.125,0.0004396471091105,0.0550699457488113,False,
AKT3,0.25,-0.5,-0.704791512016012,0.0445009976427339,False,
AKTIP,0.125,0.375,-0.0727708700116435,-0.038015530369599,False,
ALAD,0.75,0.125,-0.589035159219139,0.2440122039845511,False,
ALAS1,-0.125,0.0,0.3962475114829344,0.1634135391012132,False,
ALCAM,0.625,-0.375,-0.7031092366132845,0.0392839553505606,False,
ALDH16A1,0.0,-0.25,-0.0036817539756055,-0.1264198845294886,False,
ALDH18A1,0.0,0.1111111111111111,0.1243726592418074,-0.0132560089715656,False,
ALDH1A3,-0.375,-0.375,0.224289644287034,1.0896206800034465,False,
ALDH1B1,-0.1111111111111111,-0.2222222222222223,0.2455720887140145,0.3755648846793953,False,
ALDH1L1,0.1999999999999999,0.4666666666666665,0.0317458560789604,-0.2545476569620497,False,
ALDH1L2,0.375,-0.125,-0.375836922864044,0.2402891879770394,False,
ALDH2,0.125,0.5,-0.3797997145605495,-0.2755349998734437,False,
ALDH3A2,0.375,-0.125,-0.4731302237845915,0.2716162532300834,False,
ALDH3B1,0.5,-0.25,-0.4191875924932975,0.195519564585521,False,
ALDH4A1,-0.375,0.0,0.007938555920883,-0.1125002976145581,False,
ALDH5A1,0.0666666666666666,0.3333333333333332,0.25333754260747,0.0854075610134739,False,
ALDH6A1,0.375,0.5,-0.682124539293102,-0.1994718559067827,False,
ALDH7A1,-0.625,0.0,0.55193991678638,-0.3030741311231173,False,
ALDH9A1,0.125,0.0,0.264506733566328,-0.1268836961039983,False,
ALDOA,-0.25,0.5,0.6710139642075135,0.2040122443509169,False,
ALG1,-0.25,0.5,0.5730168966342155,0.2117020395734494,False,
ALG10,-0.3333333333333332,-0.1111111111111111,-0.0814354101370919,-0.2289813049339404,False,
ALG10B,0.1111111111111111,-0.1111111111111111,-0.4600714855992785,-0.6709337551609069,False,
ALG11,-0.2222222222222223,-0.1111111111111111,-0.1734343600188935,0.091247058817907,False,
