punkt,datensatz,arm,hypothese,runde,n1,n2,z_korr
17,RB1-mut isogen (GSE145235),osteogen,H2,1,64,64.0,1.61715851859083
17,RB1-mut isogen (GSE145235),osteogen,H2,2,64,64.0,0.767264070699293
17,RB1-mut isogen (GSE145235),osteogen,H2,3,64,64.0,0.697702277975259
17,RB1-mut isogen (GSE145235),osteogen,H2,4,64,64.0,-0.110027048818591
17,RB1-mut isogen (GSE145235),osteogen,H2,5,64,64.0,-0.414771399200343
17,RB1-mut isogen (GSE145235),osteogen,H2,6,64,64.0,-0.206623422336678
17,RB1-mut isogen (GSE145235),osteogen,H2,7,64,64.0,-0.236556886678208
17,RB1-mut isogen (GSE145235),osteogen,H2,8,64,64.0,-0.959619504286652
17,RB1-mut isogen (GSE145235),osteogen,H2,9,64,64.0,-1.61259641646977
17,RB1-mut isogen (GSE145235),osteogen,H2,10,64,64.0,-0.29472246062442
17,RB1-mut isogen (GSE145235),osteogen,H3,1,64,64.0,1.02034932042798
17,RB1-mut isogen (GSE145235),osteogen,H3,2,64,64.0,-0.610755158294635
17,RB1-mut isogen (GSE145235),osteogen,H3,3,64,64.0,-0.867996338217602
17,RB1-mut isogen (GSE145235),osteogen,H3,4,64,64.0,0.895968617683428
17,RB1-mut isogen (GSE145235),osteogen,H3,5,64,64.0,1.94053906896764
17,RB1-mut isogen (GSE145235),osteogen,H3,6,64,64.0,-0.895403067251322
17,RB1-mut isogen (GSE145235),osteogen,H3,7,64,64.0,-1.39125530187189
17,RB1-mut isogen (GSE145235),osteogen,H3,8,64,64.0,-0.289304994906418
17,RB1-mut isogen (GSE145235),osteogen,H3,9,64,64.0,0.898624062189568
17,RB1-mut isogen (GSE145235),osteogen,H3,10,64,64.0,-0.0336712056027433
18,RB1-del isogen (GSE145235),osteogen,H1,1,54,54.0,2.09288373878399
18,RB1-del isogen (GSE145235),osteogen,H1,2,54,54.0,-1.31939181555841
18,RB1-del isogen (GSE145235),osteogen,H1,3,54,54.0,-0.965416490003931
18,RB1-del isogen (GSE145235),osteogen,H1,4,54,54.0,0.917091969931963
18,RB1-del isogen (GSE145235),osteogen,H1,5,54,54.0,0.181675456152326
18,RB1-del isogen (GSE145235),osteogen,H1,6,54,54.0,1.91325648907675
18,RB1-del isogen (GSE145235),osteogen,H1,7,54,54.0,0.133164245973835
18,RB1-del isogen (GSE145235),osteogen,H1,8,54,54.0,0.831628314282676
18,RB1-del isogen (GSE145235),osteogen,H1,9,54,54.0,-0.581934840322162
18,RB1-del isogen (GSE145235),osteogen,H1,10,54,54.0,0.769310401560636
18,RB1-del isogen (GSE145235),osteogen,H2,1,68,68.0,2.70099827273528
18,RB1-del isogen (GSE145235),osteogen,H2,2,68,68.0,0.276010052507684
18,RB1-del isogen (GSE145235),osteogen,H2,3,68,68.0,-0.634891205638558
18,RB1-del isogen (GSE145235),osteogen,H2,4,68,68.0,0.0374675427222276
18,RB1-del isogen (GSE145235),osteogen,H2,5,68,68.0,-2.99634499195987
18,RB1-del isogen (GSE145235),osteogen,H2,6,68,68.0,-0.335345902194858
18,RB1-del isogen (GSE145235),osteogen,H2,7,68,68.0,1.28064138384235
18,RB1-del isogen (GSE145235),osteogen,H2,8,68,68.0,-1.88382449347293
18,RB1-del isogen (GSE145235),osteogen,H2,9,68,68.0,-1.03243190627972
18,RB1-del isogen (GSE145235),osteogen,H2,10,68,68.0,-0.789051084980795
18,RB1-del isogen (GSE145235),osteogen,H3,1,68,68.0,0.513994717461073
18,RB1-del isogen (GSE145235),osteogen,H3,2,68,68.0,-0.0830365479625982
18,RB1-del isogen (GSE145235),osteogen,H3,3,68,68.0,-0.69956610086618
18,RB1-del isogen (GSE145235),osteogen,H3,4,68,68.0,-0.866760768236495
18,RB1-del isogen (GSE145235),osteogen,H3,5,68,68.0,0.0384841413488538
18,RB1-del isogen (GSE145235),osteogen,H3,6,68,68.0,-0.191449778685524
18,RB1-del isogen (GSE145235),osteogen,H3,7,68,68.0,-1.49027742047715
18,RB1-del isogen (GSE145235),osteogen,H3,8,68,68.0,-1.41544279713016
18,RB1-del isogen (GSE145235),osteogen,H3,9,68,68.0,-1.34778891701043
18,RB1-del isogen (GSE145235),osteogen,H3,10,68,68.0,0.214481523107554
