n_studies,n_units,n_observations,iv_unanim_combined,iv_unanim_null_combined,unit_shares
2,3,1038,130,85.9752,GSE247491:2454E:0.647;GSE247491:2802F:0.642;GSE247491:8A:0.688;GSE247528:2454E:0.671;GSE247528:2802F:0.607;GSE247528:8A:0.757
