status,n_gene,n_zellen,n_paare,seed,nziehungen,S1_beobachtet,S1_null_mittel,S1_null_sd,S1_z,S1_p,S1_mde80,S2_beobachtet,S2_null_mittel,S2_null_sd,S2_z,S2_p,S2_mde80,S3a_beobachtet,S3a_null_mittel,S3a_null_sd,S3a_z,S3a_p,S3a_mde80,S3b_beobachtet,S3b_null_mittel,S3b_null_sd,S3b_z,S3b_p,S3b_mde80,groesse,n_spender,studien
ok,159.0,7,19.0,20260822.0,20000.0,0.34886064471128636,0.27314275503269464,0.025229521672433794,3.001162315388737,0.00279986000699965,0.34378541571550925,0.45961162334517985,0.3842518987193717,0.020258624668390502,3.719883548827073,9.99950002499875e-05,0.44097604779086513,0.7349505840071878,0.5151263701707097,0.020709698903496002,10.614553831073303,9.99950002499875e-05,0.5731135271004986,0.5723270440251572,0.4849650494159929,0.020865885435773487,4.186833809572571,9.99950002499875e-05,0.5433895286361586,Programm,5.0,GSE218101|GSE247491|GSE247528|LAMA5_USC
zu wenige geeichte Zellen,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laesionsantwort,,
ok,172.0,6,13.0,20260822.0,20000.0,0.08871108044030268,0.053638980615715356,0.024348961264157577,1.4403940867988705,0.15329233538323084,0.12181607215535657,0.31983899228809565,0.2638584174471843,0.01749959127128704,3.1989647056936175,0.004099795010249488,0.312857273006788,0.6162790697674418,0.48888696705426354,0.01717425316564106,7.417621103201151,9.99950002499875e-05,0.5369748759180585,0.3808139534883721,0.34838488372093024,0.02104024641118772,1.5412875464328388,0.1303934803259837,0.40729757367225583,Engineering-Antwort,4.0,GSE247491|GSE247528|LAMA5_USC
